TIME,RPM,TPS,Sonda_Geral,2-step,Distância,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Velocidade_de_referência
5.378,1706,38.2,1.300,OFF,0.00,74.8,13.14,0.89,3.01,0.0
5.418,1606,38.3,1.300,OFF,0.00,74.8,13.14,0.83,3.01,0.0
5.458,1609,38.3,1.300,OFF,0.00,74.8,13.15,0.85,3.01,0.0
5.498,1765,38.3,1.300,OFF,0.00,74.8,13.14,0.91,3.01,0.0
5.538,1836,38.3,1.300,OFF,0.00,74.8,13.14,0.96,3.01,0.0
5.578,1801,38.3,1.300,OFF,0.00,74.8,13.14,0.93,3.01,0.0
5.618,1687,38.3,1.300,OFF,0.00,74.8,13.14,0.85,3.02,0.0
5.658,1541,38.3,1.300,OFF,0.00,74.8,13.15,0.81,3.01,0.0
5.698,1613,38.3,1.300,OFF,0.00,74.8,13.15,0.84,3.01,0.0
5.738,1751,38.3,1.300,OFF,0.00,74.8,13.14,0.91,3.01,0.0
5.778,1888,38.3,1.300,OFF,0.00,74.8,13.14,0.98,3.01,0.0
5.818,1857,38.3,1.300,OFF,0.00,74.8,13.15,0.99,3.01,0.0
5.858,1677,38.3,1.300,OFF,0.00,74.8,13.15,0.91,3.02,0.0
5.898,1573,38.3,1.300,OFF,0.00,74.8,13.15,0.84,3.02,0.0
5.938,1616,38.3,1.300,OFF,0.00,74.8,13.13,0.84,3.01,0.0
5.978,1694,38.3,1.300,OFF,0.00,74.8,13.14,0.87,3.02,0.0
6.018,1816,38.3,1.300,OFF,0.00,74.8,13.14,0.94,3.00,0.0
6.058,1889,38.3,1.300,OFF,0.00,74.8,13.15,0.98,3.01,0.0
6.098,1847,38.3,1.300,OFF,0.00,74.8,13.14,0.96,3.00,0.0
6.138,1769,38.2,1.300,OFF,0.00,74.8,13.14,0.94,3.01,0.0
6.178,1749,38.3,1.300,OFF,0.00,74.8,13.14,0.92,3.01,0.0
6.218,1777,38.2,1.300,OFF,0.00,74.8,13.14,0.94,3.00,0.0
6.258,1737,38.3,1.300,OFF,0.00,74.8,13.14,0.91,3.01,0.0
6.298,1735,38.2,1.300,OFF,0.00,74.8,13.14,0.90,3.01,0.0
6.338,1765,38.3,1.300,OFF,0.00,74.8,13.14,0.92,3.01,0.0
6.378,1731,38.2,1.300,OFF,0.00,74.8,13.14,0.91,3.01,0.0
6.418,1764,38.2,1.300,OFF,0.00,74.8,13.15,0.93,3.01,0.0
6.458,1851,38.3,1.300,OFF,0.00,74.8,13.16,0.98,3.01,0.0
6.498,1866,38.2,1.300,OFF,0.00,74.8,13.13,0.99,3.00,0.0
6.538,1853,38.3,1.300,OFF,0.00,74.8,13.14,0.98,3.01,0.0
6.578,1773,38.3,1.300,OFF,0.00,74.9,13.14,0.94,3.01,0.0
6.618,1718,38.2,1.300,OFF,0.00,74.9,13.14,0.89,3.01,0.0
6.658,1650,38.2,1.300,OFF,0.00,74.9,13.16,0.88,3.00,0.0
6.698,1754,38.3,1.300,OFF,0.00,74.9,13.14,0.92,3.01,0.0
6.738,1831,38.2,1.300,OFF,0.00,74.9,13.17,0.95,3.00,0.0
6.778,1817,38.3,1.300,OFF,0.00,74.9,13.15,0.97,3.01,0.0
6.818,1761,38.3,1.300,OFF,0.00,74.9,13.16,0.93,3.01,0.0
6.858,1719,38.3,1.300,OFF,0.00,74.9,13.15,0.92,3.01,0.0
6.898,1760,38.3,1.300,OFF,0.00,74.9,13.16,0.93,3.01,0.0
6.938,1742,38.2,1.300,OFF,0.00,74.9,13.14,0.92,3.01,0.0
6.978,1745,38.2,1.300,OFF,0.00,74.9,13.15,0.92,3.01,0.0
7.018,1764,38.2,1.300,OFF,0.00,74.9,13.15,0.92,3.01,0.0
7.058,1732,38.2,1.300,OFF,0.00,74.9,13.16,0.90,3.01,0.0
7.098,1651,38.3,1.300,OFF,0.00,74.9,13.17,0.87,3.01,0.0
7.138,1683,38.3,1.300,OFF,0.00,74.9,13.16,0.88,3.01,0.0
7.178,1755,38.2,1.300,OFF,0.00,74.9,13.15,0.91,3.01,0.0
7.218,1830,38.3,1.300,OFF,0.00,74.9,13.15,0.95,3.01,0.0
7.258,1792,38.2,1.300,OFF,0.00,74.9,13.15,0.96,3.01,0.0
7.298,1689,38.2,1.300,OFF,0.00,74.9,13.17,0.90,3.01,0.0
7.338,1632,38.3,1.300,OFF,0.00,74.9,13.16,0.86,3.01,0.0
7.378,1676,38.2,1.300,OFF,0.00,74.9,13.17,0.87,3.01,0.0
7.418,1767,38.3,1.300,OFF,0.00,74.9,13.15,0.92,3.01,0.0
7.458,1888,38.3,1.300,OFF,0.00,74.9,13.15,1.00,3.01,0.0
7.498,1907,38.2,1.300,OFF,0.00,74.9,13.15,1.03,3.01,0.0
7.538,1877,38.3,1.300,OFF,0.00,74.9,13.15,0.99,3.01,0.0
7.578,1775,38.2,1.300,OFF,0.00,74.9,13.15,0.95,3.01,0.0
7.618,1773,38.3,1.300,OFF,0.00,74.9,13.15,0.95,3.01,0.0
7.658,1727,38.2,1.300,OFF,0.00,74.9,13.16,0.91,3.01,0.0
7.698,1724,38.3,1.300,OFF,0.00,74.9,13.15,0.89,3.01,0.0
7.738,1726,38.2,1.300,OFF,0.00,74.9,13.15,0.90,3.01,0.0
7.778,1714,38.3,1.300,OFF,0.00,74.9,13.15,0.89,3.01,0.0
7.818,1740,38.2,1.300,OFF,0.00,74.9,13.16,0.92,3.01,0.0
7.858,1788,38.2,1.300,OFF,0.00,74.9,13.16,0.94,3.01,0.0
7.898,1810,38.3,1.300,OFF,0.00,74.9,13.15,0.96,3.01,0.0
7.938,1827,38.3,1.300,OFF,0.00,74.9,13.15,0.96,3.01,0.0
7.978,1709,38.3,1.300,OFF,0.00,74.9,13.14,0.92,3.01,0.0
8.018,1688,38.2,1.300,OFF,0.00,74.9,13.16,0.91,3.01,0.0
8.058,1718,38.3,1.300,OFF,0.00,74.9,13.17,0.89,3.01,0.0
8.098,1669,38.3,1.300,OFF,0.00,74.9,13.15,0.88,3.01,0.0
8.138,1733,38.3,1.300,OFF,0.00,74.9,13.16,0.90,3.01,0.0
8.178,1764,38.2,1.300,OFF,0.00,74.9,13.15,0.91,3.01,0.0
8.218,1717,38.3,1.300,OFF,0.00,74.9,13.15,0.90,3.01,0.0
8.258,1731,38.2,1.300,OFF,0.00,74.9,13.14,0.90,3.01,0.0
8.298,1716,38.3,1.300,OFF,0.00,74.9,13.16,0.92,3.01,0.0
8.338,1786,38.2,1.300,OFF,0.00,74.9,13.16,0.94,3.01,0.0
8.378,1761,38.2,1.300,OFF,0.00,74.9,13.15,0.93,3.01,0.0
8.418,1741,38.3,1.300,OFF,0.00,74.9,13.15,0.91,3.01,0.0
8.458,1750,38.3,1.300,OFF,0.00,74.9,13.16,0.91,3.01,0.0
8.498,1736,38.2,1.300,OFF,0.00,74.9,13.17,0.93,3.01,0.0
8.538,1795,38.2,1.300,OFF,0.00,74.9,13.15,0.93,3.01,0.0
8.578,1748,38.3,1.300,OFF,0.00,74.9,13.16,0.93,3.01,0.0
8.618,1734,38.3,1.300,OFF,0.00,75.0,13.07,0.90,3.01,0.0
8.658,1733,38.2,1.300,OFF,0.00,75.0,12.78,0.91,3.00,0.0
8.698,1680,38.2,1.300,OFF,0.00,75.0,12.78,0.86,2.98,0.0
8.738,1724,38.2,1.300,OFF,0.00,75.0,12.80,0.88,2.99,0.0
8.778,1772,38.2,1.300,OFF,0.00,75.0,12.80,0.92,2.99,0.0
8.818,1802,38.3,1.300,OFF,0.00,75.0,12.82,0.94,2.99,0.0
8.858,1795,38.2,1.300,OFF,0.00,75.0,12.84,0.95,2.98,0.0
8.898,1745,38.3,1.300,OFF,0.00,75.0,12.85,0.90,2.99,0.0
8.938,1698,38.3,1.300,OFF,0.00,75.0,12.85,0.89,2.99,0.0
8.978,1674,38.2,1.300,OFF,0.00,75.0,12.85,0.87,2.99,0.0
9.018,1703,38.3,1.300,OFF,0.00,75.0,12.86,0.89,2.99,0.0
9.058,1701,38.3,1.300,OFF,0.00,75.0,12.88,0.89,2.99,0.0
9.098,1736,38.2,1.300,OFF,0.00,75.0,12.88,0.91,2.99,0.0
9.138,1753,38.2,1.300,OFF,0.00,75.0,12.89,0.92,2.99,0.0
9.178,1729,38.3,1.300,OFF,0.00,75.0,12.89,0.89,2.99,0.0
9.218,1799,38.3,1.300,OFF,0.00,75.0,12.89,0.94,2.99,0.0
9.258,1819,38.2,1.300,OFF,0.00,75.0,12.89,0.96,2.99,0.0
9.298,1743,38.2,1.300,OFF,0.00,75.0,12.91,0.93,2.99,0.0
9.338,1639,38.2,1.300,OFF,0.00,75.0,12.91,0.87,2.99,0.0
9.378,1612,38.2,1.300,OFF,0.00,75.0,12.92,0.85,2.99,0.0
9.418,1645,38.2,1.300,OFF,0.00,75.0,12.93,0.85,2.99,0.0
9.458,1741,38.2,1.300,OFF,0.00,75.0,12.92,0.90,2.99,0.0
9.498,1865,38.2,1.300,OFF,0.00,75.0,12.95,0.99,2.99,0.0
9.538,1939,38.2,1.300,OFF,0.00,75.0,12.94,1.03,2.99,0.0
9.578,1740,38.2,1.300,OFF,0.00,75.0,12.95,0.95,2.99,0.0
9.618,1674,38.2,1.300,OFF,0.00,75.0,12.95,0.90,2.99,0.0
9.658,1651,38.2,1.300,OFF,0.00,75.0,12.94,0.86,3.00,0.0
9.698,1611,38.2,1.300,OFF,0.00,75.0,12.95,0.82,3.00,0.0
9.738,1670,38.3,1.300,OFF,0.00,75.0,12.94,0.84,3.00,0.0
9.778,1778,38.3,1.300,OFF,0.00,75.0,12.95,0.91,3.00,0.0
9.818,1808,38.2,1.300,OFF,0.00,75.0,12.96,0.94,2.99,0.0
9.858,1875,38.3,1.300,OFF,0.00,75.0,12.96,0.99,2.99,0.0
9.898,1855,38.2,1.300,OFF,0.00,75.0,12.97,0.97,2.99,0.0
9.938,1712,38.3,1.300,OFF,0.00,75.0,12.97,0.88,2.99,0.0
9.978,1670,38.2,1.300,OFF,0.00,75.0,12.98,0.89,3.00,0.0
10.018,1739,38.2,1.300,OFF,0.00,75.0,12.99,0.89,3.00,0.0
10.058,1707,38.2,1.300,OFF,0.00,75.0,12.96,0.89,3.00,0.0
10.098,1686,38.2,1.300,OFF,0.00,75.0,12.98,0.88,3.00,0.0
10.138,1697,38.2,1.300,OFF,0.00,75.0,12.99,0.89,3.00,0.0
10.178,1799,38.3,1.300,OFF,0.00,75.0,12.98,0.92,3.00,0.0
10.218,1849,38.2,1.300,OFF,0.00,75.0,12.99,0.96,2.99,0.0
10.258,1824,38.2,1.300,OFF,0.00,75.0,12.98,0.98,2.99,0.0
10.298,1726,38.2,1.300,OFF,0.00,75.0,12.98,0.92,3.00,0.0
10.338,1666,38.3,1.300,OFF,0.00,75.0,12.99,0.89,3.00,0.0
10.378,1739,38.2,1.300,OFF,0.00,75.0,12.98,0.91,2.99,0.0
10.418,1812,38.3,1.300,OFF,0.00,75.0,12.99,0.96,2.99,0.0
10.458,1876,38.2,1.300,OFF,0.00,75.0,13.00,0.99,3.00,0.0
10.498,1749,38.2,1.300,OFF,0.00,75.0,12.98,0.91,3.00,0.0
10.538,1592,38.2,1.300,OFF,0.00,75.0,12.98,0.85,3.00,0.0
10.578,1571,38.2,1.300,OFF,0.00,75.0,12.99,0.82,3.00,0.0
10.618,1633,38.2,1.300,OFF,0.00,75.0,12.98,0.85,3.00,0.0
10.658,1725,38.2,1.300,OFF,0.00,75.0,13.01,0.91,3.00,0.0
10.698,1886,38.2,1.300,OFF,0.00,75.0,13.00,0.98,2.99,0.0
10.738,1884,38.3,1.300,OFF,0.00,75.0,12.98,1.02,3.00,0.0
10.778,1763,38.2,1.300,OFF,0.00,75.0,12.99,0.95,3.00,0.0
10.818,1697,38.3,1.300,OFF,0.00,75.0,12.99,0.91,3.00,0.0
10.858,1725,38.2,1.300,OFF,0.00,75.0,12.98,0.90,2.99,0.0
10.898,1777,38.2,1.300,OFF,0.00,75.1,13.00,0.92,2.99,0.0
10.938,1733,38.2,1.300,OFF,0.00,75.1,13.00,0.90,2.99,0.0
10.978,1727,38.2,1.300,OFF,0.00,75.1,13.00,0.90,3.00,0.0
11.018,1736,38.2,1.300,OFF,0.00,75.1,13.01,0.86,3.00,0.0
11.058,1514,38.2,1.300,OFF,0.00,75.1,12.99,0.81,3.00,0.0
11.098,1633,38.2,1.300,OFF,0.00,75.1,13.00,0.84,3.00,0.0
11.138,1676,38.3,1.300,OFF,0.00,75.1,12.98,0.87,3.00,0.0
11.178,1720,38.3,1.300,OFF,0.00,75.0,12.98,0.89,3.00,0.0
11.218,1774,38.2,1.300,OFF,0.00,75.0,12.99,0.92,3.00,0.0
11.258,1778,38.2,1.300,OFF,0.00,75.0,13.01,0.93,3.00,0.0
11.298,1722,38.2,1.300,OFF,0.00,75.0,13.00,0.91,3.00,0.0
11.338,1667,38.2,1.300,OFF,0.00,75.0,12.97,0.88,3.00,0.0
11.378,1676,38.2,1.300,OFF,0.00,75.1,13.01,0.87,2.99,0.0
11.418,1716,38.3,1.300,OFF,0.00,75.1,13.00,0.89,3.00,0.0
11.458,1722,38.3,1.300,OFF,0.00,75.1,13.00,0.91,3.00,0.0
11.498,1774,38.2,1.300,OFF,0.00,75.1,12.98,0.91,3.00,0.0
11.538,1779,38.3,1.300,OFF,0.00,75.1,13.01,0.94,3.00,0.0
11.578,1696,38.3,1.300,OFF,0.00,75.1,12.99,0.89,3.00,0.0
11.618,1626,38.2,1.300,OFF,0.00,75.1,13.01,0.87,3.00,0.0
11.658,1724,38.2,1.300,OFF,0.00,75.1,13.01,0.91,3.00,0.0
11.698,1785,38.3,1.300,OFF,0.00,75.1,12.99,0.94,2.99,0.0
11.738,1716,38.2,1.300,OFF,0.00,75.1,13.00,0.87,3.00,0.0
11.778,1614,38.3,1.300,OFF,0.00,75.1,13.00,0.84,3.00,0.0
11.818,1623,38.2,1.300,OFF,0.00,75.1,12.99,0.83,3.00,0.0
11.858,1606,38.3,1.300,OFF,0.00,75.1,12.99,0.82,3.00,0.0
11.898,1653,38.2,1.300,OFF,0.00,75.1,13.01,0.86,3.00,0.0
11.938,1704,38.2,1.300,OFF,0.00,75.1,13.01,0.88,3.00,0.0
11.978,1691,38.2,1.300,OFF,0.00,75.1,13.00,0.90,3.00,0.0
12.018,1791,38.3,1.300,OFF,0.00,75.1,13.01,0.94,3.00,0.0
12.058,1773,38.2,1.300,OFF,0.00,75.1,12.99,0.92,2.99,0.0
12.098,1746,38.2,1.300,OFF,0.00,75.1,12.98,0.92,2.99,0.0
12.138,1789,38.2,1.300,OFF,0.00,75.1,13.02,0.93,3.00,0.0
12.178,1733,38.2,1.300,OFF,0.00,75.1,13.00,0.92,3.00,0.0
12.218,1687,38.2,1.300,OFF,0.00,75.1,12.99,0.89,3.00,0.0
12.258,1761,38.2,1.300,OFF,0.00,75.1,13.00,0.93,3.00,0.0
12.298,1754,38.3,1.300,OFF,0.00,75.1,13.02,0.91,3.00,0.0
12.338,1737,38.2,1.300,OFF,0.00,75.1,13.02,0.90,3.00,0.0
12.378,1723,38.2,1.300,OFF,0.00,75.1,13.02,0.90,3.00,0.0
12.418,1743,38.2,1.300,OFF,0.00,75.1,13.01,0.92,3.00,0.0
12.458,1762,38.3,1.300,OFF,0.00,75.1,13.01,0.94,3.00,0.0
12.498,1738,38.2,1.300,OFF,0.00,75.1,13.01,0.86,3.00,0.0
12.538,1526,38.2,1.300,OFF,0.00,75.1,13.02,0.83,3.00,0.0
12.578,1583,38.3,1.300,OFF,0.00,75.1,13.00,0.81,3.00,0.0
12.618,1568,38.3,1.300,OFF,0.00,75.1,13.00,0.81,3.00,0.0
12.658,1624,38.3,1.300,OFF,0.00,75.1,12.99,0.85,3.00,0.0
12.698,1800,38.2,1.300,OFF,0.00,75.1,13.01,0.92,2.99,0.0
12.738,1827,38.2,1.300,OFF,0.00,75.1,13.00,0.96,2.99,0.0
12.778,1770,38.2,1.300,OFF,0.00,75.1,12.99,0.95,3.00,0.0
12.818,1706,38.2,1.300,OFF,0.00,75.1,12.99,0.92,3.00,0.0
12.858,1691,38.2,1.300,OFF,0.00,75.1,13.00,0.90,3.00,0.0
12.898,1730,38.3,1.300,OFF,0.00,75.1,12.99,0.92,3.00,0.0
12.938,1816,38.3,1.300,OFF,0.00,75.1,13.01,0.95,2.99,0.0
12.978,1835,38.3,1.300,OFF,0.00,75.1,12.99,0.96,3.00,0.0
13.018,1681,38.2,1.300,OFF,0.00,75.1,12.99,0.88,3.00,0.0
13.058,1528,38.3,1.300,OFF,0.00,75.1,13.00,0.80,3.00,0.0
13.098,1586,38.3,1.300,OFF,0.00,75.1,13.00,0.84,3.00,0.0
13.138,1688,38.2,1.300,OFF,0.00,75.1,13.01,0.86,3.00,0.0
13.178,1705,38.3,1.300,OFF,0.00,75.1,13.02,0.90,2.99,0.0
13.218,1781,38.2,1.300,OFF,0.00,75.1,13.00,0.94,3.00,0.0
13.258,1779,38.3,1.300,OFF,0.00,75.1,13.03,0.95,3.00,0.0
13.298,1708,38.2,1.300,OFF,0.00,75.1,13.02,0.90,3.00,0.0
13.338,1694,38.2,1.300,OFF,0.00,75.1,13.01,0.89,3.00,0.0
13.378,1739,38.2,1.300,OFF,0.00,75.1,13.02,0.92,3.00,0.0
13.418,1779,38.3,1.300,OFF,0.00,75.1,13.00,0.93,2.99,0.0
13.458,1844,38.2,1.300,OFF,0.00,75.1,13.01,0.96,2.99,0.0
13.498,1797,38.3,1.300,OFF,0.00,75.1,12.99,0.96,3.00,0.0
13.538,1767,38.2,1.300,OFF,0.00,75.1,13.00,0.94,3.00,0.0
13.578,1706,38.2,1.300,OFF,0.00,75.1,12.99,0.91,3.00,0.0
13.618,1696,38.2,1.300,OFF,0.00,75.1,13.00,0.89,3.00,0.0
13.658,1698,38.2,1.300,OFF,0.00,75.1,12.99,0.91,3.00,0.0
13.698,1723,38.3,1.300,OFF,0.00,75.1,13.00,0.89,3.00,0.0
13.738,1805,38.3,1.300,OFF,0.00,75.1,13.02,0.95,3.00,0.0
13.778,1836,38.2,1.300,OFF,0.00,75.1,13.01,0.97,3.00,0.0
13.818,1789,38.3,1.300,OFF,0.00,75.1,13.01,0.96,3.00,0.0
13.858,1782,38.2,1.300,OFF,0.00,75.1,12.99,0.96,3.00,0.0
13.898,1657,38.3,1.300,OFF,0.00,75.1,12.99,0.88,3.00,0.0
13.938,1666,38.2,1.300,OFF,0.00,75.1,13.01,0.88,3.00,0.0
13.978,1662,38.2,1.300,OFF,0.00,75.1,13.01,0.86,3.00,0.0
14.018,1673,38.2,1.300,OFF,0.00,75.1,13.01,0.88,3.00,0.0
14.058,1762,38.2,1.300,OFF,0.00,75.1,13.01,0.93,3.00,0.0
14.098,1822,38.3,1.300,OFF,0.00,75.1,13.01,0.97,3.00,0.0
14.138,1842,38.3,1.300,OFF,0.00,75.1,13.02,0.99,2.99,0.0
14.178,1807,38.2,1.300,OFF,0.00,75.1,12.99,0.93,3.00,0.0
14.218,1695,38.2,1.300,OFF,0.00,75.1,12.99,0.92,3.00,0.0
14.258,1665,38.2,1.300,OFF,0.00,75.1,13.02,0.87,3.00,0.0
14.298,1705,38.2,1.300,OFF,0.00,75.1,13.02,0.90,3.00,0.0
14.338,1800,38.3,1.300,OFF,0.00,75.1,13.01,0.95,3.00,0.0
14.378,1886,38.2,1.300,OFF,0.00,75.1,13.01,0.99,2.99,0.0
14.418,1867,38.2,1.300,OFF,0.00,75.1,13.01,1.00,2.99,0.0
14.458,1751,38.3,1.300,OFF,0.00,75.1,13.01,0.94,3.00,0.0
14.498,1767,38.2,1.300,OFF,0.00,75.1,13.00,0.95,3.00,0.0
14.538,1779,38.2,1.300,OFF,0.00,75.1,13.02,0.95,2.99,0.0
14.578,1751,38.2,1.300,OFF,0.00,75.1,13.01,0.91,3.00,0.0
14.618,1666,38.2,1.300,OFF,0.00,75.1,13.01,0.88,3.00,0.0
14.658,1668,38.2,1.300,OFF,0.00,75.1,13.00,0.85,3.00,0.0
14.698,1669,38.2,1.300,OFF,0.00,75.1,12.99,0.88,2.99,0.0
14.738,1756,38.2,1.300,OFF,0.00,75.1,13.00,0.90,3.00,0.0
14.778,1745,38.2,1.300,OFF,0.00,75.1,13.00,0.93,3.00,0.0
14.818,1734,38.2,1.300,OFF,0.00,75.1,13.02,0.91,3.00,0.0
14.858,1689,38.2,1.300,OFF,0.00,75.1,13.01,0.90,3.00,0.0
14.898,1706,38.2,1.300,OFF,0.00,75.1,13.02,0.89,3.00,0.0
14.938,1713,38.2,1.300,OFF,0.00,75.1,13.02,0.89,3.00,0.0
14.978,1720,38.2,1.300,OFF,0.00,75.1,13.03,0.90,3.00,0.0
15.018,1754,38.3,1.300,OFF,0.00,75.1,13.03,0.93,3.00,0.0
15.058,1811,38.2,1.300,OFF,0.00,75.1,12.99,0.96,3.00,0.0
15.098,1778,38.2,1.300,OFF,0.00,75.1,13.03,0.95,3.00,0.0
15.138,1789,38.3,1.300,OFF,0.00,75.1,13.01,0.95,2.99,0.0
15.178,1761,38.2,1.300,OFF,0.00,75.1,13.00,0.92,2.99,0.0
15.218,1729,38.2,1.300,OFF,0.00,75.1,13.00,0.91,3.00,0.0
15.258,1754,38.2,1.300,OFF,0.00,75.1,13.02,0.94,3.00,0.0
15.298,1770,38.3,1.300,OFF,0.00,75.1,13.03,0.94,3.00,0.0
15.338,1708,38.3,1.300,OFF,0.00,75.1,13.00,0.92,3.00,0.0
15.378,1747,38.2,1.300,OFF,0.00,75.1,13.00,0.92,3.00,0.0
15.418,1689,38.3,1.300,OFF,0.00,75.1,13.00,0.89,3.00,0.0
15.458,1756,38.2,1.300,OFF,0.00,75.1,13.02,0.92,3.00,0.0
15.498,1815,38.3,1.300,OFF,0.00,75.1,13.02,0.96,3.00,0.0
15.538,1820,38.2,1.300,OFF,0.00,75.1,13.02,0.96,3.00,0.0
15.578,1697,38.2,1.300,OFF,0.00,75.1,13.01,0.89,3.00,0.0
15.618,1670,38.2,1.300,OFF,0.00,75.1,12.99,0.90,3.00,0.0
15.658,1735,38.2,1.300,OFF,0.00,75.1,13.02,0.91,3.00,0.0
15.698,1765,38.2,1.300,OFF,0.00,75.1,13.02,0.93,3.00,0.0
15.738,1762,38.2,1.300,OFF,0.00,75.1,13.00,0.94,3.00,0.0
15.778,1778,38.2,1.300,OFF,0.00,75.1,13.02,0.94,3.00,0.0
15.818,1771,38.2,1.300,OFF,0.00,75.1,13.03,0.95,3.00,0.0
15.858,1804,38.2,1.300,OFF,0.00,75.1,13.00,0.94,2.99,0.0
15.898,1733,38.2,1.300,OFF,0.00,75.1,13.02,0.93,2.99,0.0
15.938,1769,38.3,1.300,OFF,0.00,75.1,13.02,0.93,3.00,0.0
15.978,1749,38.2,1.300,OFF,0.00,75.1,13.00,0.94,3.00,0.0
16.018,1731,38.2,1.300,OFF,0.00,75.1,13.02,0.91,3.00,0.0
16.058,1660,38.3,1.300,OFF,0.00,75.1,13.02,0.89,3.00,0.0
16.098,1728,38.2,1.300,OFF,0.00,75.1,13.00,0.92,3.00,0.0
16.138,1780,38.2,1.300,OFF,0.00,75.1,13.04,0.94,3.00,0.0
16.178,1847,38.2,1.300,OFF,0.00,75.1,13.02,0.99,3.00,0.0
16.218,1820,38.2,1.300,OFF,0.00,75.1,13.02,0.99,3.00,0.0
16.258,1772,38.3,1.300,OFF,0.00,75.1,13.00,0.95,3.00,0.0
16.298,1658,38.3,1.300,OFF,0.00,75.1,13.01,0.90,3.00,0.0
16.338,1639,38.3,1.300,OFF,0.00,75.1,13.02,0.86,3.00,0.0
16.378,1712,38.3,1.300,OFF,0.00,75.1,13.03,0.90,3.00,0.0
16.418,1747,38.2,1.300,OFF,0.00,75.1,13.02,0.91,3.00,0.0
16.458,1755,38.2,1.300,OFF,0.00,75.1,13.00,0.94,3.00,0.0
16.498,1728,38.2,1.300,OFF,0.00,75.1,13.01,0.92,3.00,0.0
16.538,1690,38.3,1.300,OFF,0.00,75.1,13.02,0.90,3.00,0.0
16.578,1675,38.3,1.300,OFF,0.00,75.1,13.00,0.89,3.00,0.0
16.618,1731,38.2,1.300,OFF,0.00,75.1,13.01,0.92,3.00,0.0
16.658,1763,38.3,1.300,OFF,0.00,75.1,13.04,0.93,3.00,0.0
16.698,1757,38.3,1.300,OFF,0.00,75.1,13.01,0.94,3.00,0.0
16.738,1743,38.2,1.300,OFF,0.00,75.1,13.00,0.93,3.00,0.0
16.778,1709,38.2,1.300,OFF,0.00,75.1,13.01,0.91,3.00,0.0
16.818,1737,38.2,1.300,OFF,0.00,75.1,13.00,0.92,3.00,0.0
16.858,1736,38.2,1.300,OFF,0.00,75.1,13.02,0.92,3.00,0.0
16.898,1794,38.3,1.300,OFF,0.00,75.1,13.02,0.93,3.00,0.0
16.938,1786,38.2,1.300,OFF,0.00,75.1,13.01,0.95,3.00,0.0
16.978,1757,38.2,1.300,OFF,0.00,75.1,13.02,0.94,3.00,0.0
17.018,1754,38.3,1.300,OFF,0.00,75.1,13.03,0.95,3.00,0.0
17.058,1752,38.2,1.300,OFF,0.00,75.1,13.01,0.93,3.00,0.0
17.098,1740,38.2,1.300,OFF,0.00,75.1,13.00,0.93,3.00,0.0
17.138,1761,38.3,1.300,OFF,0.00,75.1,13.04,0.94,3.00,0.0
17.178,1753,38.3,1.300,OFF,0.00,75.1,13.02,0.94,3.00,0.0
17.218,1749,38.2,1.300,OFF,0.00,75.1,13.01,0.95,3.00,0.0
17.258,1744,38.2,1.300,OFF,0.00,75.1,13.03,0.94,3.00,0.0
17.298,1730,38.2,1.300,OFF,0.00,75.1,13.04,0.94,3.00,0.0
17.338,1712,38.2,1.300,OFF,0.00,75.1,13.03,0.91,3.00,0.0
17.378,1689,38.3,1.300,OFF,0.00,75.1,13.02,0.89,3.00,0.0
17.418,1542,38.3,1.300,OFF,0.00,75.1,13.00,0.79,3.00,0.0
17.458,1589,38.3,1.300,OFF,0.00,75.1,13.01,0.82,3.00,0.0
17.498,1673,38.3,1.300,OFF,0.00,75.1,13.03,0.87,3.00,0.0
17.538,1617,38.3,1.300,OFF,0.00,75.1,13.01,0.84,3.00,0.0
17.578,1525,38.3,1.300,OFF,0.00,75.1,13.03,0.79,3.00,0.0
17.618,1564,38.3,1.300,OFF,0.00,75.1,13.02,0.81,3.00,0.0
17.658,1631,38.3,1.300,OFF,0.00,75.1,13.01,0.85,3.00,0.0
17.698,1674,38.3,1.300,OFF,0.00,75.1,13.02,0.87,3.00,0.0
17.738,1744,38.2,1.300,OFF,0.00,75.1,13.01,0.93,3.00,0.0
17.778,1784,38.2,1.300,OFF,0.00,75.1,13.03,0.93,2.99,0.0
17.818,1796,38.2,1.300,OFF,0.00,75.1,13.01,0.95,2.99,0.0
17.858,1720,38.2,1.300,OFF,0.00,75.1,13.03,0.93,3.00,0.0
17.898,1710,38.2,1.300,OFF,0.00,75.1,13.02,0.90,3.00,0.0
17.938,1656,38.2,1.300,OFF,0.00,75.1,13.01,0.88,3.00,0.0
17.978,1686,38.2,1.300,OFF,0.00,75.1,13.01,0.90,3.00,0.0
18.018,1770,38.2,1.300,OFF,0.00,75.1,13.04,0.95,3.00,0.0
18.058,1812,38.2,1.300,OFF,0.00,75.1,13.01,0.95,3.00,0.0
18.098,1706,38.2,1.300,OFF,0.00,75.1,13.02,0.93,3.00,0.0
18.138,1656,38.2,1.300,OFF,0.00,75.1,13.03,0.87,3.01,0.0
18.178,1695,38.3,1.300,OFF,0.00,75.1,13.03,0.90,3.01,0.0
18.218,1745,38.3,1.300,OFF,0.00,75.1,13.03,0.93,3.00,0.0
18.258,1700,38.2,1.300,OFF,0.00,75.1,13.00,0.91,3.00,0.0
