TIME,RPM,TPS,Sonda_Geral,Distância,Marcha,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Lenta,Consumo_total,Consumo_medio,Consumo_instantâneo,Potência_estimada,Torque_estimado,Distância_total,Autonomia,Eletroventilador_1,Bomba_Combustível,Velocidade_de_referência
146.620,2925,6.7,0.965,371.03,0,77.4,12.88,2.25,3.10,4.2,OFF,1.29,1.7,0.0,16,40,2.3,7.1,ON,ON,0.0
146.660,2946,6.7,0.964,371.03,0,77.4,12.86,2.25,3.11,4.2,OFF,1.29,1.7,0.0,16,40,2.3,7.1,ON,ON,0.0
146.700,2975,6.8,0.963,371.03,0,77.4,12.86,2.28,3.10,4.2,OFF,1.29,1.7,0.0,17,40,2.3,7.1,ON,ON,0.0
146.740,3010,6.9,0.968,371.03,0,77.4,12.87,2.33,3.10,4.2,OFF,1.29,1.7,0.0,17,40,2.3,7.1,ON,ON,0.0
146.780,3096,7.0,0.974,371.03,0,77.4,12.88,2.40,3.10,4.2,OFF,1.29,1.7,0.0,17,40,2.3,7.1,ON,ON,0.0
146.820,3138,7.2,0.987,371.03,0,77.4,12.87,2.44,3.11,4.2,OFF,1.29,1.7,0.0,17,40,2.3,7.1,ON,ON,0.0
146.860,2958,7.3,0.990,371.03,0,77.4,12.87,2.38,3.10,4.2,OFF,1.29,1.7,0.0,17,40,2.3,7.1,ON,ON,0.0
146.900,2862,7.3,0.994,371.03,0,77.4,12.86,2.22,3.11,4.2,OFF,1.29,1.7,0.0,16,40,2.3,7.1,ON,ON,0.0
146.940,2798,7.3,0.994,371.03,0,77.4,12.86,2.13,3.11,4.2,OFF,1.29,1.7,0.0,16,40,2.3,7.1,ON,ON,0.0
146.980,2888,7.6,0.980,371.03,0,77.4,12.87,2.17,3.12,4.2,OFF,1.29,1.7,0.0,16,40,2.3,7.1,ON,ON,0.0
147.020,2890,7.6,0.976,371.03,0,77.4,12.89,2.18,3.13,4.2,OFF,1.29,1.7,0.0,16,40,2.3,7.1,ON,ON,0.0
147.060,2978,7.9,0.986,371.03,0,77.4,12.87,2.27,3.13,4.2,OFF,1.29,1.7,0.0,17,40,2.3,7.1,ON,ON,0.0
147.100,2989,8.1,1.004,371.05,0,77.3,12.88,2.31,3.13,4.2,OFF,1.29,1.7,0.0,17,40,2.3,7.1,ON,ON,1.5
147.140,3077,8.2,1.013,371.07,0,77.3,12.86,2.40,3.12,4.2,OFF,1.29,1.7,0.3,17,41,2.3,7.1,ON,ON,1.7
147.180,2957,8.0,1.029,371.09,0,77.3,12.86,2.31,3.12,4.2,OFF,1.29,1.7,0.3,16,40,2.3,7.1,ON,ON,1.7
147.220,2861,8.2,1.045,371.11,0,77.3,12.86,2.21,3.14,4.2,OFF,1.29,1.7,0.3,16,40,2.3,7.1,ON,ON,1.7
147.260,2835,8.3,1.053,371.13,0,77.4,12.87,2.14,3.14,4.2,OFF,1.29,1.7,0.3,16,40,2.3,7.1,ON,ON,1.7
147.300,2846,8.4,1.052,371.15,0,77.4,12.86,2.16,3.14,4.2,OFF,1.29,1.7,0.3,16,40,2.3,7.1,ON,ON,2.0
147.340,2839,8.6,1.054,371.17,0,77.4,12.86,2.15,3.14,4.2,OFF,1.29,1.7,0.4,16,40,2.3,7.1,ON,ON,2.0
147.380,2910,8.8,1.063,371.19,0,77.4,12.86,2.18,3.15,4.2,OFF,1.29,1.7,0.4,16,40,2.3,7.1,ON,ON,2.0
147.420,2916,8.9,1.076,371.22,0,77.3,12.86,2.23,3.14,4.2,OFF,1.29,1.7,0.4,16,40,2.3,7.1,ON,ON,2.0
147.460,2888,9.1,1.077,371.24,0,77.3,12.85,2.22,3.15,4.2,OFF,1.29,1.7,0.4,16,40,2.3,7.1,ON,ON,2.0
147.500,2809,9.4,1.093,371.26,0,77.3,12.84,2.13,3.15,4.2,OFF,1.29,1.7,0.4,16,40,2.3,7.1,ON,ON,2.1
147.540,2836,10.0,1.104,371.30,0,77.3,12.85,2.16,3.16,4.2,OFF,1.29,1.7,0.5,16,40,2.3,7.1,ON,ON,2.6
147.580,2829,10.2,1.108,371.34,0,77.3,12.85,2.15,3.16,4.2,OFF,1.29,1.7,0.8,16,40,2.3,7.1,ON,ON,4.0
147.620,2875,10.3,1.112,371.39,0,77.4,12.85,2.18,3.17,4.2,OFF,1.29,1.7,0.7,16,41,2.3,7.1,ON,ON,4.0
147.660,2802,10.9,1.129,371.43,0,77.3,12.84,2.13,3.17,4.2,OFF,1.29,1.7,0.7,16,41,2.3,7.1,ON,ON,4.0
147.700,2770,11.2,1.139,371.48,0,77.4,12.86,2.07,3.18,4.2,OFF,1.29,1.7,0.8,16,40,2.3,7.1,ON,ON,4.0
147.740,2802,11.4,1.146,371.53,0,77.4,12.85,2.10,3.17,4.2,OFF,1.29,1.7,0.8,16,40,2.3,7.1,ON,ON,4.4
147.780,2861,11.9,1.152,371.59,0,77.4,12.83,2.12,3.19,4.2,OFF,1.29,1.7,0.8,16,41,2.3,7.1,ON,ON,5.8
147.820,2821,12.6,1.174,371.66,0,77.4,12.84,2.10,3.18,4.2,OFF,1.29,1.7,1.1,16,41,2.3,7.1,ON,ON,6.0
147.860,2795,13.5,1.199,371.73,0,77.4,12.83,2.08,3.19,4.2,OFF,1.29,1.7,1.2,16,41,2.3,7.1,ON,ON,6.0
147.900,2756,14.8,1.226,371.79,0,77.4,12.82,2.12,3.20,4.2,OFF,1.29,1.7,1.1,16,41,2.3,7.1,ON,ON,6.0
147.940,2690,15.4,1.228,371.86,0,77.4,12.85,2.04,3.21,4.2,OFF,1.29,1.7,1.1,16,42,2.3,7.1,ON,ON,6.4
147.980,2808,15.7,1.250,371.95,0,77.4,12.84,2.09,3.22,4.2,OFF,1.29,1.7,1.2,16,42,2.3,7.1,ON,ON,7.7
148.020,2741,17.0,1.268,372.04,0,77.4,12.82,2.03,3.22,4.2,OFF,1.29,1.7,1.5,16,42,2.3,7.1,ON,ON,7.9
148.060,2774,18.5,1.272,372.13,0,77.4,12.84,2.09,3.24,4.2,OFF,1.29,1.7,1.4,17,42,2.3,7.1,ON,ON,8.0
148.100,2723,19.1,1.298,372.24,0,77.4,12.82,2.03,3.24,4.2,OFF,1.29,1.7,1.7,16,43,2.3,7.1,ON,ON,9.1
148.140,2811,19.8,1.300,372.35,0,77.4,12.82,2.10,3.23,4.2,OFF,1.29,1.7,1.8,17,43,2.3,7.1,ON,ON,10.2
148.180,2767,20.1,1.300,372.47,0,77.4,12.83,2.05,3.25,4.2,OFF,1.29,1.7,1.9,16,43,2.3,7.1,ON,ON,10.3
148.220,2867,20.6,1.300,372.60,0,77.4,12.83,2.12,3.25,4.2,OFF,1.29,1.7,2.1,17,43,2.3,7.1,ON,ON,11.4
148.260,2695,20.7,1.300,372.73,0,77.4,12.82,1.99,3.25,4.2,OFF,1.29,1.7,2.1,16,43,2.3,7.1,ON,ON,11.4
148.300,2772,21.9,1.300,372.86,0,77.4,12.82,2.04,3.26,4.2,OFF,1.29,1.7,2.1,16,43,2.3,7.1,ON,ON,12.4
148.340,2758,27.4,1.300,373.00,0,77.4,12.82,2.02,3.25,4.2,OFF,1.29,1.7,2.2,17,45,2.3,7.1,ON,ON,12.5
148.380,2778,32.5,1.300,373.14,0,77.4,12.79,2.06,3.26,4.2,OFF,1.29,1.7,1.3,19,48,2.3,7.1,ON,ON,12.5
148.420,3052,34.6,1.300,373.28,0,77.4,12.79,2.27,3.27,4.2,OFF,1.29,1.7,1.3,21,50,2.3,7.1,ON,ON,12.6
148.460,2922,34.9,1.293,373.42,0,77.4,12.80,2.26,3.27,4.2,OFF,1.29,1.7,1.3,20,50,2.3,7.1,ON,ON,12.8
148.500,2803,35.7,1.153,373.57,0,77.4,12.81,2.12,3.29,4.2,OFF,1.29,1.7,1.6,20,50,2.3,7.1,ON,ON,12.8
148.540,2887,41.6,0.970,373.71,0,77.4,12.79,2.19,3.29,4.2,OFF,1.29,1.7,1.3,21,54,2.3,7.1,ON,ON,12.8
148.580,2993,43.8,0.912,373.85,0,77.4,12.79,2.30,3.30,4.2,OFF,1.29,1.7,1.2,23,55,2.3,7.1,ON,ON,13.0
148.620,2912,44.0,0.931,374.00,0,77.4,12.80,2.24,3.30,4.2,OFF,1.29,1.7,1.3,23,55,2.3,7.1,ON,ON,13.1
148.660,2915,44.1,0.934,374.14,0,77.4,12.81,2.20,3.30,4.2,OFF,1.29,1.7,1.5,23,55,2.3,7.1,ON,ON,13.1
148.700,3118,44.1,0.881,374.29,0,77.4,12.78,2.33,3.30,4.2,OFF,1.29,1.7,1.4,24,55,2.3,7.1,ON,ON,13.3
148.740,3179,43.9,0.854,374.44,0,77.4,12.78,2.50,3.29,4.2,OFF,1.29,1.7,1.5,24,55,2.3,7.1,ON,ON,13.3
148.780,3134,40.6,0.862,374.58,0,77.4,12.78,2.50,3.29,4.2,OFF,1.29,1.7,1.7,24,54,2.3,7.1,ON,ON,12.6
148.820,3151,37.7,0.874,374.72,0,77.4,12.79,2.46,3.29,4.2,OFF,1.29,1.7,1.7,23,52,2.3,7.1,ON,ON,12.6
148.860,3206,37.2,0.880,374.86,0,77.4,12.80,2.51,3.29,4.2,OFF,1.29,1.7,1.7,23,52,2.3,7.1,ON,ON,12.8
148.900,3193,37.3,0.904,375.01,0,77.4,12.77,2.53,3.29,4.2,OFF,1.29,1.7,1.7,24,52,2.3,7.1,ON,ON,13.0
148.940,3178,36.0,0.953,375.15,0,77.4,12.77,2.52,3.27,4.2,OFF,1.29,1.7,1.7,23,52,2.3,7.1,ON,ON,13.1
148.980,3269,32.1,1.013,375.30,0,77.4,12.76,2.58,3.27,4.2,OFF,1.29,1.7,1.8,21,49,2.3,7.1,ON,ON,13.3
149.020,3239,31.7,1.041,375.45,0,77.4,12.79,2.56,3.27,4.2,OFF,1.29,1.7,1.9,23,48,2.3,7.1,ON,ON,13.5
149.060,3260,31.5,1.046,375.60,0,77.4,12.79,2.57,3.26,4.2,OFF,1.29,1.7,1.9,21,48,2.3,7.1,ON,ON,13.6
149.100,3274,29.6,1.063,375.75,0,77.4,12.77,2.59,3.27,4.2,OFF,1.29,1.7,1.9,21,48,2.3,7.1,ON,ON,13.6
149.140,3286,18.3,1.068,375.90,0,77.4,12.79,2.63,3.25,4.1,OFF,1.30,1.7,1.9,20,43,2.3,6.9,ON,ON,13.6
149.180,3224,14.7,1.086,376.05,0,77.4,12.77,2.60,3.22,4.1,OFF,1.30,1.7,2.1,19,42,2.3,6.9,ON,ON,13.5
149.220,3293,13.0,1.091,376.19,0,77.4,12.76,2.60,3.19,4.1,OFF,1.30,1.7,2.0,19,41,2.3,6.9,ON,ON,12.8
149.260,3302,12.2,1.081,376.34,0,77.4,12.77,2.64,3.17,4.1,OFF,1.30,1.7,2.0,19,41,2.3,6.9,ON,ON,12.8
149.300,3289,12.0,1.072,376.48,0,77.4,12.76,2.63,3.15,4.1,OFF,1.30,1.7,2.1,19,41,2.3,6.9,ON,ON,12.9
149.340,3246,12.0,1.052,376.62,0,77.4,12.78,2.60,3.15,4.1,OFF,1.30,1.7,2.1,19,41,2.3,6.9,ON,ON,12.9
149.380,3276,12.0,1.022,376.75,0,77.4,12.77,2.60,3.14,4.1,OFF,1.30,1.7,2.1,19,41,2.3,6.9,ON,ON,12.1
149.420,3317,11.9,1.001,376.89,0,77.4,12.77,2.65,3.14,4.1,OFF,1.30,1.7,1.9,19,41,2.3,6.9,ON,ON,12.0
149.460,3340,11.8,1.000,377.02,0,77.4,12.78,2.67,3.13,4.1,OFF,1.30,1.7,1.9,19,41,2.3,6.9,ON,ON,12.0
149.500,3355,11.8,0.998,377.15,0,77.4,12.76,2.70,3.13,4.1,OFF,1.30,1.7,1.9,19,41,2.3,6.9,ON,ON,12.0
149.540,3304,11.9,0.998,377.29,0,77.4,12.78,2.68,3.12,4.1,OFF,1.30,1.7,1.9,19,41,2.3,6.9,ON,ON,12.0
149.580,3275,11.8,0.999,377.42,0,77.4,12.76,2.63,3.14,4.1,OFF,1.30,1.7,1.9,19,41,2.3,6.9,ON,ON,12.0
149.620,3170,11.6,1.011,377.55,0,77.4,12.75,2.51,3.12,4.1,OFF,1.30,1.7,2.0,19,41,2.3,6.9,ON,ON,12.0
149.660,3276,11.7,1.040,377.67,0,77.4,12.76,2.57,3.13,4.1,OFF,1.30,1.7,2.0,19,41,2.3,6.9,ON,ON,10.6
149.700,3304,11.7,1.032,377.79,0,77.4,12.78,2.65,3.11,4.1,OFF,1.30,1.7,1.7,19,41,2.3,6.9,ON,ON,10.4
149.740,3257,11.7,1.029,377.90,0,77.4,12.78,2.59,3.13,4.1,OFF,1.30,1.7,1.7,19,41,2.3,6.9,ON,ON,10.4
149.780,3288,11.7,1.041,378.00,0,77.4,12.78,2.61,3.12,4.1,OFF,1.30,1.7,1.7,19,41,2.3,6.9,ON,ON,9.3
149.820,3272,11.7,1.043,378.11,0,77.4,12.78,2.65,3.12,4.1,OFF,1.30,1.7,1.5,19,41,2.3,6.9,ON,ON,9.2
149.860,3246,11.6,1.037,378.21,0,77.4,12.78,2.62,3.12,4.1,OFF,1.30,1.7,1.5,19,41,2.3,6.9,ON,ON,9.2
149.900,3218,11.6,1.042,378.31,0,77.4,12.79,2.61,3.13,4.1,OFF,1.30,1.7,1.5,19,41,2.3,6.9,ON,ON,9.2
149.940,3282,11.6,1.035,378.41,0,77.4,12.77,2.62,3.12,4.1,OFF,1.30,1.7,1.5,19,41,2.3,6.9,ON,ON,9.2
149.980,3268,11.6,1.037,378.51,0,77.4,12.79,2.60,3.12,4.1,OFF,1.30,1.7,1.5,19,41,2.3,6.9,ON,ON,9.2
150.020,3322,11.6,1.057,378.61,0,77.4,12.78,2.66,3.12,4.1,OFF,1.30,1.7,1.5,19,41,2.3,6.9,ON,ON,9.1
150.060,3296,11.6,1.078,378.71,0,77.4,12.78,2.63,3.12,4.1,OFF,1.30,1.7,1.4,19,41,2.3,6.9,ON,ON,8.6
150.100,3258,10.9,1.093,378.79,0,77.4,12.78,2.64,3.13,4.1,OFF,1.30,1.7,1.4,19,41,2.3,6.9,ON,ON,7.8
150.140,3195,10.7,1.100,378.88,0,77.4,12.78,2.55,3.12,4.1,OFF,1.30,1.7,1.3,19,41,2.3,6.9,ON,ON,7.7
150.180,3243,10.7,1.099,378.96,0,77.4,12.76,2.57,3.11,4.1,OFF,1.30,1.7,1.3,19,41,2.3,6.9,ON,ON,6.9
150.220,3229,10.5,1.097,379.03,0,77.4,12.78,2.57,3.11,4.1,OFF,1.30,1.7,1.1,19,40,2.3,6.9,ON,ON,6.8
150.260,3274,10.4,1.104,379.11,0,77.4,12.78,2.65,3.10,4.1,OFF,1.30,1.7,1.1,19,40,2.3,6.9,ON,ON,6.8
150.300,3273,10.4,1.114,379.18,0,77.4,12.78,2.63,3.11,4.1,OFF,1.30,1.7,1.1,19,41,2.3,6.9,ON,ON,6.8
150.340,3247,10.3,1.118,379.26,0,77.4,12.79,2.62,3.11,4.1,OFF,1.30,1.7,1.1,19,41,2.3,6.9,ON,ON,6.8
150.380,3227,10.3,1.123,379.32,0,77.4,12.78,2.60,3.11,4.1,OFF,1.30,1.7,1.1,19,41,2.3,6.9,ON,ON,6.6
150.420,3182,10.3,1.114,379.39,0,77.4,12.78,2.55,3.11,4.1,OFF,1.30,1.7,0.9,19,41,2.3,6.9,ON,ON,5.4
150.460,3085,10.3,1.101,379.46,0,77.4,12.80,2.47,3.10,4.1,OFF,1.30,1.7,1.0,17,40,2.3,6.9,ON,ON,6.3
150.500,2992,10.3,1.099,379.55,0,77.4,12.80,2.38,3.12,4.1,OFF,1.30,1.7,1.3,17,40,2.3,6.9,ON,ON,7.6
150.540,2923,10.3,1.120,379.65,0,77.4,12.81,2.29,3.13,4.1,OFF,1.30,1.7,1.6,16,40,2.3,6.9,ON,ON,8.7
150.580,2780,10.3,1.159,379.76,0,77.4,12.80,2.19,3.14,4.1,OFF,1.30,1.7,1.7,16,40,2.3,6.9,ON,ON,9.4
150.620,2771,10.3,1.225,379.88,0,77.4,12.79,2.11,3.16,4.1,OFF,1.30,1.7,2.0,16,40,2.3,6.9,ON,ON,10.6
150.660,2814,10.7,1.281,380.01,0,77.4,12.80,2.11,3.16,4.1,OFF,1.30,1.7,2.2,16,41,2.3,6.9,ON,ON,11.3
150.700,2981,13.9,1.299,380.15,0,77.4,12.79,2.23,3.14,4.1,OFF,1.30,1.7,2.1,16,41,2.3,6.9,ON,ON,12.0
150.740,2906,15.6,1.300,380.30,0,77.4,12.78,2.23,3.15,4.1,OFF,1.30,1.7,1.5,17,42,2.3,6.9,ON,ON,13.1
150.780,3033,16.6,1.300,380.44,0,77.4,12.78,2.28,3.17,4.1,OFF,1.30,1.7,1.6,17,42,2.3,6.9,ON,ON,13.1
150.820,3068,16.9,1.296,380.59,0,77.5,12.78,2.35,3.18,4.1,OFF,1.30,1.7,1.7,19,42,2.3,6.9,ON,ON,13.1
150.860,3096,16.9,1.217,380.74,0,77.5,12.80,2.41,3.19,4.1,OFF,1.30,1.7,1.8,19,42,2.3,6.9,ON,ON,13.2
150.900,3156,17.1,1.148,380.89,0,77.5,12.81,2.47,3.19,4.1,OFF,1.30,1.7,1.9,19,42,2.3,6.9,ON,ON,13.3
150.940,3104,17.2,1.127,381.04,0,77.4,12.81,2.44,3.19,4.1,OFF,1.30,1.7,2.2,19,42,2.3,6.9,ON,ON,13.6
150.980,2837,17.5,1.152,381.19,0,77.4,12.82,2.22,3.21,4.1,OFF,1.30,1.7,2.4,17,42,2.3,6.9,ON,ON,13.7
151.020,2680,19.8,1.224,381.34,0,77.4,12.80,2.04,3.21,4.1,OFF,1.30,1.7,2.5,16,42,2.3,6.9,ON,ON,13.6
151.060,2659,25.3,1.296,381.49,0,77.4,12.82,1.96,3.23,4.1,OFF,1.30,1.7,1.7,16,44,2.3,6.9,ON,ON,13.4
151.100,2589,27.8,1.300,381.63,0,77.4,12.81,1.91,3.25,4.1,OFF,1.30,1.7,1.6,16,46,2.3,6.9,ON,ON,13.2
151.140,2827,28.7,1.300,381.78,0,77.4,12.80,2.06,3.26,4.1,OFF,1.30,1.7,1.7,19,47,2.3,6.9,ON,ON,13.0
151.180,3009,29.0,1.299,381.92,0,77.4,12.82,2.24,3.27,4.1,OFF,1.30,1.7,1.6,19,47,2.3,6.9,ON,ON,13.0
151.220,2911,29.1,1.275,382.07,0,77.4,12.81,2.22,3.27,4.1,OFF,1.30,1.7,1.6,19,47,2.3,6.9,ON,ON,12.8
151.260,2745,29.2,1.230,382.21,0,77.4,12.81,2.10,3.28,4.1,OFF,1.30,1.7,1.8,19,47,2.3,6.9,ON,ON,12.6
151.300,2615,29.4,1.240,382.34,0,77.4,12.83,1.98,3.28,4.1,OFF,1.30,1.7,2.2,17,47,2.3,6.9,ON,ON,12.6
151.340,2566,29.5,1.254,382.48,0,77.4,12.83,1.88,3.29,4.1,OFF,1.30,1.7,2.2,17,47,2.3,6.9,ON,ON,12.4
151.380,2480,29.5,1.284,382.62,0,77.4,12.82,1.82,3.29,4.1,OFF,1.30,1.7,2.3,16,47,2.3,6.9,ON,ON,12.3
151.420,2367,30.0,1.299,382.75,0,77.4,12.85,1.67,3.29,4.1,OFF,1.30,1.7,2.4,16,47,2.3,6.9,ON,ON,12.2
151.460,2265,30.2,1.300,382.89,0,77.4,12.86,1.56,3.30,4.1,OFF,1.30,1.7,2.5,15,47,2.3,6.9,ON,ON,12.0
151.500,2186,30.9,1.300,383.02,0,77.4,12.86,1.49,3.31,4.1,OFF,1.30,1.7,2.6,15,47,2.3,6.9,ON,ON,12.0
151.540,2389,31.4,1.295,383.15,0,77.4,12.85,1.65,3.30,4.1,OFF,1.30,1.7,2.3,16,48,2.3,6.9,ON,ON,11.7
151.580,2487,33.2,1.287,383.27,0,77.4,12.84,1.75,3.29,4.1,OFF,1.30,1.7,2.0,16,48,2.3,6.9,ON,ON,11.4
151.620,2438,43.4,1.300,383.40,0,77.4,12.85,1.72,3.29,4.1,OFF,1.30,1.7,1.5,19,53,2.3,6.9,ON,ON,11.1
151.660,2457,49.0,1.300,383.52,0,77.4,12.84,1.74,3.30,4.1,OFF,1.30,1.7,1.2,19,56,2.3,6.9,ON,ON,10.9
151.700,2820,49.6,1.299,383.64,0,77.4,12.83,1.96,3.29,4.1,OFF,1.30,1.7,1.1,20,56,2.3,6.9,ON,ON,11.0
151.740,3168,50.0,1.287,383.77,0,77.4,12.83,2.30,3.29,4.1,OFF,1.30,1.7,1.0,24,57,2.3,6.9,ON,ON,11.4
151.780,3116,50.5,1.171,383.90,0,77.4,12.84,2.33,3.30,4.1,OFF,1.30,1.7,1.1,25,57,2.3,6.9,ON,ON,11.7
151.820,2826,50.7,1.122,384.03,0,77.4,12.82,2.14,3.30,4.1,OFF,1.30,1.7,1.3,23,57,2.3,6.9,ON,ON,11.7
151.860,2801,50.8,1.145,384.16,0,77.4,12.83,2.12,3.31,4.1,OFF,1.30,1.7,1.7,23,57,2.3,6.9,ON,ON,12.0
151.900,2718,50.9,1.118,384.30,0,77.4,12.81,2.05,3.32,4.1,OFF,1.30,1.7,1.7,21,57,2.3,6.9,ON,ON,12.3
151.940,2626,51.1,0.984,384.44,0,77.4,12.81,1.95,3.31,4.1,OFF,1.30,1.7,1.8,21,57,2.3,6.9,ON,ON,12.5
151.980,2663,51.0,0.943,384.58,0,77.4,12.82,1.93,3.32,4.1,OFF,1.30,1.7,1.9,21,57,2.3,6.9,ON,ON,12.6
152.020,2714,51.2,0.932,384.72,0,77.5,12.82,2.00,3.30,4.1,OFF,1.30,1.7,1.8,21,57,2.3,6.9,ON,ON,12.7
152.060,2711,51.2,0.952,384.86,0,77.4,12.83,2.01,3.32,4.1,OFF,1.30,1.7,1.8,21,57,2.3,6.9,ON,ON,12.7
152.100,2845,51.2,0.992,385.00,0,77.5,12.82,2.09,3.32,4.1,OFF,1.30,1.7,1.8,23,57,2.3,6.9,ON,ON,12.5
152.140,2951,51.3,1.021,385.14,0,77.4,12.83,2.18,3.31,4.1,OFF,1.30,1.7,1.7,23,57,2.3,6.9,ON,ON,12.4
152.180,3044,51.2,1.022,385.28,0,77.4,12.82,2.32,3.31,4.1,OFF,1.30,1.7,1.6,24,57,2.3,6.9,ON,ON,12.6
152.220,2945,51.4,1.015,385.42,0,77.4,12.84,2.30,3.31,4.1,OFF,1.30,1.7,1.6,24,57,2.3,6.9,ON,ON,12.7
152.260,2880,51.3,0.997,385.56,0,77.4,12.84,2.21,3.32,4.1,OFF,1.30,1.7,1.7,23,57,2.3,6.9,ON,ON,12.8
152.300,2974,51.3,0.977,385.71,0,77.4,12.84,2.23,3.31,4.1,OFF,1.30,1.7,1.7,24,57,2.3,6.9,ON,ON,13.0
152.340,3024,51.3,0.972,385.86,0,77.4,12.83,2.29,3.31,4.1,OFF,1.30,1.7,1.7,24,57,2.3,6.9,ON,ON,13.2
152.380,3078,51.3,0.987,386.00,0,77.5,12.84,2.35,3.32,4.1,OFF,1.30,1.7,1.6,24,57,2.3,6.9,ON,ON,13.4
152.420,3104,51.2,1.008,386.16,0,77.5,12.84,2.40,3.31,4.1,OFF,1.30,1.7,1.7,25,57,2.3,6.9,ON,ON,13.6
152.460,3060,49.2,0.997,386.31,0,77.5,12.84,2.37,3.31,4.1,OFF,1.30,1.7,1.7,24,57,2.3,6.9,ON,ON,13.7
152.500,3160,47.3,0.984,386.46,0,77.4,12.84,2.43,3.30,4.1,OFF,1.30,1.7,1.7,24,57,2.3,6.9,ON,ON,13.7
152.540,3169,43.1,0.984,386.61,0,77.4,12.84,2.45,3.30,4.1,OFF,1.30,1.7,1.7,24,55,2.3,6.9,ON,ON,13.8
152.580,3227,40.9,0.981,386.77,0,77.5,12.85,2.51,3.29,4.1,OFF,1.30,1.7,1.8,24,54,2.3,6.9,ON,ON,13.9
152.620,3272,37.9,0.981,386.93,0,77.5,12.85,2.57,3.29,4.1,OFF,1.30,1.7,1.8,24,53,2.3,6.9,ON,ON,14.1
152.660,3286,35.7,0.985,387.09,0,77.5,12.85,2.60,3.28,4.1,OFF,1.30,1.7,1.9,23,51,2.3,6.9,ON,ON,14.3
152.700,3278,35.1,0.995,387.25,0,77.5,12.86,2.58,3.28,4.1,OFF,1.30,1.7,1.9,23,51,2.3,6.9,ON,ON,14.4
152.740,3293,32.4,0.999,387.41,0,77.5,12.86,2.58,3.28,4.1,OFF,1.30,1.7,1.9,23,49,2.3,6.9,ON,ON,14.5
152.780,3320,31.8,0.986,387.57,0,77.5,12.84,2.60,3.27,4.1,OFF,1.30,1.7,2.0,23,48,2.3,6.9,ON,ON,14.7
152.820,3286,31.5,0.989,387.73,0,77.5,12.86,2.62,3.27,4.1,OFF,1.30,1.7,2.0,23,48,2.3,6.9,ON,ON,14.7
152.860,3274,31.4,1.002,387.89,0,77.5,12.85,2.59,3.27,4.1,OFF,1.30,1.7,2.0,23,48,2.3,6.9,ON,ON,14.0
152.900,3348,31.3,1.019,388.04,0,77.5,12.85,2.62,3.27,4.1,OFF,1.30,1.7,1.9,23,48,2.3,6.9,ON,ON,13.9
152.940,3386,30.4,1.035,388.20,0,77.5,12.86,2.68,3.27,4.1,OFF,1.30,1.7,1.9,23,48,2.3,6.9,ON,ON,14.0
152.980,3492,22.1,1.058,388.36,0,77.5,12.86,2.80,3.25,4.1,OFF,1.30,1.7,1.9,21,44,2.3,6.9,ON,ON,14.1
153.020,3355,18.7,1.071,388.52,0,77.5,12.87,2.72,3.23,4.1,OFF,1.30,1.7,2.1,20,43,2.3,6.9,ON,ON,14.2
153.060,3401,17.8,1.081,388.67,0,77.5,12.86,2.74,3.22,4.1,OFF,1.30,1.7,2.1,20,42,2.3,6.9,ON,ON,14.2
153.100,3385,17.7,1.077,388.83,0,77.5,12.85,2.72,3.21,4.1,OFF,1.30,1.7,2.2,20,43,2.3,6.9,ON,ON,14.3
153.140,3407,17.6,1.085,388.99,0,77.5,12.85,2.73,3.21,4.1,OFF,1.30,1.7,2.2,20,43,2.3,6.9,ON,ON,14.3
153.180,3448,17.4,1.097,389.15,0,77.5,12.85,2.77,3.19,4.1,OFF,1.30,1.7,2.1,20,42,2.3,6.9,ON,ON,14.3
153.220,3414,17.4,1.091,389.31,0,77.5,12.86,2.77,3.20,4.1,OFF,1.30,1.7,2.1,20,42,2.3,6.9,ON,ON,14.3
153.260,3407,17.4,1.080,389.47,0,77.5,12.85,2.75,3.19,4.1,OFF,1.30,1.7,2.2,20,42,2.3,6.9,ON,ON,14.3
153.300,3397,17.3,1.078,389.63,0,77.5,12.84,2.75,3.19,4.1,OFF,1.30,1.7,2.2,20,42,2.3,6.9,ON,ON,14.3
153.340,3457,14.7,1.081,389.79,0,77.5,12.85,2.81,3.19,4.1,OFF,1.30,1.7,2.1,20,42,2.3,6.9,ON,ON,14.3
153.380,3457,12.9,1.099,389.94,0,77.5,12.84,2.82,3.17,4.1,OFF,1.30,1.7,2.2,20,41,2.3,6.9,ON,ON,14.3
153.420,3493,12.9,1.125,390.10,0,77.5,12.85,2.84,3.16,4.1,OFF,1.30,1.7,2.2,20,41,2.3,6.9,ON,ON,14.3
153.460,3461,12.6,1.125,390.26,0,77.5,12.85,2.82,3.14,4.1,OFF,1.30,1.7,2.1,20,41,2.3,6.9,ON,ON,14.3
153.500,3382,12.6,1.120,390.42,0,77.5,12.84,2.73,3.14,4.1,OFF,1.30,1.7,2.2,20,41,2.3,6.9,ON,ON,14.3
153.540,3372,12.2,1.083,390.58,0,77.5,12.85,2.71,3.14,4.1,OFF,1.30,1.7,2.2,19,41,2.3,6.9,ON,ON,14.3
153.580,3414,12.1,1.050,390.73,0,77.5,12.85,2.76,3.13,4.1,OFF,1.30,1.7,2.2,20,41,2.3,6.9,ON,ON,13.9
