TIME,RPM,TPS,Sonda_Geral,Distância,Marcha,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Lenta,Consumo_total,Consumo_medio,Consumo_instantâneo,Potência_estimada,Torque_estimado,Distância_total,Autonomia,Eletroventilador_1,Bomba_Combustível,Velocidade_de_referência
0.020,3693,5.1,0.936,0.00,0,77.1,12.63,3.69,3.05,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.1
0.060,3739,5.2,0.924,0.00,0,77.1,12.64,3.67,3.03,4.4,OFF,1.08,1.7,0.0,21,41,1.9,7.4,ON,ON,0.1
0.100,3681,5.2,0.931,0.00,0,77.1,12.64,3.72,3.03,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.1
0.140,3689,5.1,0.943,0.00,0,77.1,12.64,3.73,3.03,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.1
0.180,3674,5.1,0.955,0.00,0,77.1,12.65,3.67,3.03,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
0.220,3623,5.1,0.957,0.00,0,77.1,12.64,3.61,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.260,3632,5.0,0.953,0.00,0,77.2,12.66,3.62,3.02,4.4,OFF,1.08,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
0.300,3630,5.1,0.940,0.00,0,77.2,12.64,3.61,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.340,3601,5.1,0.932,0.00,0,77.2,12.65,3.58,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.380,3593,5.1,0.928,0.00,0,77.1,12.66,3.58,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.420,3641,5.1,0.930,0.00,0,77.1,12.64,3.58,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.460,3588,5.1,0.940,0.00,0,77.1,12.64,3.58,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.500,3635,5.1,0.944,0.00,0,77.1,12.64,3.64,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.540,3634,5.1,0.942,0.00,0,77.1,12.64,3.61,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.580,3582,5.0,0.941,0.00,0,77.2,12.64,3.60,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.620,3635,5.1,0.937,0.00,0,77.2,12.65,3.61,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.660,3580,5.1,0.934,0.00,0,77.2,12.63,3.53,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.700,3578,5.2,0.927,0.00,0,77.1,12.64,3.60,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.740,3625,5.2,0.931,0.00,0,77.1,12.64,3.63,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.780,3602,5.1,0.934,0.00,0,77.1,12.65,3.58,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
0.820,3591,5.1,0.943,0.00,0,77.1,12.64,3.55,3.02,4.4,OFF,1.08,1.7,0.0,20,41,1.9,7.4,ON,ON,0.0
0.860,3661,5.1,0.950,0.00,0,77.1,12.64,3.61,3.02,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
0.900,3675,5.2,0.951,0.00,0,77.1,12.63,3.64,3.02,4.4,OFF,1.08,1.7,0.0,20,41,1.9,7.4,ON,ON,0.0
0.940,3633,5.0,0.951,0.00,0,77.2,12.63,3.67,3.02,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
0.980,3648,5.0,0.948,0.00,0,77.2,12.63,3.63,3.02,4.4,OFF,1.08,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
1.020,3625,5.1,0.941,0.00,0,77.2,12.64,3.56,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.060,3591,5.1,0.938,0.00,0,77.1,12.64,3.59,3.03,4.4,OFF,1.08,1.7,0.0,20,41,1.9,7.4,ON,ON,0.0
1.100,3636,5.1,0.941,0.00,0,77.1,12.64,3.61,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.140,3582,5.2,0.939,0.00,0,77.1,12.64,3.59,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.180,3606,5.1,0.942,0.00,0,77.1,12.63,3.60,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.220,3609,5.0,0.942,0.00,0,77.1,12.64,3.56,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.260,3542,5.1,0.945,0.00,0,77.1,12.64,3.50,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.300,3584,5.1,0.950,0.00,0,77.1,12.62,3.56,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.340,3592,5.0,0.949,0.00,0,77.1,12.63,3.54,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.380,3579,5.1,0.956,0.00,0,77.2,12.63,3.57,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.420,3626,5.1,0.956,0.00,0,77.2,12.64,3.65,3.03,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
1.460,3620,5.2,0.957,0.00,0,77.1,12.62,3.57,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.500,3604,5.1,0.954,0.00,0,77.1,12.64,3.58,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.540,3637,5.2,0.954,0.00,0,77.1,12.63,3.61,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.580,3660,5.1,0.946,0.00,0,77.1,12.63,3.60,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.620,3602,5.1,0.948,0.00,0,77.1,12.62,3.62,3.02,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
1.660,3668,5.1,0.951,0.00,0,77.1,12.63,3.66,3.03,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
1.700,3667,5.1,0.953,0.00,0,77.1,12.62,3.59,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.740,3589,5.0,0.959,0.00,0,77.1,12.63,3.62,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.780,3655,5.1,0.967,0.00,0,77.1,12.62,3.64,3.02,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
1.820,3593,5.1,0.968,0.00,0,77.1,12.64,3.58,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.860,3617,5.2,0.963,0.00,0,77.1,12.64,3.60,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.900,3618,5.1,0.962,0.00,0,77.1,12.64,3.58,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.940,3558,5.1,0.950,0.00,0,77.1,12.63,3.54,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
1.980,3564,5.1,0.951,0.00,0,77.1,12.63,3.54,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.020,3592,5.0,0.946,0.00,0,77.1,12.64,3.54,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.060,3556,5.1,0.947,0.00,0,77.1,12.64,3.53,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.100,3545,5.1,0.952,0.00,0,77.1,12.64,3.57,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.140,3609,5.0,0.954,0.00,0,77.1,12.64,3.54,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.180,3542,5.0,0.964,0.00,0,77.1,12.63,3.53,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.220,3638,5.1,0.967,0.00,0,77.1,12.62,3.61,3.02,4.4,OFF,1.08,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
2.260,3640,5.0,0.966,0.00,0,77.1,12.64,3.58,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.300,3581,5.0,0.956,0.00,0,77.1,12.64,3.57,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.340,3616,5.1,0.953,0.00,0,77.1,12.65,3.58,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.380,3582,5.1,0.949,0.00,0,77.1,12.64,3.52,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.420,3539,5.0,0.954,0.00,0,77.1,12.64,3.51,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.460,3568,5.1,0.956,0.00,0,77.1,12.65,3.55,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.500,3548,5.0,0.958,0.00,0,77.1,12.63,3.48,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.540,3513,5.1,0.959,0.00,0,77.1,12.64,3.50,3.03,4.4,OFF,1.08,1.7,0.0,20,41,1.9,7.4,ON,ON,0.0
2.580,3540,5.1,0.962,0.00,0,77.1,12.65,3.47,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.620,3472,5.1,0.959,0.00,0,77.1,12.64,3.41,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.660,3521,5.2,0.955,0.00,0,77.0,12.64,3.51,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.700,3541,5.1,0.957,0.00,0,77.0,12.64,3.47,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.740,3475,5.1,0.957,0.00,0,77.0,12.64,3.45,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.780,3518,5.1,0.963,0.00,0,77.0,12.66,3.48,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.820,3489,5.1,0.967,0.00,0,77.0,12.65,3.43,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.860,3506,5.1,0.960,0.00,0,77.0,12.65,3.43,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.900,3527,5.1,0.965,0.00,0,77.0,12.64,3.49,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.940,3505,5.1,0.971,0.00,0,77.0,12.64,3.41,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
2.980,3486,5.1,0.969,0.00,0,77.0,12.65,3.46,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.020,3538,5.1,0.969,0.01,0,77.0,12.65,3.46,3.03,4.4,OFF,1.08,1.7,0.0,19,40,1.9,7.4,ON,ON,0.2
3.060,3458,5.1,0.952,0.01,0,77.0,12.66,3.42,3.04,4.4,OFF,1.08,1.7,0.0,19,40,1.9,7.4,ON,ON,0.2
3.100,3518,5.1,0.954,0.01,0,77.0,12.65,3.44,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.140,3544,5.1,0.953,0.01,0,77.0,12.64,3.44,3.04,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.180,3473,5.0,0.961,0.02,0,77.0,12.65,3.38,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.220,3492,4.9,0.960,0.02,0,77.0,12.66,3.45,3.02,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.260,3515,5.0,0.959,0.02,0,77.0,12.66,3.45,3.02,4.4,OFF,1.08,1.7,0.0,19,40,1.9,7.4,ON,ON,0.2
3.300,3449,5.1,0.964,0.02,0,77.0,12.67,3.38,3.02,4.4,OFF,1.08,1.7,0.0,19,40,1.9,7.4,ON,ON,0.2
3.340,3554,5.1,0.964,0.02,0,77.0,12.65,3.47,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.380,3563,5.1,0.958,0.03,0,77.0,12.66,3.43,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.420,3497,5.1,0.956,0.03,0,77.0,12.66,3.43,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.460,3539,5.1,0.954,0.03,0,77.0,12.65,3.49,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.2
3.500,3541,5.1,0.958,0.03,0,76.9,12.66,3.46,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.540,3497,5.1,0.952,0.03,0,76.9,12.68,3.45,3.04,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.580,3520,5.0,0.948,0.03,0,76.9,12.67,3.46,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.620,3528,5.1,0.950,0.03,0,76.9,12.68,3.41,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.660,3510,5.1,0.947,0.03,0,76.9,12.68,3.46,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.700,3504,5.2,0.948,0.03,0,76.9,12.68,3.45,3.04,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.740,3471,5.2,0.945,0.03,0,76.9,12.68,3.39,3.04,4.4,OFF,1.08,1.7,0.0,19,40,1.9,7.4,ON,ON,0.0
3.780,3472,5.1,0.939,0.03,0,76.9,12.69,3.40,3.04,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
3.820,3504,5.0,0.940,0.03,0,76.9,12.66,3.43,3.03,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.1
3.860,3478,5.1,0.946,0.05,0,76.9,12.70,3.34,3.03,4.4,OFF,1.08,1.7,0.0,19,40,1.9,7.4,ON,ON,1.8
3.900,3506,5.2,0.950,0.08,0,76.9,12.69,3.44,3.04,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
3.940,3560,5.2,0.962,0.10,0,76.9,12.69,3.46,3.04,4.4,OFF,1.08,1.7,0.3,19,40,1.9,7.4,ON,ON,2.0
3.980,3492,5.0,0.960,0.12,0,76.9,12.69,3.45,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.020,3547,5.2,0.964,0.14,0,76.9,12.69,3.48,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.060,3578,5.1,0.958,0.17,0,76.9,12.68,3.46,3.04,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.100,3512,5.1,0.959,0.19,0,76.9,12.69,3.47,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.140,3586,5.0,0.958,0.21,0,76.9,12.68,3.53,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.180,3561,5.1,0.965,0.23,0,76.9,12.70,3.48,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.220,3586,5.1,0.972,0.25,0,76.9,12.68,3.56,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.260,3610,5.2,0.973,0.28,0,76.9,12.68,3.57,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.300,3575,5.1,0.970,0.30,0,76.8,12.69,3.52,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,2.0
4.340,3608,6.1,0.962,0.31,0,76.9,12.69,3.61,3.03,4.4,OFF,1.08,1.7,0.3,20,40,1.9,7.4,ON,ON,1.8
4.380,3658,8.9,0.961,0.31,0,76.8,12.70,3.62,3.04,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.1
4.420,3667,10.0,0.948,0.31,0,76.8,12.69,3.60,3.06,4.4,OFF,1.08,1.7,0.0,20,40,1.9,7.4,ON,ON,0.0
4.460,3671,10.2,0.948,0.31,0,76.8,12.69,3.67,3.07,4.4,OFF,1.08,1.7,0.0,21,40,1.9,7.4,ON,ON,0.0
4.500,3767,10.5,0.942,0.31,0,76.8,12.69,3.76,3.09,4.4,OFF,1.08,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
4.540,3824,10.8,0.944,0.31,0,76.8,12.70,3.84,3.09,4.4,OFF,1.08,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
4.580,3853,10.8,0.959,0.31,0,76.8,12.70,3.86,3.10,4.4,OFF,1.08,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
4.620,3910,10.9,0.975,0.31,0,76.8,12.71,3.94,3.10,4.4,OFF,1.08,1.7,0.0,23,41,1.9,7.4,ON,ON,0.0
4.660,3979,11.0,0.995,0.31,0,76.8,12.72,4.05,3.10,4.4,OFF,1.08,1.7,0.0,23,41,1.9,7.4,ON,ON,0.0
4.700,3980,11.0,1.032,0.31,0,76.8,12.71,4.03,3.10,4.4,OFF,1.08,1.7,0.0,23,41,1.9,7.4,ON,ON,0.0
4.740,4094,11.0,1.047,0.31,0,76.8,12.71,4.13,3.09,4.4,OFF,1.08,1.7,0.0,23,41,1.9,7.4,ON,ON,0.0
4.780,4237,11.1,1.051,0.31,0,76.8,12.72,4.37,3.09,4.4,OFF,1.08,1.7,0.0,24,41,1.9,7.4,ON,ON,0.0
4.820,4366,11.0,1.055,0.31,0,76.8,12.72,4.50,3.08,4.4,OFF,1.08,1.7,0.0,25,41,1.9,7.4,ON,ON,0.0
4.860,4526,11.1,1.061,0.31,0,76.8,12.74,4.66,3.06,4.4,OFF,1.08,1.7,0.0,25,41,1.9,7.4,ON,ON,0.0
4.900,4723,11.2,1.092,0.31,0,76.8,12.72,4.82,3.04,4.4,OFF,1.08,1.7,0.0,27,41,1.9,7.4,ON,ON,0.0
4.940,4899,11.1,1.112,0.31,0,76.8,12.71,5.02,3.01,4.4,OFF,1.08,1.7,0.0,28,41,1.9,7.4,ON,ON,0.0
4.980,5067,11.2,1.085,0.31,0,76.7,12.72,5.10,2.99,4.4,OFF,1.08,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.020,5217,11.2,1.054,0.31,0,76.7,12.72,5.14,2.97,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.060,5262,11.2,1.019,0.31,0,76.7,12.72,5.15,2.95,4.4,OFF,1.09,1.7,0.0,31,41,1.9,7.4,ON,ON,0.0
5.100,5239,11.2,0.981,0.31,0,76.7,12.73,5.16,2.95,4.4,OFF,1.09,1.7,0.0,31,41,1.9,7.4,ON,ON,0.0
5.140,5172,11.2,0.936,0.31,0,76.7,12.73,5.10,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.180,5145,11.2,0.900,0.31,0,76.7,12.72,5.12,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.220,5108,11.2,0.873,0.31,0,76.7,12.73,5.12,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.260,5103,11.2,0.867,0.31,0,76.7,12.74,5.12,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.300,5079,11.2,0.868,0.31,0,76.7,12.74,5.14,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.340,5066,11.2,0.866,0.31,0,76.7,12.74,5.12,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.380,5045,11.2,0.871,0.31,0,76.7,12.74,5.11,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.420,5022,11.2,0.878,0.31,0,76.7,12.74,5.09,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.460,5029,11.2,0.879,0.31,0,76.7,12.73,5.06,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.500,5035,11.2,0.876,0.31,0,76.7,12.74,5.06,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.540,5029,11.2,0.875,0.31,0,76.7,12.73,5.06,2.95,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.580,5029,11.2,0.880,0.31,0,76.7,12.73,5.09,2.94,4.4,OFF,1.09,1.7,0.0,30,41,1.9,7.4,ON,ON,0.0
5.620,4955,11.1,0.890,0.31,0,76.6,12.74,5.06,2.95,4.4,OFF,1.09,1.7,0.0,28,41,1.9,7.4,ON,ON,0.0
5.660,4876,11.2,0.896,0.31,0,76.6,12.72,5.04,2.95,4.4,OFF,1.09,1.7,0.0,28,41,1.9,7.4,ON,ON,0.0
5.700,4747,11.2,0.896,0.31,0,76.6,12.72,4.98,2.96,4.4,OFF,1.09,1.7,0.0,27,41,1.9,7.4,ON,ON,0.0
5.740,4628,11.2,0.894,0.31,0,76.6,12.74,4.84,2.97,4.4,OFF,1.09,1.7,0.0,27,41,1.9,7.4,ON,ON,0.0
5.780,4475,11.1,0.897,0.31,0,76.6,12.75,4.73,2.98,4.4,OFF,1.09,1.7,0.0,25,41,1.9,7.4,ON,ON,0.0
5.820,4326,11.2,0.904,0.31,0,76.6,12.74,4.59,3.00,4.4,OFF,1.09,1.7,0.0,25,41,1.9,7.4,ON,ON,0.0
5.860,4145,11.2,0.903,0.31,0,76.6,12.74,4.31,3.02,4.4,OFF,1.09,1.7,0.0,24,41,1.9,7.4,ON,ON,0.0
5.900,3974,11.1,0.906,0.31,0,76.6,12.74,4.12,3.05,4.4,OFF,1.09,1.7,0.0,23,41,1.9,7.4,ON,ON,0.0
5.940,3792,11.2,0.916,0.31,0,76.6,12.74,3.86,3.07,4.4,OFF,1.09,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
5.980,3642,11.1,0.925,0.31,0,76.6,12.72,3.60,3.09,4.4,OFF,1.09,1.7,0.0,21,41,1.9,7.4,ON,ON,0.0
6.020,3434,11.2,0.942,0.31,0,76.6,12.74,3.33,3.10,4.4,OFF,1.09,1.7,0.0,20,41,1.9,7.4,ON,ON,0.0
6.060,3318,11.2,0.954,0.31,0,76.6,12.73,3.18,3.11,4.4,OFF,1.09,1.7,0.0,19,41,1.9,7.4,ON,ON,0.0
6.100,3217,11.1,0.969,0.31,0,76.6,12.74,3.06,3.13,4.4,OFF,1.09,1.7,0.0,19,41,1.9,7.4,ON,ON,0.0
6.140,3120,11.3,0.985,0.31,0,76.6,12.72,2.91,3.14,4.4,OFF,1.09,1.7,0.0,19,41,1.9,7.4,ON,ON,0.1
6.180,3081,11.2,1.016,0.33,0,76.5,12.72,2.83,3.15,4.4,OFF,1.09,1.7,0.0,17,41,1.9,7.4,ON,ON,1.6
6.220,2943,11.3,1.056,0.37,0,76.5,12.74,2.67,3.18,4.4,OFF,1.09,1.7,0.3,17,41,1.9,7.4,ON,ON,3.2
6.260,2721,11.2,1.088,0.42,0,76.5,12.73,2.40,3.20,4.4,OFF,1.09,1.7,0.6,15,40,1.9,7.4,ON,ON,4.8
6.300,2534,11.1,1.114,0.48,0,76.5,12.73,2.20,3.21,4.4,OFF,1.09,1.7,1.0,15,40,1.9,7.4,ON,ON,5.0
6.340,2385,11.3,1.141,0.54,0,76.5,12.74,1.97,3.23,4.4,OFF,1.09,1.7,1.1,13,40,1.9,7.4,ON,ON,5.1
6.380,2279,11.3,1.164,0.60,0,76.5,12.73,1.82,3.24,4.4,OFF,1.09,1.7,1.3,13,40,1.9,7.4,ON,ON,5.7
6.420,2011,11.2,1.177,0.68,0,76.5,12.75,1.57,3.26,4.4,OFF,1.09,1.7,1.5,12,40,1.9,7.4,ON,ON,6.8
6.460,1931,11.3,1.203,0.76,0,76.5,12.76,1.42,3.28,4.4,OFF,1.09,1.7,1.9,11,40,1.9,7.4,ON,ON,7.0
6.500,1804,11.3,1.244,0.85,0,76.5,12.73,1.29,3.29,4.4,OFF,1.09,1.7,2.2,11,41,1.9,7.4,ON,ON,8.0
6.540,1636,11.3,1.268,0.94,0,76.5,12.74,1.13,3.30,4.4,OFF,1.09,1.7,2.5,9,41,1.9,7.4,ON,ON,8.1
6.580,1559,11.4,1.292,1.04,0,76.5,12.74,1.09,3.32,4.4,OFF,1.09,1.7,3.0,9,40,1.9,7.4,ON,ON,8.9
6.620,1421,15.2,1.300,1.15,0,76.5,12.75,0.93,3.33,4.4,OFF,1.09,1.7,2.9,8,41,1.9,7.4,ON,ON,9.0
6.660,1372,24.2,1.300,1.25,0,76.5,12.67,0.73,3.33,4.4,OFF,1.09,1.7,1.6,8,43,1.9,7.4,ON,ON,9.7
6.700,1139,26.9,1.300,1.36,0,76.5,12.68,0.71,3.36,4.4,OFF,1.09,1.7,1.8,7,45,1.9,7.4,ON,ON,9.7
6.740,1136,27.3,1.300,1.46,0,76.5,12.68,0.67,3.35,4.4,OFF,1.09,1.7,2.1,7,45,1.9,7.4,ON,ON,8.7
6.780,1374,27.2,1.300,1.55,0,76.4,12.77,0.94,3.35,4.4,OFF,1.09,1.7,2.0,7,45,1.9,7.4,ON,ON,8.6
6.820,1768,27.3,1.300,1.64,0,76.5,12.72,1.27,3.34,4.4,OFF,1.09,1.7,1.7,12,45,1.9,7.4,ON,ON,7.9
6.860,1838,27.3,1.300,1.72,0,76.5,12.72,1.37,3.34,4.4,OFF,1.09,1.7,1.3,12,46,1.9,7.4,ON,ON,7.7
6.900,2066,27.4,1.299,1.80,0,76.4,12.71,1.70,3.34,4.4,OFF,1.09,1.7,1.1,13,46,1.9,7.4,ON,ON,7.3
6.940,2237,27.5,1.278,1.89,0,76.4,12.72,1.76,3.34,4.4,OFF,1.09,1.7,1.1,15,46,1.9,7.4,ON,ON,7.8
6.980,2304,27.4,1.178,1.98,0,76.4,12.72,1.82,3.34,4.4,OFF,1.09,1.7,1.3,15,46,1.9,7.4,ON,ON,8.0
