TIME,RPM,TPS,MAP,Sonda_Geral,2-step,Distância,Marcha,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Lenta,Consumo_medio,Potência_estimada,Torque_estimado,Velocidade_de_tração,Velocidade_de_referência
32.413,2628,1.9,-0.08,1.082,OFF,0.00,0,78.5,13.00,1.55,2.82,0.0,OFF,1.6,15,38,0.0,0.0
32.453,2645,1.8,-0.08,1.102,OFF,0.00,0,78.5,13.01,1.56,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.493,2660,1.9,-0.08,1.106,OFF,0.00,0,78.5,13.01,1.57,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.533,2693,1.7,-0.08,1.128,OFF,0.00,0,78.5,13.00,1.57,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.573,2777,1.8,-0.08,1.121,OFF,0.00,0,78.5,13.00,1.65,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.613,2724,1.8,-0.07,1.127,OFF,0.00,0,78.5,12.99,1.61,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.653,2767,1.7,-0.07,1.112,OFF,0.00,0,78.5,12.99,1.66,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.693,2727,1.7,-0.08,1.118,OFF,0.00,0,78.5,13.00,1.66,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.733,2777,1.8,-0.07,1.095,OFF,0.00,0,78.5,13.01,1.69,2.80,0.0,OFF,1.6,15,38,0.0,0.0
32.773,2736,1.9,-0.07,1.090,OFF,0.00,0,78.5,12.99,1.67,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.813,2797,1.7,-0.08,1.071,OFF,0.00,0,78.6,12.98,1.67,2.80,0.0,OFF,1.6,15,38,0.0,0.0
32.853,2782,1.9,-0.08,1.076,OFF,0.00,0,78.6,13.01,1.69,2.80,0.0,OFF,1.6,15,38,0.0,0.0
32.893,2783,1.8,-0.07,1.069,OFF,0.00,0,78.6,12.99,1.69,2.80,0.0,OFF,1.6,15,38,0.0,0.0
32.933,2764,1.8,-0.07,1.062,OFF,0.00,0,78.6,12.98,1.67,2.81,0.0,OFF,1.6,15,38,0.0,0.0
32.973,2737,1.8,-0.07,1.052,OFF,0.00,0,78.6,12.99,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
33.013,2710,1.9,-0.08,1.050,OFF,0.00,0,78.6,12.98,1.61,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.053,2691,1.8,-0.07,1.043,OFF,0.00,0,78.6,12.98,1.59,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.093,2696,1.8,-0.08,1.043,OFF,0.00,0,78.6,12.99,1.61,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.133,2674,1.7,-0.07,1.050,OFF,0.00,0,78.6,12.98,1.58,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.173,2702,1.8,-0.08,1.048,OFF,0.00,0,78.6,12.97,1.60,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.213,2689,1.7,-0.08,1.052,OFF,0.00,0,78.6,12.96,1.60,2.80,0.0,OFF,1.6,15,38,0.0,0.0
33.253,2667,1.9,-0.07,1.051,OFF,0.00,0,78.6,12.98,1.57,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.293,2659,1.7,-0.07,1.055,OFF,0.00,0,78.6,12.98,1.55,2.80,0.0,OFF,1.6,13,37,0.0,0.0
33.333,2677,1.9,-0.08,1.065,OFF,0.00,0,78.6,12.96,1.57,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.373,2634,1.7,-0.08,1.084,OFF,0.00,0,78.6,12.98,1.54,2.81,0.0,OFF,1.6,13,38,0.0,0.0
33.413,2680,1.9,-0.08,1.083,OFF,0.00,0,78.6,12.97,1.60,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.453,2644,1.7,-0.07,1.099,OFF,0.00,0,78.6,12.96,1.54,2.81,0.0,OFF,1.6,13,38,0.0,0.0
33.493,2688,1.8,-0.08,1.100,OFF,0.00,0,78.6,12.96,1.62,2.82,0.0,OFF,1.6,15,38,0.0,0.0
33.533,2670,1.8,-0.08,1.104,OFF,0.00,0,78.6,12.97,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
33.573,2714,1.8,-0.08,1.092,OFF,0.00,0,78.6,12.97,1.62,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.613,2704,1.8,-0.07,1.099,OFF,0.00,0,78.6,12.98,1.61,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.653,2715,1.8,-0.07,1.106,OFF,0.00,0,78.7,12.97,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
33.693,2713,1.7,-0.08,1.106,OFF,0.00,0,78.6,12.97,1.61,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.733,2738,1.7,-0.08,1.108,OFF,0.00,0,78.7,12.95,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
33.773,2725,1.8,-0.07,1.091,OFF,0.00,0,78.7,12.97,1.64,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.813,2708,1.8,-0.08,1.100,OFF,0.00,0,78.7,12.95,1.61,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.853,2725,1.9,-0.08,1.092,OFF,0.00,0,78.7,12.95,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
33.893,2717,1.7,-0.07,1.092,OFF,0.00,0,78.7,12.96,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
33.933,2692,1.8,-0.07,1.091,OFF,0.00,0,78.7,12.96,1.57,2.81,0.0,OFF,1.6,15,38,0.0,0.0
33.973,2689,1.8,-0.08,1.092,OFF,0.00,0,78.7,12.95,1.57,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.013,2706,1.8,-0.07,1.080,OFF,0.00,0,78.7,12.96,1.60,2.81,0.0,OFF,1.6,15,38,0.0,0.0
34.053,2672,1.8,-0.07,1.070,OFF,0.00,0,78.7,12.96,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.093,2760,1.7,-0.07,1.069,OFF,0.00,0,78.7,12.95,1.68,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.133,2717,1.8,-0.07,1.086,OFF,0.00,0,78.7,12.95,1.62,2.81,0.0,OFF,1.6,15,38,0.0,0.0
34.173,2764,1.9,-0.08,1.084,OFF,0.00,0,78.7,12.94,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.213,2664,1.7,-0.07,1.093,OFF,0.00,0,78.7,12.95,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.253,2719,1.8,-0.07,1.092,OFF,0.00,0,78.7,12.96,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.293,2693,1.9,-0.07,1.100,OFF,0.00,0,78.7,12.95,1.58,2.81,0.0,OFF,1.6,15,38,0.0,0.0
34.333,2778,1.8,-0.07,1.084,OFF,0.00,0,78.7,12.94,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.373,2763,1.9,-0.07,1.090,OFF,0.00,0,78.7,12.94,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.413,2822,1.8,-0.07,1.093,OFF,0.00,0,78.7,12.94,1.73,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.453,2789,1.8,-0.07,1.103,OFF,0.00,0,78.7,12.96,1.68,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.493,2857,1.9,-0.07,1.110,OFF,0.00,0,78.7,12.95,1.75,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.533,2811,1.7,-0.07,1.096,OFF,0.00,0,78.7,12.94,1.70,2.79,0.0,OFF,1.6,15,38,0.0,0.0
34.573,2875,1.9,-0.07,1.087,OFF,0.00,0,78.7,12.95,1.78,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.613,2853,1.7,-0.07,1.079,OFF,0.00,0,78.7,12.95,1.75,2.79,0.0,OFF,1.6,15,38,0.0,0.0
34.653,2875,1.8,-0.07,1.054,OFF,0.00,0,78.7,12.95,1.77,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.693,2836,1.8,-0.07,1.046,OFF,0.00,0,78.7,12.96,1.72,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.733,2865,1.8,-0.07,1.041,OFF,0.00,0,78.7,12.95,1.75,2.79,0.0,OFF,1.6,15,38,0.0,0.0
34.773,2834,1.9,-0.08,1.040,OFF,0.00,0,78.7,12.96,1.72,2.79,0.0,OFF,1.6,15,38,0.0,0.0
34.813,2808,1.8,-0.08,1.040,OFF,0.00,0,78.7,12.94,1.68,2.79,0.0,OFF,1.6,15,38,0.0,0.0
34.853,2758,1.8,-0.07,1.034,OFF,0.00,0,78.8,12.95,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
34.893,2809,1.8,-0.08,1.039,OFF,0.00,0,78.8,12.95,1.66,2.79,0.0,OFF,1.6,15,38,0.0,0.0
34.933,2762,1.8,-0.08,1.049,OFF,0.00,0,78.8,12.96,1.65,2.79,0.0,OFF,1.6,15,38,0.0,0.0
34.973,2854,1.9,-0.07,1.039,OFF,0.00,0,78.8,12.95,1.73,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.013,2815,1.8,-0.07,1.046,OFF,0.00,0,78.8,12.96,1.69,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.053,2828,1.9,-0.07,1.044,OFF,0.00,0,78.8,12.95,1.71,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.093,2754,1.9,-0.07,1.053,OFF,0.00,0,78.8,12.95,1.67,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.133,2815,1.8,-0.07,1.044,OFF,0.00,0,78.8,12.96,1.74,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.173,2771,1.8,-0.08,1.058,OFF,0.00,0,78.8,12.96,1.67,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.213,2777,1.8,-0.08,1.047,OFF,0.00,0,78.8,12.95,1.71,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.253,2748,1.8,-0.07,1.045,OFF,0.00,0,78.8,12.95,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.293,2726,1.8,-0.07,1.045,OFF,0.00,0,78.8,12.96,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.333,2708,1.8,-0.07,1.046,OFF,0.00,0,78.8,12.96,1.60,2.79,0.0,OFF,1.6,15,38,0.0,0.0
35.373,2688,1.8,-0.08,1.042,OFF,0.00,0,78.8,12.95,1.57,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.413,2697,1.9,-0.07,1.041,OFF,0.00,0,78.8,12.96,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.453,2671,1.8,-0.08,1.045,OFF,0.00,0,78.8,12.95,1.56,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.493,2678,1.9,-0.08,1.044,OFF,0.00,0,78.8,12.96,1.57,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.533,2651,1.8,-0.08,1.057,OFF,0.00,0,78.8,12.95,1.57,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.573,2700,1.8,-0.08,1.053,OFF,0.00,0,78.8,12.95,1.61,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.613,2685,1.7,-0.08,1.062,OFF,0.00,0,78.8,12.96,1.58,2.79,0.0,OFF,1.6,15,38,0.0,0.0
35.653,2702,1.7,-0.07,1.058,OFF,0.00,0,78.8,12.95,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.693,2660,1.7,-0.08,1.068,OFF,0.00,0,78.8,12.96,1.55,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.733,2669,1.7,-0.08,1.085,OFF,0.00,0,78.8,12.96,1.56,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.773,2620,1.7,-0.08,1.112,OFF,0.00,0,78.8,12.96,1.52,2.80,0.0,OFF,1.6,13,38,0.0,0.0
35.813,2690,1.8,-0.08,1.111,OFF,0.00,0,78.8,12.96,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.853,2660,1.8,-0.08,1.129,OFF,0.00,0,78.8,12.96,1.60,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.893,2721,1.7,-0.08,1.099,OFF,0.00,0,78.8,12.97,1.65,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.933,2668,1.8,-0.07,1.090,OFF,0.00,0,78.8,12.96,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
35.973,2664,1.7,-0.07,1.088,OFF,0.00,0,78.8,12.97,1.58,2.80,0.0,OFF,1.6,13,38,0.0,0.0
36.013,2659,1.7,-0.08,1.094,OFF,0.00,0,78.9,12.97,1.54,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.053,2654,1.7,-0.08,1.090,OFF,0.00,0,78.9,12.97,1.56,2.80,0.0,OFF,1.6,13,38,0.0,0.0
36.093,2657,1.8,-0.08,1.087,OFF,0.00,0,78.9,12.97,1.56,2.81,0.0,OFF,1.6,14,38,0.0,0.0
36.133,2658,1.8,-0.08,1.077,OFF,0.00,0,78.9,12.97,1.56,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.173,2661,1.7,-0.07,1.083,OFF,0.00,0,78.9,12.98,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.213,2646,1.8,-0.08,1.085,OFF,0.00,0,78.9,12.98,1.54,2.81,0.0,OFF,1.6,13,38,0.0,0.0
36.253,2665,1.8,-0.07,1.091,OFF,0.00,0,78.9,12.98,1.56,2.80,0.0,OFF,1.6,14,38,0.0,0.0
36.293,2684,1.8,-0.08,1.091,OFF,0.00,0,78.9,12.98,1.58,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.333,2752,1.7,-0.07,1.094,OFF,0.00,0,78.9,12.97,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.373,2737,1.8,-0.07,1.103,OFF,0.00,0,78.9,12.99,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.413,2702,1.7,-0.07,1.115,OFF,0.00,0,78.9,12.99,1.60,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.453,2733,1.8,-0.07,1.126,OFF,0.00,0,78.9,12.99,1.65,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.493,2712,1.7,-0.07,1.130,OFF,0.00,0,78.9,12.99,1.64,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.533,2795,1.9,-0.08,1.120,OFF,0.00,0,78.9,12.98,1.70,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.573,2781,1.8,-0.07,1.116,OFF,0.00,0,78.9,12.97,1.69,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.613,2788,1.8,-0.07,1.101,OFF,0.00,0,78.9,12.99,1.68,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.653,2773,1.9,-0.07,1.097,OFF,0.00,0,78.9,12.98,1.67,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.693,2774,1.8,-0.07,1.083,OFF,0.00,0,78.9,12.97,1.67,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.733,2788,1.8,-0.07,1.075,OFF,0.00,0,78.9,13.00,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.773,2793,1.9,-0.07,1.071,OFF,0.00,0,78.9,12.99,1.67,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.813,2815,1.7,-0.07,1.078,OFF,0.00,0,78.9,12.98,1.68,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.853,2770,1.9,-0.08,1.084,OFF,0.00,0,78.9,12.99,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.893,2829,1.8,-0.07,1.084,OFF,0.00,0,78.9,12.99,1.70,2.80,0.0,OFF,1.6,15,38,0.0,0.0
36.933,2789,1.8,-0.07,1.094,OFF,0.00,0,79.0,13.00,1.69,2.81,0.0,OFF,1.6,15,38,0.0,0.0
36.973,2782,1.8,-0.08,1.079,OFF,0.00,0,78.9,13.00,1.69,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.013,2713,1.8,-0.08,1.064,OFF,0.00,0,79.0,12.98,1.61,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.053,2724,1.8,-0.07,1.063,OFF,0.00,0,79.0,12.98,1.64,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.093,2686,1.7,-0.07,1.054,OFF,0.00,0,79.0,13.00,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.133,2705,1.7,-0.07,1.046,OFF,0.00,0,79.0,13.01,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.173,2658,1.8,-0.07,1.059,OFF,0.00,0,79.0,13.00,1.52,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.213,2687,1.7,-0.08,1.058,OFF,0.00,0,79.0,13.01,1.59,2.80,0.0,OFF,1.6,14,38,0.0,0.0
37.253,2664,1.7,-0.07,1.068,OFF,0.00,0,79.0,13.01,1.57,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.293,2676,1.8,-0.07,1.064,OFF,0.00,0,79.0,13.02,1.62,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.333,2671,1.7,-0.07,1.070,OFF,0.00,0,79.0,13.02,1.61,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.373,2665,1.8,-0.08,1.079,OFF,0.00,0,79.0,13.02,1.63,2.81,0.0,OFF,1.6,14,38,0.0,0.0
37.413,2664,1.7,-0.07,1.078,OFF,0.00,0,79.0,13.02,1.58,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.453,2621,1.7,-0.07,1.097,OFF,0.00,0,79.0,13.01,1.52,2.80,0.0,OFF,1.6,13,38,0.0,0.0
37.493,2657,1.7,-0.07,1.089,OFF,0.00,0,79.0,13.02,1.54,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.533,2636,1.8,-0.08,1.089,OFF,0.00,0,79.0,13.01,1.51,2.80,0.0,OFF,1.6,14,38,0.0,0.0
37.573,2690,1.7,-0.07,1.080,OFF,0.00,0,79.0,13.02,1.60,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.613,2654,1.8,-0.07,1.094,OFF,0.00,0,79.0,13.02,1.58,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.653,2687,1.8,-0.07,1.104,OFF,0.00,0,79.0,13.03,1.61,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.693,2659,1.8,-0.07,1.095,OFF,0.00,0,79.0,13.03,1.57,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.733,2704,1.7,-0.07,1.100,OFF,0.00,0,79.0,13.04,1.60,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.773,2678,1.8,-0.08,1.096,OFF,0.00,0,79.0,13.03,1.55,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.813,2706,1.8,-0.07,1.085,OFF,0.00,0,79.0,13.04,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.853,2691,1.8,-0.07,1.085,OFF,0.00,0,79.0,13.04,1.55,2.81,0.0,OFF,1.6,15,38,0.0,0.0
37.893,2723,1.8,-0.08,1.079,OFF,0.00,0,79.0,13.06,1.61,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.933,2696,1.7,-0.08,1.098,OFF,0.00,0,79.0,13.06,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
37.973,2730,1.8,-0.08,1.100,OFF,0.00,0,79.0,13.05,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.013,2725,1.8,-0.08,1.106,OFF,0.00,0,79.0,13.04,1.65,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.053,2748,1.8,-0.08,1.096,OFF,0.00,0,79.1,13.04,1.71,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.093,2761,1.7,-0.07,1.084,OFF,0.00,0,79.0,13.05,1.66,2.81,0.0,OFF,1.6,15,38,0.0,0.0
38.133,2734,1.8,-0.08,1.082,OFF,0.00,0,79.0,13.05,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.173,2740,1.8,-0.08,1.078,OFF,0.00,0,79.1,13.04,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.213,2723,1.8,-0.08,1.086,OFF,0.00,0,79.1,13.03,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.253,2691,1.8,-0.08,1.078,OFF,0.00,0,79.1,13.02,1.57,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.293,2690,1.8,-0.08,1.080,OFF,0.00,0,79.1,13.02,1.59,2.81,0.0,OFF,1.6,15,38,0.0,0.0
38.333,2653,1.8,-0.07,1.076,OFF,0.00,0,79.1,13.02,1.56,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.373,2660,1.8,-0.08,1.064,OFF,0.00,0,79.1,13.02,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.413,2632,1.8,-0.08,1.059,OFF,0.00,0,79.1,13.02,1.55,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.453,2680,1.8,-0.08,1.056,OFF,0.00,0,79.1,13.02,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.493,2667,1.8,-0.07,1.062,OFF,0.00,0,79.1,13.01,1.55,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.533,2684,1.8,-0.08,1.085,OFF,0.00,0,79.1,13.01,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.573,2697,1.7,-0.08,1.085,OFF,0.00,0,79.1,13.01,1.59,2.81,0.0,OFF,1.6,15,38,0.0,0.0
38.613,2706,1.7,-0.08,1.105,OFF,0.00,0,79.1,13.03,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.653,2772,1.8,-0.08,1.111,OFF,0.00,0,79.1,13.04,1.65,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.693,2716,1.8,-0.08,1.119,OFF,0.00,0,79.1,13.02,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.733,2734,1.8,-0.08,1.088,OFF,0.00,0,79.1,13.01,1.65,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.773,2697,1.8,-0.07,1.091,OFF,0.00,0,79.1,13.01,1.64,2.81,0.0,OFF,1.6,15,38,0.0,0.0
38.813,2744,1.7,-0.08,1.080,OFF,0.00,0,79.1,13.02,1.66,2.81,0.0,OFF,1.6,15,38,0.0,0.0
38.853,2723,1.8,-0.08,1.080,OFF,0.00,0,79.1,13.04,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.893,2749,1.8,-0.07,1.066,OFF,0.00,0,79.1,13.02,1.65,2.81,0.0,OFF,1.6,15,38,0.0,0.0
38.933,2749,1.9,-0.07,1.074,OFF,0.00,0,79.1,13.01,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
38.973,2767,1.8,-0.07,1.076,OFF,0.00,0,79.1,13.02,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.013,2745,1.8,-0.07,1.073,OFF,0.00,0,79.1,13.03,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.053,2790,1.8,-0.07,1.071,OFF,0.00,0,79.1,13.02,1.65,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.093,2753,1.8,-0.08,1.077,OFF,0.00,0,79.1,13.00,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.133,2756,1.7,-0.07,1.066,OFF,0.00,0,79.1,13.02,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.173,2705,1.8,-0.08,1.077,OFF,0.00,0,79.1,13.02,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.213,2750,1.9,-0.08,1.062,OFF,0.00,0,79.1,13.01,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.253,2701,1.8,-0.08,1.062,OFF,0.00,0,79.2,12.99,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.293,2763,1.8,-0.08,1.053,OFF,0.00,0,79.2,12.99,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.333,2745,1.7,-0.08,1.065,OFF,0.00,0,79.2,13.02,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.373,2751,1.8,-0.08,1.065,OFF,0.00,0,79.2,13.01,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.413,2719,1.9,-0.07,1.072,OFF,0.00,0,79.2,12.99,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.453,2730,1.9,-0.07,1.069,OFF,0.00,0,79.2,12.99,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.493,2726,1.7,-0.08,1.081,OFF,0.00,0,79.2,12.98,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.533,2724,1.7,-0.08,1.057,OFF,0.00,0,79.2,12.99,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.573,2698,1.8,-0.08,1.062,OFF,0.00,0,79.2,13.00,1.63,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.613,2711,1.8,-0.08,1.067,OFF,0.00,0,79.2,13.01,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.653,2688,1.8,-0.08,1.071,OFF,0.00,0,79.2,13.00,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.693,2742,1.9,-0.08,1.062,OFF,0.00,0,79.2,12.98,1.64,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.733,2697,1.8,-0.08,1.063,OFF,0.00,0,79.2,12.97,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.773,2718,1.7,-0.08,1.069,OFF,0.00,0,79.2,12.98,1.63,2.80,0.0,OFF,1.6,15,37,0.0,0.0
39.813,2705,1.7,-0.08,1.076,OFF,0.00,0,79.2,12.98,1.61,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.853,2734,1.8,-0.08,1.086,OFF,0.00,0,79.2,12.99,1.65,2.79,0.0,OFF,1.6,15,38,0.0,0.0
39.893,2772,1.9,-0.08,1.079,OFF,0.00,0,79.2,12.98,1.66,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.933,2703,1.8,-0.08,1.090,OFF,0.00,0,79.2,12.97,1.60,2.80,0.0,OFF,1.6,15,38,0.0,0.0
39.973,2719,1.8,-0.08,1.077,OFF,0.00,0,79.2,12.96,1.60,2.80,0.0,OFF,1.6,15,38,0.0,0.0
40.013,2687,1.9,-0.07,1.084,OFF,0.00,0,79.2,12.97,1.58,2.81,0.0,OFF,1.6,15,38,0.0,0.0
40.053,2688,1.8,-0.08,1.075,OFF,0.00,0,79.2,12.97,1.57,2.80,0.0,OFF,1.6,15,38,0.0,0.0
40.093,2717,1.8,-0.08,1.069,OFF,0.00,0,79.2,12.96,1.59,2.80,0.0,OFF,1.6,15,38,0.0,0.0
40.133,2689,1.8,-0.08,1.060,OFF,0.00,0,79.2,12.97,1.58,2.80,0.0,OFF,1.6,15,38,0.0,0.0
40.173,2702,1.9,-0.08,1.059,OFF,0.00,0,79.2,12.97,1.61,2.80,0.0,OFF,1.6,15,38,0.0,0.0
40.213,2665,1.8,-0.07,1.070,OFF,0.00,0,79.2,12.98,1.60,2.80,0.0,OFF,1.6,15,38,0.0,0.0
40.253,2681,1.7,-0.08,1.069,OFF,0.00,0,79.2,12.98,1.62,2.80,0.0,OFF,1.6,15,38,0.0,0.0
