TIME,RPM,TPS,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível
0.010,215,8.2,65.5,-25.0,9.87,0.01,3.12,2.5
0.050,215,10.2,65.5,-25.0,9.38,0.00,3.14,2.5
0.090,215,12.8,65.5,-25.0,9.70,0.00,3.11,2.5
0.130,215,18.7,65.5,-25.0,10.01,0.01,3.16,2.5
0.170,216,22.6,65.5,-25.0,9.46,0.00,3.14,2.5
0.210,299,24.5,65.5,-25.0,9.98,0.02,3.13,2.5
0.250,302,25.7,65.5,-25.0,10.41,0.03,3.18,2.5
0.290,341,26.0,65.5,-25.0,10.38,0.03,3.20,2.5
0.330,625,26.1,65.5,-25.0,10.75,0.05,3.20,2.5
0.370,790,26.2,65.4,-25.0,10.98,0.05,3.23,2.5
0.410,813,26.2,65.4,-25.0,11.24,0.08,3.24,2.5
0.450,998,26.2,65.4,-25.0,11.26,0.09,3.26,2.5
0.490,1023,26.3,65.4,-25.0,11.22,0.11,3.27,2.5
0.530,856,26.3,65.4,-25.0,11.43,0.14,3.27,2.5
0.570,882,26.0,65.4,-25.0,11.76,0.13,3.24,2.5
0.610,1750,26.0,65.5,-25.0,12.53,0.16,3.24,2.5
0.650,2095,26.0,65.6,-25.0,12.51,0.27,3.25,2.5
0.690,2164,26.1,65.7,-25.0,12.49,0.49,3.25,2.5
0.730,2447,26.0,65.7,-25.0,12.51,0.78,3.25,2.5
0.770,2558,26.1,65.7,-25.0,12.49,1.20,3.25,2.5
0.810,2802,26.0,65.7,-25.0,12.52,1.69,3.23,2.5
0.850,3035,17.4,65.7,-25.0,12.52,2.17,3.22,2.5
0.890,3257,14.5,65.7,-25.0,12.52,2.56,3.18,2.5
0.930,3518,14.4,65.7,-25.0,12.53,2.94,3.14,2.5
0.970,3836,14.3,65.7,-25.0,12.54,3.35,3.12,2.5
1.010,4057,14.3,65.7,-25.0,12.54,3.78,3.10,2.5
1.050,4484,14.3,65.7,-25.0,12.54,4.26,3.06,2.5
1.090,5000,14.3,65.7,-25.0,12.52,4.85,3.00,2.5
1.130,5370,14.3,65.7,-25.0,12.52,5.18,2.95,2.5
1.170,5576,14.2,65.7,-25.0,12.52,5.30,2.92,2.5
1.210,5684,14.2,65.7,-25.0,12.54,5.34,2.91,2.5
1.250,5784,11.8,65.7,-25.0,12.52,5.38,2.89,2.5
1.290,5772,10.0,65.7,-25.0,12.52,5.38,2.86,2.5
1.330,5629,9.7,65.7,-25.0,12.53,5.33,2.83,2.5
1.370,5485,9.7,65.7,-25.0,12.55,5.30,2.81,2.5
1.410,5266,9.8,65.7,-25.0,12.56,5.25,2.81,2.5
1.450,5100,9.7,65.7,-25.0,12.58,5.17,2.80,2.5
1.490,4929,9.6,65.7,-25.0,12.58,5.09,2.80,2.5
1.530,4819,9.7,65.7,-25.0,12.58,5.03,2.80,2.5
1.570,4675,10.4,65.7,-25.0,12.59,4.95,2.81,2.5
1.610,4596,12.2,65.7,-25.0,12.58,4.81,2.83,2.5
1.650,4565,13.4,65.7,-25.0,12.58,4.75,2.85,2.5
1.690,4587,13.7,65.7,-25.0,12.60,4.74,2.88,2.5
1.730,4711,13.8,65.7,-25.0,12.60,4.84,2.89,2.5
1.770,4934,13.9,65.7,-25.0,12.58,5.01,2.90,2.5
1.810,5137,13.9,65.7,-25.0,12.59,5.14,2.89,2.5
1.850,5353,14.1,65.7,-25.0,12.58,5.23,2.88,2.5
1.890,5463,14.0,65.7,-25.0,12.59,5.28,2.88,2.5
1.930,5501,14.1,65.7,-25.0,12.58,5.28,2.88,2.5
1.970,5537,13.9,65.7,-25.0,12.58,5.31,2.87,2.5
2.010,5526,12.5,65.7,-25.0,12.58,5.32,2.87,2.5
2.050,5502,12.2,65.7,-25.0,12.59,5.33,2.86,2.5
2.090,5478,12.1,65.7,-25.0,12.60,5.28,2.85,2.5
2.130,5432,12.0,65.7,-25.0,12.59,5.28,2.85,2.5
2.170,5387,12.0,65.7,-25.0,12.59,5.25,2.84,2.5
2.210,5330,12.0,65.7,-25.0,12.61,5.26,2.84,2.5
2.250,5316,12.0,65.7,-25.0,12.61,5.26,2.84,2.5
2.290,5282,12.0,65.7,-25.0,12.61,5.23,2.83,2.5
2.330,5280,12.0,65.7,-25.0,12.61,5.23,2.83,2.5
2.370,5248,11.9,65.7,-25.0,12.61,5.22,2.82,2.5
2.410,5203,12.0,65.7,-25.0,12.61,5.20,2.83,2.5
2.450,5196,11.9,65.7,-25.0,12.62,5.22,2.83,2.5
2.490,5217,12.0,65.7,-25.0,12.62,5.19,2.83,2.5
2.530,5169,11.9,65.7,-25.0,12.62,5.19,2.83,2.5
2.570,5192,11.9,65.7,-25.0,12.62,5.18,2.83,2.5
2.610,5159,11.9,65.8,-25.0,12.63,5.16,2.83,2.5
2.650,5153,11.5,65.8,-25.0,12.63,5.18,2.83,2.5
2.690,5121,11.3,65.8,-25.0,12.63,5.19,2.83,2.5
2.730,5099,11.2,65.8,-25.0,12.64,5.17,2.83,2.5
2.770,5069,11.1,65.8,-25.0,12.63,5.17,2.83,2.5
2.810,5036,11.0,65.8,-25.0,12.64,5.15,2.83,2.5
2.850,5031,10.8,65.8,-25.0,12.65,5.14,2.83,2.5
2.890,5020,10.7,65.8,-25.0,12.64,5.13,2.82,2.5
2.930,5000,10.4,65.8,-25.0,12.65,5.10,2.82,2.5
2.970,4954,10.3,65.8,-25.0,12.65,5.10,2.83,2.5
3.010,4886,10.0,65.8,-25.0,12.66,5.09,2.82,2.5
3.050,4801,9.9,65.8,-25.0,12.66,5.05,2.82,2.5
3.090,4740,9.8,65.8,-25.0,12.66,5.04,2.83,2.5
3.130,4730,9.7,65.8,-25.0,12.66,4.94,2.83,2.5
3.170,4700,9.7,65.8,-25.0,12.66,4.92,2.83,2.5
3.210,4653,9.6,65.8,-25.0,12.67,4.86,2.83,2.5
3.250,4645,9.4,65.8,-25.0,12.67,4.89,2.84,2.5
3.290,4670,9.5,65.8,-25.0,12.67,4.91,2.83,2.5
3.330,4673,9.5,65.8,-25.0,12.67,4.86,2.84,2.5
3.370,4651,9.4,65.8,-25.0,12.68,4.85,2.84,2.5
3.410,4636,9.3,65.8,-25.0,12.68,4.84,2.84,2.5
3.450,4622,9.3,65.8,-25.0,12.68,4.88,2.84,2.5
3.490,4618,9.3,65.8,-25.0,12.68,4.84,2.84,2.5
3.530,4624,9.3,65.8,-25.0,12.68,4.83,2.85,2.5
3.570,4562,8.3,65.8,-25.0,12.68,4.75,2.85,2.5
3.610,4527,6.5,65.8,-25.0,12.68,4.72,2.84,2.5
3.650,4473,5.3,65.8,-25.0,12.69,4.69,2.84,2.5
3.690,4401,5.0,65.8,-25.0,12.69,4.64,2.83,2.5
3.730,4269,4.9,65.9,-25.0,12.69,4.48,2.83,2.5
3.770,4041,4.8,65.9,-25.0,12.70,4.24,2.84,2.5
3.810,3870,4.8,65.9,-25.0,12.69,4.02,2.86,2.5
3.850,3685,4.7,65.9,-25.0,12.69,3.69,2.87,2.5
3.890,3454,4.6,65.9,-25.0,12.71,3.37,2.88,2.5
3.930,3264,4.7,65.9,-25.0,12.71,3.15,2.90,2.5
3.970,3176,4.9,65.9,-25.0,12.72,2.90,2.91,2.5
4.010,3054,5.3,65.9,-25.0,12.71,2.76,2.93,2.5
4.050,2893,5.8,65.9,-25.0,12.72,2.54,2.96,2.5
4.090,2718,6.1,65.9,-25.0,12.71,2.36,2.99,2.5
4.130,2644,6.2,65.9,-25.0,12.71,2.17,3.02,2.5
4.170,2606,6.3,65.9,-25.0,12.72,2.16,3.03,2.5
4.210,2559,6.4,65.9,-25.0,12.73,2.06,3.05,2.5
4.250,2675,6.4,65.9,-25.0,12.72,2.17,3.07,2.5
4.290,2553,6.5,65.9,-25.0,12.74,2.10,3.07,2.5
4.330,2699,6.5,65.9,-25.0,12.72,2.23,3.09,2.5
4.370,2666,6.5,65.9,-25.0,12.74,2.20,3.08,2.5
4.410,2855,6.5,66.0,-25.0,12.73,2.37,3.08,2.5
4.450,2798,6.6,66.0,-25.0,12.74,2.38,3.09,2.5
4.490,2843,6.6,66.0,-25.0,12.73,2.43,3.10,2.5
4.530,2809,6.6,66.0,-25.0,12.74,2.40,3.09,2.5
4.570,2860,6.6,66.0,-25.0,12.74,2.45,3.08,2.5
4.610,2838,6.6,66.0,-25.0,12.74,2.44,3.08,2.5
4.650,2857,6.5,66.0,-25.0,12.73,2.46,3.10,2.5
4.690,2810,6.6,66.0,-25.0,12.75,2.40,3.10,2.5
4.730,2800,6.6,66.0,-25.0,12.74,2.40,3.09,2.5
4.770,2759,6.6,66.0,-25.0,12.74,2.35,3.09,2.5
4.810,2775,6.6,66.0,-25.0,12.75,2.33,3.11,2.5
4.850,2740,6.7,66.0,-25.0,12.74,2.30,3.10,2.5
4.890,2855,6.6,66.0,-25.0,12.74,2.42,3.09,2.5
4.930,2844,6.6,66.0,-25.0,12.75,2.40,3.10,2.5
4.970,2880,6.6,66.0,-25.0,12.75,2.44,3.11,2.5
5.010,2845,6.6,66.0,-25.0,12.75,2.42,3.10,2.5
5.050,2925,6.6,66.0,-25.0,12.74,2.51,3.09,2.5
5.090,2920,6.7,66.0,-25.0,12.75,2.52,3.08,2.5
5.130,2998,6.6,66.0,-25.0,12.73,2.61,3.08,2.5
5.170,3002,6.6,66.0,-25.0,12.74,2.65,3.08,2.5
5.210,3063,6.6,66.0,-25.0,12.74,2.72,3.07,2.5
5.250,3106,6.6,66.0,-25.0,12.75,2.77,3.07,2.5
5.290,3136,6.6,66.1,-25.0,12.74,2.81,3.07,2.5
5.330,3215,6.7,66.1,-25.0,12.74,2.89,3.06,2.5
5.370,3247,6.6,66.1,-25.0,12.73,2.95,3.04,2.5
5.410,3323,6.6,66.1,-25.0,12.76,3.02,3.03,2.5
5.450,3334,6.6,66.1,-25.0,12.74,3.05,3.02,2.5
5.490,3331,6.6,66.1,-25.0,12.75,3.05,3.01,2.5
5.530,3334,6.7,66.1,-25.0,12.74,3.06,3.02,2.5
5.570,3285,6.7,66.1,-25.0,12.75,3.02,3.01,2.5
5.610,3364,6.6,66.1,-25.0,12.75,3.09,3.01,2.5
5.650,3329,6.6,66.1,-25.0,12.74,3.08,3.00,2.5
5.690,3337,6.5,66.1,-25.0,12.75,3.13,3.00,2.5
5.730,3377,6.5,66.1,-25.0,12.74,3.11,3.00,2.5
5.770,3300,6.4,66.1,-25.0,12.75,3.08,3.00,2.5
5.810,3416,6.4,66.1,-25.0,12.74,3.16,2.99,2.5
5.850,3339,6.3,66.1,-25.0,12.76,3.12,2.99,2.5
5.890,3477,6.4,66.1,-25.0,12.75,3.25,2.99,2.5
5.930,3423,6.4,66.1,-25.0,12.76,3.20,2.99,2.5
5.970,3468,6.4,66.1,-25.0,12.76,3.34,2.98,2.5
6.010,3574,6.4,66.1,-25.0,12.75,3.39,2.98,2.5
6.050,3517,6.4,66.1,-25.0,12.75,3.35,2.98,2.5
6.090,3508,6.3,66.2,-25.0,12.76,3.35,2.98,2.5
6.130,3537,6.3,66.2,-25.0,12.75,3.32,2.98,2.5
6.170,3441,6.3,66.2,-25.0,12.75,3.26,2.98,2.5
6.210,3467,6.3,66.2,-25.0,12.76,3.34,2.98,2.5
6.250,3506,6.3,66.2,-25.0,12.76,3.28,2.98,2.5
6.290,3432,6.3,66.2,-25.0,12.77,3.31,2.98,2.5
6.330,3518,6.3,66.2,-25.0,12.76,3.32,2.98,2.5
6.370,3416,6.3,66.2,-25.0,12.75,3.25,2.98,2.5
6.410,3502,6.3,66.2,-25.0,12.77,3.30,2.98,2.5
6.450,3486,6.3,66.2,-25.0,12.76,3.25,2.97,2.5
6.490,3423,6.3,66.2,-25.0,12.76,3.28,2.98,2.5
6.530,3513,6.2,66.2,-25.0,12.76,3.33,2.98,2.5
6.570,3503,6.3,66.2,-25.0,12.78,3.30,2.98,2.5
6.610,3484,6.3,66.2,-25.0,12.77,3.33,2.98,2.5
6.650,3582,6.3,66.2,-25.0,12.76,3.38,2.97,2.5
6.690,3508,6.3,66.2,-25.0,12.76,3.34,2.97,2.5
6.730,3551,6.3,66.2,-25.0,12.77,3.46,2.98,2.5
6.770,3611,6.3,66.3,-25.0,12.76,3.43,2.97,2.5
6.810,3502,6.2,66.3,-25.0,12.77,3.38,2.97,2.5
6.850,3615,6.3,66.3,-25.0,12.77,3.44,2.98,2.5
6.890,3589,6.2,66.3,-25.0,12.77,3.39,2.98,2.5
6.930,3503,6.3,66.3,-25.0,12.77,3.40,2.98,2.5
6.970,3588,6.3,66.3,-25.0,12.78,3.41,2.98,2.5
7.010,3490,6.3,66.3,-25.0,12.76,3.34,2.97,2.5
7.050,3601,6.2,66.3,-25.0,12.78,3.46,2.98,2.5
7.090,3604,6.3,66.3,-25.0,12.78,3.38,2.98,2.5
7.130,3530,6.3,66.3,-25.0,12.77,3.37,2.97,2.5
7.170,3551,6.3,66.3,-25.0,12.77,3.39,2.98,2.5
7.210,3525,6.3,66.3,-25.0,12.77,3.32,2.98,2.5
7.250,3466,6.2,66.3,-25.0,12.78,3.30,2.98,2.5
7.290,3489,6.2,66.3,-25.0,12.79,3.29,2.98,2.5
7.330,3473,6.2,66.3,-25.0,12.77,3.20,2.98,2.5
7.370,3417,6.2,66.3,-25.0,12.78,3.26,2.98,2.5
7.410,3514,6.2,66.3,-25.0,12.78,3.28,2.98,2.5
7.450,3423,6.2,66.3,-25.0,12.79,3.24,2.98,2.5
7.490,3547,6.1,66.3,-25.0,12.77,3.34,2.98,2.5
7.530,3455,6.1,66.3,-25.0,12.79,3.27,2.98,2.5
7.570,3422,6.2,66.3,-25.0,12.79,3.31,2.98,2.5
7.610,3477,6.1,66.4,-25.0,12.78,3.27,2.98,2.5
7.650,3409,6.1,66.4,-25.0,12.79,3.18,2.98,2.5
7.690,3448,6.1,66.4,-25.0,12.78,3.27,2.98,2.5
7.730,3486,6.1,66.4,-25.0,12.78,3.22,2.98,2.5
7.770,3468,6.1,66.4,-25.0,12.80,3.30,2.98,2.5
7.810,3558,6.1,66.4,-25.0,12.79,3.34,2.97,2.5
7.850,3456,6.1,66.4,-25.0,12.79,3.29,2.97,2.5
7.890,3487,6.1,66.4,-25.0,12.79,3.37,2.97,2.5
7.930,3591,6.1,66.4,-25.0,12.79,3.36,2.97,2.5
7.970,3497,6.1,66.4,-25.0,12.77,3.35,2.97,2.5
8.010,3605,6.0,66.4,-25.0,12.79,3.41,2.97,2.5
8.050,3619,6.0,66.4,-25.0,12.80,3.37,2.97,2.5
8.090,3533,6.0,66.4,-25.0,12.80,3.45,2.97,2.5
8.130,3625,6.1,66.4,-25.0,12.80,3.45,2.97,2.5
8.170,3530,6.0,66.4,-25.0,12.78,3.38,2.97,2.5
8.210,3590,6.1,66.4,-25.0,12.80,3.43,2.97,2.5
8.250,3569,6.1,66.4,-25.0,12.78,3.36,2.97,2.5
8.290,3449,6.0,66.5,-25.0,12.79,3.29,2.97,2.5
8.330,3485,6.0,66.5,-25.0,12.81,3.32,2.98,2.5
8.370,3452,6.1,66.5,-25.0,12.82,3.23,2.98,2.5
8.410,3393,6.0,66.5,-25.0,12.81,3.23,2.98,2.5
8.450,3489,6.0,66.5,-25.0,12.81,3.26,2.98,2.5
8.490,3387,6.0,66.5,-25.0,12.79,3.19,2.98,2.5
8.530,3393,6.0,66.5,-25.0,12.80,3.22,2.98,2.5
8.570,3452,6.0,66.5,-25.0,12.79,3.17,2.98,2.5
8.610,3341,6.1,66.5,-25.0,12.81,3.19,2.98,2.5
8.650,3432,6.0,66.5,-25.0,12.79,3.20,2.98,2.5
8.690,3318,6.1,66.5,-25.0,12.81,3.11,2.98,2.5
8.730,3380,6.0,66.5,-25.0,12.82,3.17,2.98,2.5
8.770,3355,6.0,66.5,-25.0,12.82,3.10,2.99,2.5
8.810,3311,6.0,66.5,-25.0,12.81,3.11,2.98,2.5
8.850,3437,6.1,66.5,-25.0,12.81,3.15,2.99,2.5
8.890,3347,6.1,66.5,-25.0,12.81,3.12,2.98,2.5
8.930,3499,6.0,66.5,-25.0,12.81,3.27,2.98,2.5
8.970,3486,6.0,66.5,-25.0,12.81,3.22,2.98,2.5
9.010,3434,5.9,66.5,-25.0,12.80,3.33,2.98,2.5
9.050,3553,6.0,66.6,-25.0,12.82,3.33,2.98,2.5
9.090,3466,6.1,66.6,-25.0,12.79,3.28,2.98,2.5
9.130,3585,6.0,66.6,-25.0,12.81,3.40,2.98,2.5
9.170,3528,6.0,66.6,-25.0,12.82,3.36,2.98,2.5
9.210,3480,6.0,66.6,-25.0,12.82,3.37,2.98,2.5
9.250,3592,6.0,66.6,-25.0,12.82,3.43,2.98,2.5
9.290,3499,6.0,66.6,-25.0,12.83,3.35,2.97,2.5
9.330,3509,6.0,66.6,-25.0,12.82,3.40,2.98,2.5
9.370,3508,6.0,66.6,-25.0,12.82,3.32,2.98,2.5
9.410,3457,6.0,66.6,-25.0,12.82,3.26,2.98,2.5
9.450,3437,6.0,66.6,-25.0,12.84,3.30,2.98,2.5
9.490,3460,6.0,66.6,-25.0,12.84,3.23,2.97,2.5
9.530,3381,6.0,66.6,-25.0,12.82,3.24,2.98,2.5
9.570,3483,6.0,66.6,-25.0,12.84,3.26,2.98,2.5
9.610,3362,6.0,66.6,-25.0,12.84,3.18,2.98,2.5
9.650,3477,6.0,66.6,-25.0,12.83,3.27,2.98,2.5
9.690,3403,6.0,66.6,-25.0,12.83,3.22,2.98,2.5
9.730,3343,6.1,66.6,-25.0,12.83,3.20,2.98,2.5
9.770,3432,6.1,66.6,-25.0,12.81,3.19,2.99,2.5
9.810,3316,6.0,66.6,-25.0,12.84,3.11,2.98,2.5
9.850,3392,6.0,66.7,-25.0,12.82,3.20,2.98,2.5
9.890,3371,6.0,66.7,-25.0,12.84,3.13,2.98,2.5
9.930,3381,6.1,66.7,-25.0,12.82,3.23,2.98,2.5
9.970,3448,6.0,66.7,-25.0,12.84,3.21,2.98,2.5
10.010,3378,5.9,66.7,-25.0,12.84,3.23,2.98,2.5
10.050,3497,6.0,66.7,-25.0,12.84,3.31,2.98,2.5
10.090,3405,6.0,66.7,-25.0,12.84,3.24,2.98,2.5
10.130,3442,6.0,66.7,-25.0,12.83,3.32,2.98,2.5
10.170,3461,6.0,66.7,-25.0,12.85,3.24,2.98,2.5
10.210,3387,6.0,66.7,-25.0,12.84,3.27,2.98,2.5
10.250,3434,6.0,66.7,-25.0,12.85,3.24,2.98,2.5
10.290,3344,6.0,66.7,-25.0,12.84,3.19,2.98,2.5
10.330,3416,6.0,66.7,-25.0,12.84,3.22,2.99,2.5
10.370,3318,6.0,66.7,-25.0,12.84,3.13,2.98,2.5
10.410,3386,6.0,66.7,-25.0,12.85,3.20,2.99,2.5
10.450,3301,5.9,66.8,-25.0,12.85,3.11,2.98,2.5
10.490,3381,5.9,66.8,-25.0,12.84,3.17,2.99,2.5
10.530,3345,5.9,66.8,-25.0,12.82,3.16,2.99,2.5
10.570,3301,5.9,66.8,-25.0,12.86,3.18,2.99,2.5
10.610,3443,6.0,66.8,-25.0,12.84,3.26,2.98,2.5
10.650,3362,5.9,66.8,-25.0,12.85,3.19,2.99,2.5
10.690,3402,6.0,66.8,-25.0,12.84,3.26,2.98,2.5
10.730,3420,5.9,66.8,-25.0,12.85,3.19,2.99,2.5
10.770,3359,5.9,66.8,-25.0,12.85,3.22,2.98,2.5
10.810,3503,5.9,66.8,-25.0,12.85,3.30,2.98,2.5
10.850,3386,5.9,66.8,-25.0,12.84,3.24,2.98,2.5
10.890,3507,5.9,66.8,-25.0,12.85,3.37,2.98,2.5
10.930,3513,5.9,66.8,-25.0,12.85,3.32,2.98,2.5
10.970,3411,6.0,66.8,-25.0,12.84,3.36,2.98,2.5
11.010,3530,5.9,66.8,-25.0,12.83,3.38,2.98,2.5
11.050,3441,5.9,66.8,-25.0,12.84,3.31,2.98,2.5
11.090,3446,5.9,66.9,-25.0,12.84,3.34,2.98,2.5
11.130,3462,5.8,66.9,-25.0,12.85,3.32,2.98,2.5
11.170,3396,5.8,66.9,-25.0,12.85,3.30,2.98,2.5
11.210,3471,5.8,66.9,-25.0,12.86,3.34,2.99,2.5
11.250,3354,5.8,66.9,-25.0,12.85,3.26,2.98,2.5
11.290,3411,5.8,66.9,-25.0,12.85,3.35,2.98,2.5
11.330,3405,5.8,66.9,-25.0,12.84,3.24,2.98,2.5
11.370,3407,5.7,66.9,-25.0,12.85,3.30,2.98,2.5
11.410,3480,5.7,66.9,-25.0,12.84,3.30,2.98,2.5
11.450,3404,5.8,66.9,-25.0,12.84,3.32,2.98,2.5
11.490,3515,5.8,66.9,-25.0,12.85,3.39,2.98,2.5
11.530,3416,5.8,66.9,-25.0,12.82,3.32,2.96,2.5
11.570,3467,5.7,66.9,-25.0,12.85,3.44,2.97,2.5
11.610,3457,5.7,66.9,-25.0,12.84,3.32,2.98,2.5
11.650,3375,5.6,66.9,-25.0,12.84,3.33,2.97,2.5
11.690,3452,5.6,66.9,-25.0,12.86,3.28,2.98,2.5
11.730,3323,5.5,66.9,-25.0,12.86,3.23,2.97,2.5
11.770,3420,5.6,66.9,-25.0,12.87,3.29,2.98,2.5
11.810,3332,5.7,67.0,-25.0,12.86,3.21,2.98,2.5
11.850,3336,5.6,67.0,-25.0,12.86,3.24,2.98,2.5
11.890,3372,5.6,67.0,-25.0,12.86,3.25,2.98,2.5
11.930,3303,5.6,67.0,-25.0,12.86,3.21,2.98,2.5
11.970,3439,5.6,67.0,-25.0,12.85,3.32,2.98,2.5
12.010,3346,5.6,67.0,-25.0,12.84,3.22,2.98,2.5
12.050,3402,5.6,67.0,-25.0,12.84,3.34,2.98,2.5
12.090,3400,5.6,67.0,-25.0,12.85,3.22,2.98,2.5
12.130,3340,5.6,67.0,-25.0,12.86,3.26,2.98,2.5
12.170,3398,5.6,67.0,-25.0,12.86,3.24,2.98,2.5
12.210,3261,5.6,67.0,-25.0,12.87,3.17,2.98,2.5
12.250,3395,5.6,67.0,-25.0,12.87,3.27,2.98,2.5
12.290,3294,5.6,67.0,-25.0,12.88,3.16,2.99,2.5
12.330,3309,5.6,67.0,-25.0,12.88,3.21,2.98,2.5
12.370,3334,5.6,67.0,-25.0,12.88,3.21,2.99,2.5
12.410,3269,5.6,67.0,-25.0,12.87,3.18,2.98,2.5
12.450,3369,5.6,67.1,-25.0,12.88,3.22,2.99,2.5
12.490,3326,5.6,67.1,-25.0,12.88,3.16,2.98,2.5
12.530,3349,5.6,67.1,-25.0,12.88,3.20,2.99,2.5
12.570,3329,5.6,67.1,-25.0,12.87,3.16,2.99,2.5
12.610,3205,5.6,67.1,-25.0,12.86,3.11,2.99,2.5
12.650,3287,5.5,67.1,-25.0,12.87,3.14,2.99,2.5
12.690,3214,5.6,67.1,-25.0,12.88,3.06,3.00,2.5
12.730,3219,5.6,67.1,-25.0,12.86,3.13,3.00,2.5
12.770,3269,5.6,67.1,-25.0,12.86,3.07,3.00,2.5
12.810,3161,5.6,67.1,-25.0,12.88,3.09,3.00,2.5
12.850,3311,5.6,67.1,-25.0,12.89,3.14,3.01,2.5
12.890,3226,5.6,67.1,-25.0,12.88,3.12,3.00,2.5
12.930,3300,6.2,67.1,-25.0,12.86,3.22,3.00,2.5
12.970,3303,6.8,67.1,-25.0,12.86,3.14,3.00,2.5
13.010,3316,6.9,67.1,-25.0,12.88,3.24,3.01,2.5
13.050,3406,7.0,67.2,-25.0,12.88,3.24,3.01,2.5
13.090,3305,7.2,67.2,-25.0,12.88,3.22,3.01,2.5
13.130,3480,7.4,67.2,-25.0,12.89,3.38,3.01,2.5
13.170,3417,7.5,67.2,-25.0,12.87,3.35,3.00,2.5
13.210,3594,7.7,67.2,-25.0,12.86,3.58,3.01,2.5
13.250,3615,7.8,67.2,-25.0,12.86,3.56,3.01,2.5
13.290,3541,7.7,67.2,-25.0,12.87,3.56,3.00,2.5
13.330,3575,7.8,67.2,-25.0,12.88,3.58,3.01,2.5
13.370,3574,7.8,67.2,-25.0,12.87,3.51,3.01,2.5
13.410,3566,7.9,67.2,-25.0,12.87,3.60,3.01,2.5
13.450,3580,7.9,67.2,-25.0,12.89,3.66,3.01,2.5
13.490,3597,7.9,67.2,-25.0,12.88,3.58,3.01,2.5
13.530,3591,8.0,67.2,-25.0,12.87,3.61,3.01,2.5
13.570,3664,8.0,67.2,-25.0,12.88,3.68,3.01,2.5
13.610,3677,8.0,67.2,-25.0,12.86,3.67,3.01,2.5
13.650,3630,8.0,67.2,-25.0,12.88,3.71,3.01,2.5
13.690,3706,8.0,67.2,-25.0,12.87,3.76,3.01,2.5
13.730,3681,8.0,67.2,-25.0,12.88,3.72,3.01,2.5
13.770,3668,8.0,67.3,-25.0,12.88,3.70,3.01,2.5
13.810,3643,8.0,67.3,-25.0,12.87,3.74,3.01,2.5
13.850,3711,8.1,67.3,-25.0,12.86,3.75,3.01,2.5
13.890,3674,8.2,67.3,-25.0,12.88,3.71,3.01,2.5
13.930,3623,8.4,67.3,-25.0,12.88,3.69,3.01,2.5
13.970,3584,8.7,67.3,-25.0,12.89,3.60,3.02,2.5
14.010,3451,9.1,67.3,-25.0,12.89,3.49,3.02,2.5
14.050,3410,9.4,67.3,-25.0,12.86,3.38,3.03,2.5
14.090,3211,10.0,67.3,-25.0,12.88,3.13,3.05,2.5
14.130,3172,10.4,67.3,-25.0,12.88,3.07,3.06,2.5
14.170,3005,10.9,67.3,-25.0,12.88,2.87,3.08,2.5
14.210,2766,11.3,67.3,-25.0,12.89,2.60,3.12,2.5
14.250,2591,12.2,67.4,-25.0,12.92,2.29,3.14,2.5
14.290,2356,17.7,67.4,-25.0,12.91,2.02,3.18,2.5
14.330,2211,22.0,67.4,-25.0,12.88,1.79,3.22,2.5
14.370,2179,24.0,67.4,-25.0,12.90,1.79,3.27,2.5
14.410,2215,24.5,67.4,-25.0,12.88,1.79,3.28,2.5
14.450,2287,24.7,67.4,-25.0,12.91,1.91,3.29,2.5
14.490,2463,24.7,67.4,-25.0,12.89,2.04,3.28,2.5
14.530,2524,24.8,67.4,-25.0,12.89,2.17,3.27,2.5
14.570,2603,24.8,67.4,-25.0,12.89,2.26,3.29,2.5
14.610,2668,24.9,67.4,-25.0,12.91,2.33,3.28,2.5
14.650,2701,24.9,67.4,-25.0,12.89,2.37,3.28,2.5
14.690,2686,25.0,67.4,-25.0,12.89,2.36,3.27,2.5
14.730,2575,25.0,67.4,-25.0,12.89,2.26,3.28,2.5
14.770,2511,25.0,67.4,-25.0,12.91,2.15,3.28,2.5
14.810,2326,25.1,67.4,-25.0,12.92,1.99,3.29,2.5
14.850,2105,25.1,67.5,-25.0,12.92,1.67,3.29,2.5
14.890,1839,25.1,67.5,-25.0,12.89,1.33,3.30,2.5
14.930,1509,25.1,67.5,-25.0,12.89,1.03,3.30,2.5
14.970,1488,25.2,67.5,-25.0,12.81,0.75,3.31,2.5
15.010,1136,25.1,67.5,-25.0,12.70,0.58,3.31,2.5
15.050,1130,25.2,67.5,-25.0,12.62,0.45,3.31,2.5
15.090,740,25.2,67.5,-25.0,12.65,0.41,3.31,2.5
15.130,767,25.3,67.5,-25.0,12.85,0.57,3.31,2.5
15.170,1053,25.4,67.5,-25.0,12.93,0.77,3.30,2.5
15.210,1283,25.4,67.5,-25.0,12.87,0.71,3.31,2.5
15.250,1120,25.4,67.5,-25.0,12.80,0.68,3.31,2.5
15.290,1110,25.6,67.5,-25.0,12.83,0.64,3.31,2.5
15.330,1074,25.6,67.5,-25.0,12.87,0.68,3.31,2.5
15.370,1218,25.7,67.5,-25.0,12.92,0.75,3.31,2.5
15.410,1196,25.6,67.5,-25.0,12.88,0.75,3.31,2.5
15.450,1190,25.7,67.5,-25.0,12.87,0.69,3.31,2.5
