TIME,RPM,TPS,Marcha,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível
0.010,277,9.7,0,59.7,-25.0,9.67,0.01,3.13,2.5
0.050,292,9.8,0,59.7,-25.0,10.44,0.05,3.18,2.5
0.090,804,9.8,0,59.7,-25.0,10.66,0.05,3.21,2.5
0.130,807,9.4,0,59.7,-25.0,10.82,0.04,3.22,2.5
0.170,777,9.4,0,59.8,-25.0,12.14,0.02,3.21,2.5
0.210,779,9.4,0,59.8,-25.0,12.08,0.02,3.24,2.5
0.250,844,9.4,0,60.0,-25.0,12.38,0.05,3.26,2.5
0.290,1008,9.4,0,60.0,-25.0,12.27,0.06,3.25,2.5
0.330,1030,9.4,0,60.0,-25.0,12.27,0.06,3.25,2.5
0.370,1013,9.4,0,60.0,-25.0,12.16,0.04,3.26,2.5
0.410,896,9.5,0,60.0,-25.0,12.47,0.06,3.26,2.5
0.450,1253,9.5,0,60.0,-25.0,12.51,0.12,3.26,2.5
0.490,1259,9.5,0,60.0,-25.0,12.54,0.20,3.25,2.5
0.530,1301,9.5,0,60.0,-25.0,12.56,0.33,3.25,2.5
0.570,1382,9.5,0,60.0,-25.0,12.60,0.44,3.26,2.5
0.610,1623,9.5,0,60.0,-25.0,12.57,0.60,3.25,2.5
0.650,1719,9.6,0,60.0,-25.0,12.59,0.77,3.24,2.5
0.690,1798,9.6,0,60.0,-25.0,12.57,0.94,3.23,2.5
0.730,1904,9.6,0,60.0,-25.0,12.58,1.14,3.23,2.5
0.770,2025,9.6,0,60.0,-25.0,12.59,1.34,3.22,2.5
0.810,2066,9.6,0,60.0,-25.0,12.58,1.45,3.21,2.5
0.850,2095,9.6,0,60.0,-25.0,12.61,1.54,3.21,2.5
0.890,2084,9.6,0,60.0,-25.0,12.59,1.58,3.21,2.5
0.930,2069,9.6,0,60.0,-25.0,12.61,1.62,3.21,2.5
0.970,2162,9.6,0,60.0,-25.0,12.61,1.67,3.21,2.5
1.010,2134,9.6,0,60.0,-25.0,12.61,1.70,3.21,2.5
1.050,2231,9.6,0,60.0,-25.0,12.61,1.78,3.20,2.5
1.090,2232,8.0,0,60.0,-25.0,12.62,1.80,3.20,2.5
1.130,2329,7.6,0,60.0,-25.0,12.62,1.91,3.19,2.5
1.170,2389,7.5,0,60.0,-25.0,12.62,2.00,3.17,2.5
1.210,2390,7.0,0,60.0,-25.0,12.62,2.04,3.17,2.5
1.250,2575,6.8,0,60.0,-25.0,12.62,2.16,3.16,2.5
1.290,2592,6.7,0,60.0,-25.0,12.62,2.20,3.14,2.5
1.330,2709,6.8,0,60.0,-25.0,12.65,2.31,3.14,2.5
1.370,2700,6.7,0,60.0,-25.0,12.65,2.40,3.13,2.5
1.410,2787,6.4,0,60.0,-25.0,12.64,2.46,3.13,2.5
1.450,2774,5.9,0,60.0,-25.0,12.65,2.49,3.12,2.5
1.490,2802,5.6,0,60.0,-25.0,12.65,2.54,3.11,2.5
1.530,2757,4.9,0,60.0,-25.0,12.65,2.53,3.10,2.5
1.570,2828,4.2,0,60.0,-25.0,12.63,2.52,3.10,2.5
1.610,2769,3.6,0,60.0,-25.0,12.65,2.52,3.09,2.5
1.650,2804,3.0,0,60.0,-25.0,12.63,2.51,3.08,2.5
1.690,2697,2.9,0,60.0,-25.0,12.64,2.49,3.08,2.5
1.730,2758,2.8,0,60.0,-25.0,12.65,2.49,3.07,2.5
1.770,2822,2.7,0,60.0,-25.0,12.65,2.57,3.06,2.5
1.810,2813,2.6,0,60.0,-25.0,12.66,2.52,3.06,2.5
1.850,2833,2.5,0,60.0,-25.0,12.66,2.60,3.06,2.5
1.890,2768,2.4,0,60.0,-25.0,12.66,2.51,3.05,2.5
1.930,2865,2.4,0,60.0,-25.0,12.67,2.58,3.05,2.5
1.970,2742,2.3,0,60.0,-25.0,12.67,2.49,3.04,2.5
2.010,2796,2.3,0,60.0,-25.0,12.66,2.55,3.05,2.5
2.050,2655,2.4,0,60.0,-25.0,12.67,2.44,3.05,2.5
2.090,2792,2.3,0,60.0,-25.0,12.65,2.48,3.05,2.5
2.130,2590,2.3,0,60.0,-25.0,12.68,2.36,3.05,2.5
2.170,2662,2.3,0,60.0,-25.0,12.69,2.36,3.05,2.5
2.210,2526,2.3,0,60.0,-25.0,12.68,2.28,3.06,2.5
2.250,2615,2.3,0,60.0,-25.0,12.68,2.31,3.05,2.5
2.290,2617,2.3,0,60.0,-25.0,12.69,2.32,3.06,2.5
2.330,2671,2.3,0,60.0,-25.0,12.71,2.32,3.06,2.5
2.370,2673,2.2,0,60.0,-25.0,12.69,2.35,3.06,2.5
2.410,2575,2.3,0,60.0,-25.0,12.69,2.28,3.06,2.5
2.450,2561,2.3,0,60.0,-25.0,12.69,2.29,3.06,2.5
2.490,2512,2.2,0,60.0,-25.0,12.71,2.23,3.06,2.5
2.530,2578,2.3,0,60.0,-25.0,12.69,2.29,3.06,2.5
2.570,2529,2.2,0,60.0,-25.0,12.71,2.23,3.07,2.5
2.610,2703,2.2,0,60.0,-25.0,12.70,2.38,3.06,2.5
2.650,2674,2.2,0,60.0,-25.0,12.69,2.32,3.06,2.5
2.690,2765,2.2,0,60.0,-25.0,12.69,2.44,3.06,2.5
2.730,2589,2.2,0,60.0,-25.0,12.72,2.36,3.06,2.5
2.770,2692,2.2,0,60.0,-25.0,12.71,2.40,3.06,2.5
2.810,2602,2.2,0,60.0,-25.0,12.71,2.35,3.06,2.5
2.850,2677,2.2,0,60.0,-25.0,12.71,2.37,3.06,2.5
2.890,2551,2.2,0,60.0,-25.0,12.72,2.28,3.06,2.5
2.930,2661,2.2,0,60.0,-25.0,12.71,2.31,3.07,2.5
2.970,2491,2.1,0,60.0,-25.0,12.72,2.22,3.06,2.5
3.010,2611,2.2,0,60.0,-25.0,12.72,2.28,3.07,2.5
3.050,2513,2.2,0,60.0,-25.0,12.72,2.24,3.07,2.5
3.090,2666,2.2,0,60.0,-25.0,12.72,2.26,3.07,2.5
3.130,2628,2.2,0,60.0,-25.0,12.72,2.30,3.07,2.5
3.170,2651,2.1,0,60.0,-25.0,12.74,2.30,3.06,2.5
3.210,2704,2.2,0,60.0,-25.0,12.72,2.38,3.06,2.5
3.250,2656,2.0,0,60.0,-25.0,12.72,2.35,3.06,2.5
3.290,2709,2.1,0,60.0,-25.0,12.72,2.46,3.06,2.5
3.330,2651,2.2,0,60.0,-25.0,12.72,2.40,3.07,2.5
3.370,2728,2.1,0,60.1,-25.0,12.75,2.47,3.05,2.5
3.410,2676,2.2,0,60.1,-25.0,12.72,2.40,3.07,2.5
3.450,2757,2.1,0,60.1,-25.0,12.73,2.47,3.06,2.5
3.490,2619,2.2,0,60.1,-25.0,12.74,2.37,3.06,2.5
3.530,2603,2.1,0,60.1,-25.0,12.74,2.39,3.06,2.5
3.570,2549,2.0,0,60.1,-25.0,12.74,2.28,3.06,2.5
3.610,2622,2.1,0,60.1,-25.0,12.74,2.34,3.07,2.5
3.650,2504,2.1,0,60.1,-25.0,12.74,2.24,3.07,2.5
3.690,2691,2.1,0,60.1,-25.0,12.74,2.38,3.07,2.5
3.730,2594,2.0,0,60.1,-25.0,12.74,2.29,3.07,2.5
3.770,2690,2.1,0,60.1,-25.0,12.74,2.38,3.06,2.5
3.810,2536,2.1,0,60.1,-25.0,12.75,2.28,3.07,2.5
3.850,2691,2.1,0,60.1,-25.0,12.75,2.40,3.07,2.5
3.890,2578,2.0,0,60.1,-25.0,12.75,2.30,3.07,2.5
3.930,2663,2.1,0,60.1,-25.0,12.75,2.37,3.07,2.5
3.970,2574,2.0,0,60.1,-25.0,12.75,2.28,3.07,2.5
4.010,2671,2.1,0,60.1,-25.0,12.75,2.36,3.07,2.5
4.050,2524,2.1,0,60.1,-25.0,12.76,2.27,3.07,2.5
4.090,2693,2.1,0,60.1,-25.0,12.76,2.41,3.06,2.5
4.130,2559,2.1,0,60.1,-25.0,12.76,2.32,3.07,2.5
4.170,2697,2.1,0,60.2,-25.0,12.76,2.40,3.06,2.5
4.210,2617,2.1,0,60.2,-25.0,12.76,2.34,3.07,2.5
4.250,2668,2.1,0,60.2,-25.0,12.76,2.37,3.07,2.5
4.290,2579,2.1,0,60.2,-25.0,12.76,2.28,3.07,2.5
4.330,2664,2.0,0,60.2,-25.0,12.75,2.39,3.07,2.5
4.370,2558,2.0,0,60.2,-25.0,12.76,2.29,3.07,2.5
4.410,2694,2.1,0,60.2,-25.0,12.76,2.40,3.07,2.5
4.450,2553,2.1,0,60.2,-25.0,12.78,2.30,3.07,2.5
4.490,2730,2.1,0,60.2,-25.0,12.76,2.41,3.07,2.5
4.530,2605,2.1,0,60.2,-25.0,12.77,2.33,3.06,2.5
4.570,2741,2.1,0,60.2,-25.0,12.77,2.42,3.06,2.5
4.610,2573,2.1,0,60.2,-25.0,12.77,2.36,3.06,2.5
4.650,2687,2.1,0,60.2,-25.0,12.78,2.39,3.07,2.5
4.690,2562,2.0,0,60.2,-25.0,12.78,2.34,3.06,2.5
4.730,2612,2.1,0,60.3,-25.0,12.76,2.36,3.07,2.5
4.770,2561,2.0,0,60.3,-25.0,12.76,2.32,3.06,2.5
4.810,2725,2.2,0,60.3,-25.0,12.78,2.34,3.07,2.5
4.850,2693,2.1,0,60.3,-25.0,12.79,2.41,3.05,2.5
4.890,2698,2.2,0,60.3,-25.0,12.78,2.36,3.06,2.5
4.930,2594,2.1,0,60.3,-25.0,12.79,2.39,3.06,2.5
4.970,2594,2.1,0,60.3,-25.0,12.79,2.33,3.07,2.5
5.010,2621,2.1,0,60.3,-25.0,12.79,2.39,3.06,2.5
5.050,2575,2.2,0,60.3,-25.0,12.79,2.32,3.08,2.5
5.090,2674,2.2,0,60.3,-25.0,12.79,2.40,3.06,2.5
5.130,2635,2.0,0,60.3,-25.0,12.79,2.30,3.07,2.5
5.170,2676,2.1,0,60.3,-25.0,12.77,2.38,3.06,2.5
5.210,2566,2.1,0,60.4,-25.0,12.78,2.26,3.07,2.5
5.250,2660,2.1,0,60.4,-25.0,12.78,2.40,3.07,2.5
5.290,2556,2.2,0,60.4,-25.0,12.78,2.30,3.07,2.5
5.330,2759,2.1,0,60.4,-25.0,12.79,2.45,3.07,2.5
5.370,2654,2.2,0,60.4,-25.0,12.80,2.34,3.07,2.5
5.410,2696,2.2,0,60.4,-25.0,12.80,2.39,3.07,2.5
5.450,2541,2.2,0,60.4,-25.0,12.80,2.28,3.07,2.5
5.490,2638,2.2,0,60.4,-25.0,12.81,2.34,3.07,2.5
5.530,2522,2.2,0,60.4,-25.0,12.80,2.26,3.07,2.5
5.570,2636,2.2,0,60.4,-25.0,12.81,2.30,3.07,2.5
5.610,2570,2.2,0,60.4,-25.0,12.80,2.27,3.08,2.5
5.650,2626,2.2,0,60.4,-25.0,12.82,2.29,3.07,2.5
5.690,2633,2.2,0,60.4,-25.0,12.81,2.29,3.08,2.5
5.730,2623,2.2,0,60.4,-25.0,12.82,2.29,3.07,2.5
5.770,2547,2.2,0,60.5,-25.0,12.80,2.32,3.08,2.5
5.810,2569,2.2,0,60.5,-25.0,12.81,2.28,3.07,2.5
5.850,2748,2.1,0,60.5,-25.0,12.80,2.45,3.08,2.5
5.890,2750,2.2,0,60.5,-25.0,12.81,2.43,3.06,2.5
5.930,2800,2.1,0,60.5,-25.0,12.78,2.51,3.07,2.5
5.970,2636,2.1,0,60.5,-25.0,12.79,2.41,3.07,2.5
6.010,2711,2.2,0,60.5,-25.0,12.79,2.45,3.07,2.5
6.050,2582,2.2,0,60.5,-25.0,12.79,2.31,3.07,2.5
6.090,2695,2.2,0,60.5,-25.0,12.79,2.39,3.07,2.5
6.130,2563,2.2,0,60.5,-25.0,12.79,2.32,3.07,2.5
6.170,2626,2.2,0,60.5,-25.0,12.81,2.33,3.07,2.5
6.210,2513,2.2,0,60.5,-25.0,12.81,2.25,3.08,2.5
6.250,2621,2.2,0,60.5,-25.0,12.81,2.30,3.08,2.5
6.290,2533,2.2,0,60.5,-25.0,12.82,2.26,3.07,2.5
6.330,2709,2.2,0,60.6,-25.0,12.82,2.35,3.08,2.5
6.370,2607,2.2,0,60.6,-25.0,12.82,2.33,3.08,2.5
6.410,2701,2.1,0,60.6,-25.0,12.82,2.36,3.07,2.5
6.450,2691,2.1,0,60.6,-25.0,12.81,2.40,3.08,2.5
6.490,2677,2.1,0,60.6,-25.0,12.82,2.39,3.07,2.5
6.530,2609,2.2,0,60.6,-25.0,12.81,2.35,3.08,2.5
6.570,2722,2.1,0,60.6,-25.0,12.81,2.35,3.07,2.5
6.610,2673,2.1,0,60.6,-25.0,12.81,2.35,3.08,2.5
6.650,2688,2.2,0,60.6,-25.0,12.82,2.33,3.07,2.5
6.690,2726,2.1,0,60.6,-25.0,12.81,2.38,3.07,2.5
6.730,2714,2.1,0,60.6,-25.0,12.81,2.41,3.07,2.5
6.770,2627,2.2,0,60.6,-25.0,12.81,2.39,3.07,2.5
6.810,2688,2.1,0,60.7,-25.0,12.80,2.41,3.07,2.5
6.850,2706,2.2,0,60.7,-25.0,12.81,2.48,3.06,2.5
6.890,2726,2.1,0,60.7,-25.0,12.81,2.40,3.07,2.5
6.930,2744,2.2,0,60.7,-25.0,12.81,2.44,3.07,2.5
6.970,2669,2.1,0,60.7,-25.0,12.81,2.35,3.07,2.5
7.010,2610,2.1,0,60.7,-25.0,12.82,2.36,3.07,2.5
7.050,2559,2.2,0,60.7,-25.0,12.83,2.28,3.07,2.5
7.090,2644,2.2,0,60.7,-25.0,12.84,2.36,3.07,2.5
7.130,2666,2.2,0,60.7,-25.0,12.85,2.30,3.07,2.5
7.170,2715,2.2,0,60.7,-25.0,12.85,2.40,3.07,2.5
7.210,2562,2.2,0,60.7,-25.0,12.83,2.28,3.07,2.5
7.250,2695,2.1,0,60.7,-25.0,12.82,2.37,3.08,2.5
7.290,2540,2.2,0,60.7,-25.0,12.82,2.27,3.07,2.5
7.330,2765,2.1,0,60.7,-25.0,12.82,2.45,3.08,2.5
7.370,2649,2.2,0,60.8,-25.0,12.82,2.41,3.06,2.5
7.410,2778,2.1,0,60.8,-25.0,12.84,2.48,3.07,2.5
7.450,2667,2.2,0,60.8,-25.0,12.85,2.43,3.07,2.5
7.490,2686,2.1,0,60.8,-25.0,12.85,2.40,3.07,2.5
7.530,2497,2.1,0,60.8,-25.0,12.83,2.26,3.07,2.5
7.570,2678,2.2,0,60.8,-25.0,12.83,2.36,3.08,2.5
7.610,2534,2.2,0,60.8,-25.0,12.85,2.26,3.07,2.5
7.650,2728,2.2,0,60.8,-25.0,12.85,2.37,3.08,2.5
7.690,2608,2.2,0,60.8,-25.0,12.85,2.31,3.07,2.5
7.730,2678,2.1,0,60.8,-25.0,12.84,2.35,3.08,2.5
7.770,2551,2.2,0,60.9,-25.0,12.83,2.32,3.07,2.5
7.810,2663,2.2,0,60.9,-25.0,12.83,2.37,3.07,2.5
7.850,2682,2.2,0,60.9,-25.0,12.84,2.41,3.08,2.5
7.890,2692,2.2,0,60.9,-25.0,12.86,2.37,3.07,2.5
7.930,2704,2.1,0,60.9,-25.0,12.86,2.39,3.08,2.5
7.970,2654,2.1,0,60.9,-25.0,12.84,2.36,3.07,2.5
8.010,2645,2.1,0,60.9,-25.0,12.84,2.41,3.07,2.5
8.050,2605,2.2,0,60.9,-25.0,12.84,2.37,3.07,2.5
8.090,2640,2.2,0,60.9,-25.0,12.84,2.37,3.08,2.5
8.130,2633,2.2,0,60.9,-25.0,12.87,2.30,3.07,2.5
8.170,2702,2.2,0,60.9,-25.0,12.84,2.38,3.08,2.5
8.210,2578,2.2,0,60.9,-25.0,12.86,2.30,3.07,2.5
8.250,2741,2.2,0,60.9,-25.0,12.85,2.40,3.08,2.5
8.290,2599,2.2,0,61.0,-25.0,12.86,2.33,3.07,2.5
8.330,2724,2.1,0,61.0,-25.0,12.84,2.44,3.07,2.5
8.370,2600,2.2,0,61.0,-25.0,12.84,2.35,3.08,2.5
8.410,2706,2.2,0,61.0,-25.0,12.85,2.43,3.07,2.5
8.450,2560,2.2,0,61.0,-25.0,12.87,2.29,3.08,2.5
8.490,2585,2.1,0,61.0,-25.0,12.85,2.27,3.08,2.5
8.530,2451,2.2,0,61.0,-25.0,12.88,2.17,3.08,2.5
8.570,2555,2.1,0,61.0,-25.0,12.86,2.21,3.09,2.5
8.610,2388,2.2,0,61.0,-25.0,12.85,2.10,3.09,2.5
8.650,2490,2.2,0,61.0,-25.0,12.87,2.17,3.09,2.5
8.690,2449,2.2,0,61.0,-25.0,12.85,2.14,3.09,2.5
8.730,2557,2.2,0,61.0,-25.0,12.86,2.13,3.10,2.5
8.770,2563,2.2,0,61.1,-25.0,12.87,2.24,3.09,2.5
8.810,2512,2.2,0,61.1,-25.0,12.85,2.15,3.10,2.5
8.850,2627,2.2,0,61.1,-25.0,12.87,2.27,3.09,2.5
8.890,2525,2.2,0,61.1,-25.0,12.87,2.22,3.09,2.5
8.930,2650,2.1,0,61.1,-25.0,12.86,2.30,3.09,2.5
8.970,2459,2.2,0,61.1,-25.0,12.88,2.21,3.09,2.5
9.010,2708,2.2,0,61.1,-25.0,12.86,2.33,3.10,2.5
9.050,2597,2.2,0,61.1,-25.0,12.87,2.34,3.08,2.5
9.090,2703,2.2,0,61.1,-25.0,12.87,2.36,3.09,2.5
9.130,2530,2.2,0,61.1,-25.0,12.87,2.34,3.08,2.5
9.170,2597,2.2,0,61.1,-25.0,12.86,2.29,3.09,2.5
9.210,2512,2.2,0,61.1,-25.0,12.88,2.29,3.08,2.5
9.250,2577,2.2,0,61.1,-25.0,12.87,2.26,3.09,2.5
9.290,2601,2.3,0,61.2,-25.0,12.86,2.33,3.08,2.5
9.330,2536,2.3,0,61.2,-25.0,12.88,2.28,3.09,2.5
9.370,2671,2.2,0,61.2,-25.0,12.87,2.38,3.08,2.5
9.410,2566,2.3,0,61.2,-25.0,12.88,2.27,3.09,2.5
9.450,2682,2.3,0,61.2,-25.0,12.88,2.36,3.09,2.5
9.490,2527,2.3,0,61.2,-25.0,12.88,2.27,3.08,2.5
9.530,2637,2.3,0,61.2,-25.0,12.86,2.32,3.09,2.5
9.570,2412,2.3,0,61.2,-25.0,12.90,2.17,3.08,2.5
9.610,2575,2.4,0,61.2,-25.0,12.86,2.26,3.10,2.5
9.650,2417,2.3,0,61.2,-25.0,12.88,2.13,3.09,2.5
9.690,2487,2.4,0,61.2,-25.0,12.87,2.13,3.10,2.5
9.730,2371,2.4,0,61.2,-25.0,12.89,2.05,3.10,2.5
9.770,2347,2.4,0,61.2,-25.0,12.89,1.98,3.11,2.5
9.810,2369,2.4,0,61.2,-25.0,12.90,2.01,3.12,2.5
9.850,2172,2.5,0,61.2,-25.0,12.90,1.79,3.13,2.5
9.890,2167,2.4,0,61.2,-25.0,12.90,1.79,3.14,2.5
9.930,2022,2.4,0,61.3,-25.0,12.88,1.65,3.15,2.5
9.970,1927,2.5,0,61.3,-25.0,12.89,1.53,3.16,2.5
10.010,1993,2.5,0,61.3,-25.0,12.91,1.54,3.17,2.5
10.050,1885,2.6,0,61.3,-25.0,12.88,1.41,3.18,2.5
10.090,1824,2.6,0,61.3,-25.0,12.91,1.35,3.19,2.5
10.130,1815,2.6,0,61.3,-25.0,12.88,1.36,3.19,2.5
10.170,1767,2.6,0,61.3,-25.0,12.91,1.32,3.20,2.5
10.210,1772,2.7,0,61.3,-25.0,12.91,1.31,3.20,2.5
10.250,1758,2.8,0,61.3,-25.0,12.88,1.31,3.21,2.5
10.290,1696,2.8,0,61.3,-25.0,12.87,1.25,3.21,2.5
10.330,1719,2.9,0,61.3,-25.0,12.89,1.27,3.21,2.5
10.370,1779,2.9,0,61.4,-25.0,12.89,1.29,3.21,2.5
10.410,1653,3.9,0,61.4,-25.0,12.93,1.20,3.22,2.5
10.450,1643,4.7,0,61.4,-25.0,12.92,1.24,3.22,2.5
10.490,1772,4.9,0,61.4,-25.0,12.91,1.30,3.22,2.5
10.530,1752,5.1,0,61.4,-25.0,12.88,1.29,3.22,2.5
10.570,1747,5.6,0,61.4,-25.0,12.92,1.31,3.23,2.5
10.610,1944,5.8,0,61.4,-25.0,12.90,1.48,3.22,2.5
10.650,1932,5.9,0,61.4,-25.0,12.91,1.51,3.22,2.5
10.690,2046,6.1,0,61.4,-25.0,12.90,1.61,3.22,2.5
10.730,2105,6.1,0,61.4,-25.0,12.90,1.68,3.21,2.5
10.770,2065,6.1,0,61.4,-25.0,12.91,1.67,3.21,2.5
10.810,2203,6.2,0,61.4,-25.0,12.91,1.80,3.21,2.5
10.850,2207,6.1,0,61.4,-25.0,12.93,1.84,3.20,2.5
10.890,2239,6.2,0,61.4,-25.0,12.91,1.87,3.19,2.5
10.930,2321,6.2,0,61.5,-25.0,12.91,1.95,3.19,2.5
10.970,2245,6.2,0,61.5,-25.0,12.90,1.87,3.19,2.5
11.010,2264,6.2,0,61.5,-25.0,12.91,1.90,3.19,2.5
11.050,2194,6.3,0,61.5,-25.0,12.91,1.86,3.19,2.5
11.090,2174,6.2,0,61.5,-25.0,12.93,1.81,3.19,2.5
11.130,2175,6.3,0,61.5,-25.0,12.93,1.77,3.20,2.5
11.170,2153,6.3,0,61.5,-25.0,12.92,1.77,3.19,2.5
11.210,2060,6.3,0,61.5,-25.0,12.91,1.68,3.20,2.5
11.250,2120,6.4,0,61.5,-25.0,12.93,1.72,3.20,2.5
11.290,2149,6.4,0,61.5,-25.0,12.92,1.73,3.20,2.5
11.330,2120,6.4,0,61.5,-25.0,12.93,1.72,3.21,2.5
11.370,2194,6.4,0,61.5,-25.0,12.92,1.78,3.20,2.5
11.410,2126,6.4,0,61.5,-25.0,12.92,1.71,3.20,2.5
11.450,2139,6.4,0,61.5,-25.0,12.93,1.73,3.20,2.5
11.490,2248,6.4,0,61.5,-25.0,12.92,1.84,3.20,2.5
11.530,2197,6.5,0,61.6,-25.0,12.91,1.80,3.20,2.5
11.570,2238,6.4,0,61.6,-25.0,12.92,1.86,3.20,2.5
11.610,2242,6.4,0,61.6,-25.0,12.92,1.85,3.19,2.5
11.650,2142,6.5,0,61.6,-25.0,12.93,1.78,3.19,2.5
11.690,2165,6.5,0,61.6,-25.0,12.92,1.78,3.20,2.5
11.730,2117,6.4,0,61.6,-25.0,12.93,1.76,3.20,2.5
11.770,2076,6.4,0,61.6,-25.0,12.93,1.70,3.20,2.5
11.810,2105,6.5,0,61.6,-25.0,12.93,1.71,3.21,2.5
11.850,2066,6.5,0,61.6,-25.0,12.92,1.68,3.21,2.5
11.890,2072,6.5,0,61.6,-25.0,12.94,1.70,3.21,2.5
11.930,2110,6.4,0,61.6,-25.0,12.94,1.72,3.20,2.5
11.970,2097,6.5,0,61.6,-25.0,12.93,1.70,3.21,2.5
12.010,2120,6.5,0,61.6,-25.0,12.93,1.71,3.21,2.5
12.050,2042,6.5,0,61.7,-25.0,12.92,1.66,3.21,2.5
12.090,2086,6.5,0,61.7,-25.0,12.95,1.68,3.20,2.5
12.130,2175,6.5,0,61.7,-25.0,12.94,1.76,3.20,2.5
12.170,2075,6.5,0,61.7,-25.0,12.93,1.65,3.20,2.5
12.210,2194,6.5,0,61.7,-25.0,12.92,1.76,3.21,2.5
12.250,2249,6.4,0,61.7,-25.0,12.92,1.84,3.20,2.5
12.290,2260,6.5,0,61.7,-25.0,12.92,1.85,3.20,2.5
12.330,2335,6.5,0,61.7,-25.0,12.92,1.96,3.19,2.5
12.370,2304,6.5,0,61.7,-25.0,12.93,1.96,3.18,2.5
12.410,2308,6.4,0,61.7,-25.0,12.94,1.97,3.18,2.5
12.450,2258,6.5,0,61.7,-25.0,12.94,1.91,3.19,2.5
12.490,2176,6.5,0,61.8,-25.0,12.94,1.83,3.19,2.5
12.530,2196,6.5,0,61.8,-25.0,12.94,1.84,3.20,2.5
12.570,2134,6.5,0,61.8,-25.0,12.94,1.77,3.20,2.5
12.610,2094,6.5,0,61.8,-25.0,12.95,1.71,3.21,2.5
12.650,2140,6.5,0,61.8,-25.0,12.94,1.77,3.20,2.5
12.690,2100,6.5,0,61.8,-25.0,12.95,1.72,3.21,2.5
12.730,2048,6.5,0,61.8,-25.0,12.93,1.64,3.21,2.5
12.770,1987,6.5,0,61.8,-25.0,12.94,1.61,3.21,2.5
12.810,1957,6.5,0,61.8,-25.0,12.93,1.57,3.22,2.5
12.850,1963,6.5,0,61.8,-25.0,12.93,1.54,3.22,2.5
12.890,1959,6.5,0,61.8,-25.0,12.95,1.55,3.22,2.5
12.930,2019,6.5,0,61.8,-25.0,12.95,1.58,3.22,2.5
12.970,1977,6.5,0,61.8,-25.0,12.94,1.55,3.22,2.5
13.010,1960,6.5,0,61.8,-25.0,12.92,1.57,3.22,2.5
13.050,2032,6.5,0,61.8,-25.0,12.94,1.62,3.22,2.5
13.090,2029,6.5,0,61.8,-25.0,12.94,1.60,3.22,2.5
13.130,2098,6.5,0,61.9,-25.0,12.95,1.68,3.22,2.5
13.170,2163,6.5,0,61.9,-25.0,12.96,1.75,3.21,2.5
13.210,2088,6.5,0,61.9,-25.0,12.95,1.69,3.21,2.5
13.250,2129,6.5,0,61.9,-25.0,12.94,1.72,3.21,2.5
13.290,2080,6.5,0,61.9,-25.0,12.95,1.68,3.21,2.5
13.330,2029,6.5,0,61.9,-25.0,12.95,1.63,3.21,2.5
13.370,2053,6.5,0,61.9,-25.0,12.95,1.66,3.21,2.5
13.410,2032,6.5,0,61.9,-25.0,12.95,1.65,3.21,2.5
13.450,2072,6.5,0,61.9,-25.0,12.95,1.67,3.21,2.5
13.490,2093,6.5,0,61.9,-25.0,12.95,1.68,3.21,2.5
13.530,2030,6.5,0,61.9,-25.0,12.96,1.66,3.21,2.5
13.570,2027,6.5,0,61.9,-25.0,12.95,1.63,3.21,2.5
13.610,2026,6.5,0,61.9,-25.0,12.95,1.61,3.22,2.5
13.650,2056,6.5,0,62.0,-25.0,12.96,1.66,3.22,2.5
13.690,2104,6.5,0,62.0,-25.0,12.95,1.70,3.21,2.5
13.730,2043,6.5,0,62.0,-25.0,12.95,1.66,3.21,2.5
13.770,2017,6.5,0,62.0,-25.0,12.95,1.66,3.21,2.5
13.810,2079,6.5,0,62.0,-25.0,12.96,1.67,3.22,2.5
13.850,2046,6.5,0,62.0,-25.0,12.96,1.65,3.21,2.5
13.890,2033,6.5,0,62.0,-25.0,12.96,1.66,3.21,2.5
13.930,2067,6.5,0,62.0,-25.0,12.96,1.68,3.22,2.5
13.970,2045,6.5,0,62.0,-25.0,12.95,1.59,3.22,2.5
14.010,2000,6.5,0,62.0,-25.0,12.95,1.59,3.22,2.5
14.050,2028,6.5,0,62.0,-25.0,12.95,1.60,3.22,2.5
14.090,1964,6.5,0,62.0,-25.0,12.95,1.55,3.22,2.5
14.130,2053,6.5,0,62.1,-25.0,12.96,1.62,3.22,2.5
14.170,2034,6.5,0,62.1,-25.0,12.95,1.61,3.22,2.5
14.210,1956,6.5,0,62.1,-25.0,12.95,1.55,3.22,2.5
14.250,1990,6.5,0,62.1,-25.0,12.96,1.61,3.22,2.5
14.290,1962,6.5,0,62.1,-25.0,12.95,1.57,3.22,2.5
14.330,1911,6.5,0,62.1,-25.0,12.94,1.50,3.22,2.5
14.370,2059,6.5,0,62.1,-25.0,12.96,1.65,3.22,2.5
14.410,2045,6.5,0,62.1,-25.0,12.96,1.62,3.22,2.5
14.450,2002,6.5,0,62.1,-25.0,12.97,1.64,3.22,2.5
14.490,2064,6.5,0,62.1,-25.0,12.97,1.68,3.22,2.5
14.530,1993,6.5,0,62.1,-25.0,12.95,1.59,3.21,2.5
14.570,2001,6.5,0,62.1,-25.0,12.97,1.63,3.22,2.5
14.610,2053,6.5,0,62.1,-25.0,12.97,1.68,3.22,2.5
