TIME,RPM,TPS,Marcha,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível
107.010,1833,5.0,0,84.1,-25.0,13.09,1.40,3.24,2.5
107.050,1869,5.0,0,84.1,-25.0,13.08,1.40,3.24,2.5
107.090,1857,5.0,0,84.1,-25.0,13.07,1.40,3.23,2.5
107.130,1885,5.0,0,84.1,-25.0,13.07,1.43,3.23,2.5
107.170,1810,5.0,0,84.1,-25.0,13.09,1.33,3.23,2.5
107.210,1821,5.0,0,84.2,-25.0,13.08,1.38,3.24,2.5
107.250,1838,4.9,0,84.2,-25.0,13.08,1.37,3.24,2.5
107.290,1846,5.0,0,84.2,-25.0,13.10,1.39,3.23,2.5
107.330,1845,4.9,0,84.2,-25.0,13.09,1.39,3.23,2.5
107.370,1851,5.0,0,84.2,-25.0,13.07,1.40,3.24,2.5
107.410,1837,4.9,0,84.2,-25.0,13.09,1.36,3.24,2.5
107.450,1805,5.0,0,84.2,-25.0,13.09,1.35,3.23,2.5
107.490,1827,4.9,0,84.2,-25.0,13.07,1.35,3.24,2.5
107.530,1823,5.0,0,84.2,-25.0,13.08,1.37,3.23,2.5
107.570,1862,5.0,0,84.2,-25.0,13.10,1.41,3.23,2.5
107.610,1876,5.0,0,84.2,-25.0,13.09,1.41,3.23,2.5
107.650,1861,5.0,0,84.2,-25.0,13.08,1.37,3.24,2.5
107.690,1786,5.0,0,84.2,-25.0,13.08,1.32,3.24,2.5
107.730,1801,5.0,0,84.2,-25.0,13.09,1.38,3.24,2.5
107.770,1842,5.0,0,84.2,-25.0,13.09,1.37,3.23,2.5
107.810,1809,5.0,0,84.3,-25.0,13.08,1.33,3.24,2.5
107.850,1796,5.0,0,84.3,-25.0,13.10,1.35,3.24,2.5
107.890,1850,5.0,0,84.3,-25.0,13.08,1.37,3.24,2.5
107.930,1830,5.0,0,84.3,-25.0,13.09,1.37,3.24,2.5
107.970,1811,5.0,0,84.3,-25.0,13.09,1.31,3.24,2.5
108.010,1850,5.0,0,84.3,-25.0,13.07,1.39,3.24,2.5
108.050,1844,5.0,0,84.3,-25.0,13.08,1.38,3.23,2.5
108.090,1828,5.0,0,84.3,-25.0,13.09,1.36,3.24,2.5
108.130,1825,5.0,0,84.3,-25.0,13.10,1.36,3.24,2.5
108.170,1819,5.0,0,84.3,-25.0,13.08,1.34,3.23,2.5
108.210,1817,5.0,0,84.4,-25.0,13.09,1.36,3.24,2.5
108.250,1764,5.0,0,84.4,-25.0,13.09,1.31,3.24,2.5
108.290,1814,5.0,0,84.4,-25.0,13.08,1.41,3.24,2.5
108.330,1861,5.0,0,84.4,-25.0,13.08,1.41,3.23,2.5
108.370,1821,5.0,0,84.4,-25.0,13.09,1.35,3.24,2.5
108.410,1810,5.0,0,84.4,-25.0,13.09,1.35,3.24,2.5
108.450,1806,5.0,0,84.4,-25.0,13.07,1.35,3.24,2.5
108.490,1800,5.0,0,84.4,-25.0,13.09,1.35,3.23,2.5
108.530,1846,5.0,0,84.4,-25.0,13.08,1.43,3.23,2.5
108.570,1881,5.0,0,84.4,-25.0,13.08,1.37,3.24,2.5
108.610,1829,4.9,0,84.5,-25.0,13.07,1.36,3.24,2.5
108.650,1787,5.0,0,84.5,-25.0,13.08,1.30,3.24,2.5
108.690,1781,5.0,0,84.5,-25.0,13.10,1.30,3.24,2.5
108.730,1843,5.0,0,84.5,-25.0,13.08,1.37,3.24,2.5
108.770,1819,5.0,0,84.5,-25.0,13.08,1.33,3.24,2.5
108.810,1813,5.1,0,84.5,-25.0,13.08,1.38,3.24,2.5
108.850,1814,5.1,0,84.5,-25.0,13.09,1.34,3.24,2.5
108.890,1826,5.1,0,84.5,-25.0,13.08,1.33,3.24,2.5
108.930,1795,5.1,0,84.5,-25.0,13.09,1.35,3.24,2.5
108.970,1811,5.2,0,84.5,-25.0,13.09,1.33,3.24,2.5
109.010,1859,5.1,0,84.5,-25.0,13.08,1.42,3.24,2.5
109.050,1824,5.2,0,84.5,-25.0,13.08,1.35,3.24,2.5
109.090,1748,5.1,0,84.5,-25.0,13.08,1.26,3.24,2.5
109.130,1829,5.2,0,84.5,-25.0,13.09,1.40,3.24,2.5
109.170,1863,5.2,0,84.5,-25.0,13.08,1.37,3.24,2.5
109.210,1814,5.1,0,84.6,-25.0,13.08,1.38,3.24,2.5
109.250,1796,5.2,0,84.6,-25.0,13.10,1.33,3.24,2.5
109.290,1804,5.2,0,84.6,-25.0,13.08,1.34,3.24,2.5
109.330,1830,5.1,0,84.6,-25.0,13.10,1.38,3.24,2.5
109.370,1788,5.1,0,84.6,-25.0,13.09,1.32,3.24,2.5
109.410,1807,5.1,0,84.6,-25.0,13.08,1.40,3.24,2.5
109.450,1872,5.1,0,84.6,-25.0,13.07,1.42,3.25,2.5
109.490,1828,5.1,0,84.6,-25.0,13.08,1.30,3.24,2.5
109.530,1801,5.2,0,84.6,-25.0,13.09,1.36,3.24,2.5
109.570,1825,5.1,0,84.6,-25.0,13.09,1.38,3.24,2.5
109.610,1856,5.2,0,84.7,-25.0,13.10,1.42,3.23,2.5
109.650,1773,5.2,0,84.7,-25.0,13.09,1.29,3.24,2.5
109.690,1809,5.1,0,84.7,-25.0,13.08,1.34,3.25,2.5
109.730,1828,5.2,0,84.7,-25.0,13.09,1.37,3.24,2.5
109.770,1796,5.1,0,84.7,-25.0,13.09,1.33,3.24,2.5
109.810,1834,5.2,0,84.7,-25.0,13.07,1.40,3.24,2.5
109.850,1858,5.1,0,84.7,-25.0,13.08,1.38,3.25,2.5
109.890,1842,5.1,0,84.7,-25.0,13.09,1.35,3.24,2.5
109.930,1844,5.1,0,84.7,-25.0,13.07,1.43,3.24,2.5
109.970,1847,5.1,0,84.7,-25.0,13.08,1.37,3.24,2.5
110.010,1816,5.1,0,84.7,-25.0,13.09,1.36,3.24,2.5
110.050,1797,5.2,0,84.7,-25.0,13.10,1.31,3.24,2.5
110.090,1803,5.2,0,84.8,-25.0,13.07,1.31,3.23,2.5
110.130,1827,5.1,0,84.8,-25.0,13.09,1.38,3.24,2.5
110.170,1851,5.2,0,84.8,-25.0,13.09,1.39,3.24,2.5
110.210,1860,5.2,0,84.8,-25.0,13.08,1.37,3.24,2.5
110.250,1781,5.1,0,84.8,-25.0,13.07,1.31,3.24,2.5
110.290,1785,5.2,0,84.8,-25.0,13.08,1.32,3.24,2.5
110.330,1874,5.2,0,84.8,-25.0,13.08,1.45,3.24,2.5
110.370,1889,5.2,0,84.8,-25.0,13.09,1.39,3.23,2.5
110.410,1809,5.2,0,84.8,-25.0,13.10,1.36,3.24,2.5
110.450,1867,5.1,0,84.8,-25.0,13.08,1.43,3.23,2.5
110.490,1841,5.2,0,84.8,-25.0,13.08,1.35,3.24,2.5
110.530,1796,5.2,0,84.8,-25.0,13.10,1.36,3.24,2.5
110.570,1833,5.2,0,84.8,-25.0,13.08,1.36,3.24,2.5
110.610,1819,5.2,0,84.9,-25.0,13.07,1.38,3.24,2.5
110.650,1825,5.2,0,84.9,-25.0,13.08,1.39,3.24,2.5
110.690,1849,5.2,0,84.9,-25.0,13.09,1.38,3.24,2.5
110.730,1852,5.2,0,84.9,-25.0,13.08,1.40,3.24,2.5
110.770,1850,5.2,0,84.9,-25.0,13.08,1.38,3.24,2.5
110.810,1818,5.2,0,84.9,-25.0,13.09,1.37,3.24,2.5
110.850,1857,5.2,0,84.9,-25.0,13.08,1.42,3.24,2.5
110.890,1876,5.2,0,84.9,-25.0,13.09,1.40,3.24,2.5
110.930,1815,5.2,0,84.9,-25.0,13.08,1.37,3.24,2.5
110.970,1832,5.3,0,84.9,-25.0,13.09,1.35,3.24,2.5
111.010,1828,5.2,0,84.9,-25.0,13.09,1.38,3.24,2.5
111.050,1848,5.3,0,84.9,-25.0,13.08,1.38,3.24,2.5
111.090,1794,5.3,0,84.9,-25.0,13.08,1.33,3.24,2.5
111.130,1850,5.2,0,84.9,-25.0,13.09,1.40,3.24,2.5
111.170,1898,5.3,0,84.9,-25.0,13.08,1.45,3.24,2.5
111.210,1867,5.3,0,84.9,-25.0,13.09,1.41,3.23,2.5
111.250,1824,5.3,0,84.9,-25.0,13.08,1.38,3.24,2.5
111.290,1856,5.3,0,84.9,-25.0,13.08,1.42,3.24,2.5
111.330,1909,5.3,0,84.9,-25.0,13.08,1.46,3.23,2.5
111.370,1881,5.2,0,84.9,-25.0,13.09,1.38,3.24,2.5
111.410,1851,5.3,0,84.9,-25.0,13.08,1.37,3.24,2.5
111.450,1907,5.2,0,85.0,-25.0,12.74,1.46,3.22,2.5
111.490,1854,5.2,0,85.0,-25.0,12.69,1.34,3.21,2.5
111.530,1784,5.2,0,85.0,-25.0,12.71,1.37,3.21,2.5
111.570,1887,5.3,0,85.0,-25.0,12.72,1.51,3.21,2.5
111.610,1911,5.2,0,85.0,-25.0,12.72,1.45,3.22,2.5
111.650,1848,5.2,0,85.0,-25.0,12.74,1.41,3.22,2.5
111.690,1909,5.2,0,85.0,-25.0,12.75,1.48,3.21,2.5
111.730,1934,5.2,0,85.0,-25.0,12.77,1.47,3.22,2.5
111.770,1882,5.1,0,85.0,-25.0,12.77,1.41,3.22,2.5
111.810,1886,5.1,0,85.0,-25.0,12.78,1.45,3.22,2.5
111.850,1918,5.2,0,85.1,-25.0,12.78,1.46,3.21,2.5
111.890,1871,5.2,0,85.1,-25.0,12.80,1.41,3.22,2.5
111.930,1942,5.2,0,85.1,-25.0,12.81,1.49,3.22,2.5
111.970,1900,5.3,0,85.1,-25.0,12.82,1.46,3.22,2.5
112.010,1872,5.3,0,85.1,-25.0,12.82,1.42,3.22,2.5
112.050,1901,5.2,0,85.1,-25.0,12.84,1.50,3.22,2.5
112.090,1863,5.2,0,85.1,-25.0,12.84,1.41,3.22,2.5
112.130,1874,5.2,0,85.1,-25.0,12.85,1.41,3.22,2.5
112.170,1910,5.3,0,85.1,-25.0,12.86,1.49,3.22,2.5
112.210,1975,5.2,0,85.1,-25.0,12.86,1.50,3.22,2.5
112.250,1916,5.0,0,85.1,-25.0,12.85,1.44,3.22,2.5
112.290,1894,4.8,0,85.1,-25.0,12.86,1.46,3.22,2.5
112.330,1853,5.4,0,85.1,-25.0,12.86,1.38,3.22,2.5
112.370,1909,5.5,0,85.1,-25.0,12.86,1.46,3.22,2.5
112.410,1940,5.6,0,85.1,-25.0,12.86,1.46,3.22,2.5
112.450,1864,5.5,0,85.1,-25.0,12.87,1.38,3.22,2.5
112.490,1875,5.5,0,85.1,-25.0,12.87,1.48,3.22,2.5
112.530,1931,5.5,0,85.1,-25.0,12.87,1.47,3.22,2.5
112.570,1918,5.5,0,85.1,-25.0,12.88,1.47,3.22,2.5
112.610,1912,5.5,0,85.2,-25.0,12.89,1.47,3.22,2.5
112.650,1902,5.4,0,85.2,-25.0,12.88,1.45,3.23,2.5
112.690,1904,5.5,0,85.2,-25.0,12.88,1.48,3.22,2.5
112.730,1916,5.5,0,85.2,-25.0,12.90,1.49,3.23,2.5
112.770,1896,5.5,0,85.2,-25.0,12.90,1.43,3.22,2.5
112.810,1909,5.5,0,85.2,-25.0,12.89,1.47,3.22,2.5
112.850,1919,5.5,0,85.2,-25.0,12.89,1.45,3.22,2.5
112.890,1881,5.5,0,85.2,-25.0,12.90,1.47,3.22,2.5
112.930,1909,5.4,0,85.2,-25.0,12.89,1.45,3.22,2.5
112.970,1896,5.5,0,85.2,-25.0,12.89,1.43,3.23,2.5
113.010,1918,5.5,0,85.2,-25.0,12.91,1.48,3.22,2.5
113.050,1908,5.5,0,85.2,-25.0,12.92,1.46,3.22,2.5
113.090,1931,5.5,0,85.2,-25.0,12.91,1.47,3.23,2.5
113.130,1957,5.4,0,85.2,-25.0,12.90,1.50,3.22,2.5
113.170,1893,5.5,0,85.2,-25.0,12.91,1.43,3.22,2.5
113.210,1887,5.5,0,85.2,-25.0,12.91,1.42,3.22,2.5
113.250,1893,5.4,0,85.2,-25.0,12.89,1.43,3.22,2.5
113.290,1855,5.5,0,85.2,-25.0,12.91,1.38,3.22,2.5
113.330,1898,5.5,0,85.2,-25.0,12.91,1.48,3.23,2.5
113.370,1939,5.5,0,85.2,-25.0,12.90,1.46,3.23,2.5
113.410,1894,5.5,0,85.3,-25.0,12.89,1.39,3.22,2.5
113.450,1944,5.5,0,85.3,-25.0,12.91,1.52,3.23,2.5
113.490,1938,5.4,0,85.3,-25.0,12.90,1.45,3.23,2.5
113.530,1884,5.5,0,85.3,-25.0,12.89,1.38,3.23,2.5
113.570,1848,5.5,0,85.3,-25.0,12.91,1.40,3.23,2.5
113.610,1896,5.5,0,85.3,-25.0,12.90,1.48,3.23,2.5
113.650,1910,5.5,0,85.3,-25.0,12.90,1.47,3.23,2.5
113.690,1867,5.5,0,85.3,-25.0,12.91,1.40,3.23,2.5
113.730,1866,5.5,0,85.3,-25.0,12.90,1.39,3.23,2.5
113.770,1900,5.5,0,85.3,-25.0,12.90,1.48,3.23,2.5
113.810,1892,5.5,0,85.3,-25.0,12.91,1.45,3.23,2.5
113.850,1912,5.5,0,85.3,-25.0,12.90,1.43,3.22,2.5
113.890,1868,5.5,0,85.3,-25.0,12.89,1.43,3.23,2.5
113.930,1850,5.4,0,85.3,-25.0,12.91,1.39,3.22,2.5
113.970,1908,5.5,0,85.3,-25.0,12.90,1.47,3.23,2.5
114.010,1943,5.4,0,85.3,-25.0,12.91,1.48,3.22,2.5
114.050,1902,5.5,0,85.3,-25.0,12.91,1.42,3.23,2.5
114.090,1889,5.5,0,85.3,-25.0,12.91,1.47,3.22,2.5
114.130,1859,5.5,0,85.3,-25.0,12.89,1.38,3.23,2.5
114.170,1828,5.5,0,85.3,-25.0,12.90,1.37,3.23,2.5
114.210,1883,5.5,0,85.3,-25.0,12.89,1.44,3.22,2.5
114.250,1884,5.4,0,85.4,-25.0,12.91,1.41,3.22,2.5
114.290,1867,5.5,0,85.3,-25.0,12.90,1.40,3.23,2.5
114.330,1843,5.5,0,85.4,-25.0,12.90,1.39,3.23,2.5
114.370,1896,5.5,0,85.4,-25.0,12.91,1.41,3.23,2.5
114.410,1901,5.4,0,85.4,-25.0,12.89,1.47,3.22,2.5
114.450,1883,5.5,0,85.4,-25.0,12.89,1.41,3.23,2.5
114.490,1856,5.5,0,85.4,-25.0,12.91,1.40,3.23,2.5
114.530,1876,5.5,0,85.4,-25.0,12.89,1.41,3.23,2.5
114.570,1853,5.5,0,85.4,-25.0,12.90,1.34,3.23,2.5
114.610,1834,5.5,0,85.4,-25.0,12.88,1.37,3.23,2.5
114.650,1881,6.0,0,85.4,-25.0,12.91,1.41,3.23,2.5
114.690,1882,6.2,0,85.4,-25.0,12.91,1.41,3.24,2.5
114.730,1887,6.2,0,85.4,-25.0,12.89,1.48,3.23,2.5
114.770,1887,6.2,0,85.4,-25.0,12.91,1.39,3.23,2.5
114.810,1843,6.2,0,85.4,-25.0,12.89,1.39,3.23,2.5
114.850,1855,6.2,0,85.4,-25.0,12.90,1.43,3.23,2.5
114.890,1906,6.3,0,85.4,-25.0,12.91,1.43,3.24,2.5
114.930,1887,6.2,0,85.4,-25.0,12.89,1.45,3.23,2.5
114.970,1886,6.2,0,85.4,-25.0,12.90,1.39,3.22,2.5
115.010,1880,6.3,0,85.4,-25.0,12.91,1.44,3.24,2.5
115.050,1921,6.2,0,85.4,-25.0,12.89,1.49,3.23,2.5
115.090,1864,6.2,0,85.4,-25.0,12.89,1.34,3.24,2.5
115.130,1837,6.2,0,85.4,-25.0,12.89,1.40,3.23,2.5
115.170,1873,6.2,0,85.4,-25.0,12.89,1.40,3.24,2.5
115.210,1885,6.3,0,85.4,-25.0,12.91,1.44,3.23,2.5
115.250,1897,6.2,0,85.4,-25.0,12.89,1.45,3.24,2.5
115.290,1873,6.3,0,85.4,-25.0,12.89,1.36,3.23,2.5
115.330,1844,6.2,0,85.4,-25.0,12.90,1.41,3.23,2.5
115.370,1883,6.2,0,85.4,-25.0,12.89,1.45,3.23,2.5
115.410,1876,6.2,0,85.4,-25.0,12.91,1.39,3.23,2.5
115.450,1864,6.2,0,85.4,-25.0,12.89,1.41,3.24,2.5
115.490,1858,6.2,0,85.4,-25.0,12.89,1.40,3.23,2.5
115.530,1864,5.9,0,85.4,-25.0,12.90,1.41,3.23,2.5
115.570,1885,5.3,0,85.5,-25.0,12.89,1.42,3.23,2.5
115.610,1850,3.5,0,85.5,-25.0,12.90,1.36,3.22,2.5
115.650,1798,3.0,0,85.5,-25.0,12.90,1.32,3.23,2.5
115.690,1830,3.0,0,85.5,-25.0,12.89,1.37,3.23,2.5
115.730,1854,3.0,0,85.5,-25.0,12.88,1.38,3.22,2.5
115.770,1840,3.0,0,85.5,-25.0,12.89,1.37,3.22,2.5
115.810,1860,3.0,0,85.5,-25.0,12.89,1.40,3.22,2.5
115.850,1871,3.0,0,85.5,-25.0,12.90,1.40,3.21,2.5
115.890,1831,2.9,0,85.5,-25.0,12.89,1.38,3.21,2.5
115.930,1802,2.9,0,85.5,-25.0,12.88,1.35,3.21,2.5
115.970,1786,3.0,0,85.5,-25.0,12.90,1.34,3.22,2.5
116.010,1809,3.0,0,85.5,-25.0,12.90,1.33,3.22,2.5
116.050,1787,3.0,0,85.5,-25.0,12.90,1.34,3.22,2.5
116.090,1795,3.0,0,85.5,-25.0,12.88,1.34,3.22,2.5
116.130,1788,3.0,0,85.5,-25.0,12.88,1.34,3.22,2.5
116.170,1806,3.0,0,85.5,-25.0,12.88,1.35,3.22,2.5
116.210,1821,3.0,0,85.5,-25.0,12.90,1.31,3.22,2.5
116.250,1789,3.0,0,85.5,-25.0,12.90,1.32,3.23,2.5
116.290,1779,3.0,0,85.5,-25.0,12.90,1.27,3.22,2.5
116.330,1749,3.0,0,85.5,-25.0,12.91,1.29,3.22,2.5
116.370,1765,3.0,0,85.5,-25.0,12.89,1.30,3.22,2.5
116.410,1736,3.0,0,85.5,-25.0,12.88,1.23,3.22,2.5
116.450,1674,3.0,0,85.5,-25.0,12.91,1.22,3.22,2.5
116.490,1771,3.0,0,85.5,-25.0,12.89,1.30,3.23,2.5
116.530,1745,3.0,0,85.5,-25.0,12.88,1.24,3.23,2.5
116.570,1660,2.9,0,85.5,-25.0,12.91,1.18,3.23,2.5
116.610,1657,3.0,0,85.5,-25.0,12.89,1.21,3.23,2.5
116.650,1693,3.2,0,85.5,-25.0,12.89,1.23,3.23,2.5
116.690,1738,3.6,0,85.5,-25.0,12.89,1.26,3.22,2.5
116.730,1744,3.7,0,85.5,-25.0,12.91,1.20,3.23,2.5
116.770,1687,3.8,0,85.5,-25.0,12.89,1.15,3.23,2.5
116.810,1651,3.8,0,85.5,-25.0,12.88,1.23,3.24,2.5
116.850,1706,3.8,0,85.5,-25.0,12.89,1.25,3.23,2.5
116.890,1679,3.8,0,85.5,-25.0,12.89,1.21,3.24,2.5
116.930,1672,3.8,0,85.5,-25.0,12.91,1.21,3.24,2.5
116.970,1696,3.8,0,85.5,-25.0,12.88,1.19,3.23,2.5
117.010,1639,3.9,0,85.5,-25.0,12.89,1.08,3.24,2.5
117.050,1582,4.8,0,85.5,-25.0,12.89,1.21,3.24,2.5
117.090,1765,4.9,0,85.5,-25.0,12.91,1.29,3.24,2.5
117.130,1692,4.9,0,85.5,-25.0,12.87,1.23,3.24,2.5
117.170,1595,4.9,0,85.5,-25.0,12.89,1.12,3.25,2.5
117.210,1583,5.0,0,85.5,-25.0,12.89,1.11,3.24,2.5
117.250,1704,4.9,0,85.5,-25.0,12.88,1.24,3.24,2.5
117.290,1743,5.0,0,85.5,-25.0,12.89,1.26,3.23,2.5
117.330,1649,5.0,0,85.5,-25.0,12.89,1.17,3.25,2.5
117.370,1557,5.1,0,85.5,-25.0,12.89,1.06,3.25,2.5
117.410,1669,5.1,0,85.5,-25.0,12.89,1.23,3.25,2.5
117.450,1691,5.2,0,85.5,-25.0,12.90,1.20,3.24,2.5
117.490,1575,5.3,0,85.5,-25.0,12.90,1.09,3.24,2.5
117.530,1564,9.1,0,85.5,-25.0,12.90,1.09,3.25,2.5
117.570,1729,9.9,0,85.5,-25.0,12.88,1.29,3.25,2.5
117.610,1692,10.0,0,85.5,-25.0,12.90,1.21,3.26,2.5
117.650,1687,10.0,0,85.5,-25.0,12.88,1.24,3.26,2.5
117.690,1677,10.0,0,85.5,-25.0,12.91,1.18,3.27,2.5
117.730,1646,10.0,0,85.5,-25.0,12.90,1.17,3.26,2.5
117.770,1689,10.0,0,85.5,-25.0,12.87,1.23,3.26,2.5
117.810,1723,10.0,0,85.5,-25.0,12.90,1.25,3.27,2.5
117.850,1716,9.9,0,85.5,-25.0,12.90,1.25,3.26,2.5
117.890,1727,9.9,0,85.5,-25.0,12.89,1.27,3.26,2.5
117.930,1775,10.0,0,85.5,-25.0,12.88,1.32,3.26,2.5
117.970,1745,10.0,0,85.5,-25.0,12.90,1.24,3.27,2.5
118.010,1703,10.0,0,85.5,-25.0,12.89,1.24,3.27,2.5
118.050,1829,10.0,0,85.5,-25.0,12.89,1.37,3.26,2.5
118.090,1758,10.0,0,85.5,-25.0,12.89,1.26,3.27,2.5
118.130,1764,10.0,0,85.5,-25.0,12.89,1.32,3.27,2.5
118.170,1780,10.0,0,85.5,-25.0,12.90,1.31,3.27,2.5
118.210,1704,10.0,0,85.5,-25.0,12.89,1.23,3.26,2.5
118.250,1828,9.8,0,85.5,-25.0,12.90,1.42,3.26,2.5
118.290,1901,5.0,0,85.5,-25.0,12.90,1.36,3.26,2.5
118.330,1739,4.8,0,85.5,-25.0,12.88,1.23,3.25,2.5
118.370,1683,5.7,0,85.5,-25.0,12.90,1.29,3.24,2.5
118.410,1829,6.2,0,85.5,-25.0,12.90,1.42,3.24,2.5
118.450,1746,6.3,0,85.5,-25.0,12.88,1.27,3.24,2.5
118.490,1740,6.2,0,85.5,-25.0,12.89,1.26,3.24,2.5
118.530,1807,6.3,0,85.5,-25.0,12.90,1.39,3.24,2.5
118.570,1802,6.4,0,85.5,-25.0,12.90,1.32,3.24,2.5
118.610,1790,6.4,0,85.5,-25.0,12.91,1.35,3.24,2.5
118.650,1751,6.3,0,85.5,-25.0,12.89,1.28,3.25,2.5
118.690,1810,6.4,0,85.5,-25.0,12.89,1.34,3.24,2.5
118.730,1810,6.4,0,85.5,-25.0,12.89,1.36,3.24,2.5
118.770,1798,6.4,0,85.5,-25.0,12.90,1.32,3.24,2.5
118.810,1797,6.4,0,85.5,-25.0,12.89,1.37,3.24,2.5
118.850,1766,6.4,0,85.5,-25.0,12.89,1.27,3.24,2.5
118.890,1744,6.4,0,85.5,-25.0,12.89,1.27,3.24,2.5
118.930,1777,6.4,0,85.5,-25.0,12.91,1.31,3.24,2.5
118.970,1806,6.4,0,85.5,-25.0,12.89,1.34,3.24,2.5
119.010,1814,6.4,0,85.5,-25.0,12.89,1.34,3.24,2.5
119.050,1742,6.4,0,85.5,-25.0,12.89,1.28,3.24,2.5
119.090,1798,6.4,0,85.5,-25.0,12.90,1.37,3.24,2.5
119.130,1856,6.3,0,85.5,-25.0,12.88,1.41,3.23,2.5
119.170,1857,6.3,0,85.5,-25.0,12.90,1.33,3.24,2.5
119.210,1767,6.4,0,85.5,-25.0,12.88,1.32,3.24,2.5
119.250,1772,6.4,0,85.5,-25.0,12.89,1.27,3.24,2.5
119.290,1792,6.3,0,85.5,-25.0,12.90,1.35,3.24,2.5
119.330,1857,6.3,0,85.5,-25.0,12.88,1.37,3.24,2.5
119.370,1793,6.3,0,85.5,-25.0,12.89,1.29,3.24,2.5
119.410,1757,6.3,0,85.5,-25.0,12.89,1.35,3.24,2.5
119.450,1826,6.3,0,85.5,-25.0,12.89,1.34,3.24,2.5
119.490,1823,6.3,0,85.5,-25.0,12.89,1.29,3.24,2.5
119.530,1826,6.4,0,85.5,-25.0,12.89,1.37,3.24,2.5
119.570,1840,6.3,0,85.5,-25.0,12.87,1.36,3.24,2.5
119.610,1805,6.3,0,85.5,-25.0,12.89,1.36,3.24,2.5
119.650,1837,6.3,0,85.5,-25.0,12.88,1.38,3.24,2.5
119.690,1804,6.3,0,85.5,-25.0,12.87,1.38,3.24,2.5
119.730,1846,6.4,0,85.5,-25.0,12.90,1.41,3.24,2.5
119.770,1867,6.3,0,85.5,-25.0,12.87,1.38,3.23,2.5
119.810,1835,6.3,0,85.5,-25.0,12.89,1.38,3.24,2.5
119.850,1822,6.3,0,85.5,-25.0,12.90,1.33,3.24,2.5
119.890,1796,6.4,0,85.5,-25.0,12.89,1.33,3.24,2.5
119.930,1865,6.3,0,85.5,-25.0,12.88,1.42,3.24,2.5
119.970,1837,6.3,0,85.5,-25.0,12.89,1.34,3.24,2.5
120.010,1754,6.3,0,85.5,-25.0,12.89,1.30,3.24,2.5
120.050,1814,6.3,0,85.5,-25.0,12.89,1.40,3.24,2.5
120.090,1900,6.4,0,85.5,-25.0,12.89,1.40,3.23,2.5
120.130,1819,6.4,0,85.5,-25.0,12.89,1.34,3.23,2.5
120.170,1864,6.4,0,85.5,-25.0,12.89,1.39,3.24,2.5
120.210,1824,6.3,0,85.5,-25.0,12.89,1.36,3.24,2.5
120.250,1844,6.3,0,85.5,-25.0,12.89,1.34,3.24,2.5
120.290,1810,6.3,0,85.5,-25.0,12.87,1.36,3.23,2.5
120.330,1842,6.3,0,85.5,-25.0,12.89,1.40,3.24,2.5
120.370,1863,6.4,0,85.5,-25.0,12.87,1.38,3.24,2.5
120.410,1853,6.4,0,85.5,-25.0,12.90,1.39,3.24,2.5
120.450,1848,6.3,0,85.5,-25.0,12.87,1.37,3.24,2.5
120.490,1848,6.3,0,85.5,-25.0,12.89,1.40,3.24,2.5
120.530,1861,6.3,0,85.5,-25.0,12.88,1.41,3.23,2.5
120.570,1881,6.4,0,85.5,-25.0,12.88,1.39,3.23,2.5
120.610,1875,6.4,0,85.5,-25.0,12.89,1.42,3.23,2.5
120.650,1863,6.3,0,85.5,-25.0,12.88,1.44,3.23,2.5
120.690,1889,6.3,0,85.5,-25.0,12.88,1.45,3.24,2.5
120.730,1812,6.4,0,85.5,-25.0,12.88,1.37,3.23,2.5
120.770,1881,6.4,0,85.5,-25.0,12.89,1.41,3.24,2.5
120.810,1831,5.7,0,85.5,-25.0,12.87,1.37,3.24,2.5
120.850,1841,5.4,0,85.5,-25.0,12.88,1.39,3.23,2.5
120.890,1851,5.4,0,85.5,-25.0,12.88,1.34,3.23,2.5
120.930,1788,5.5,0,85.5,-25.0,12.89,1.31,3.24,2.5
120.970,1937,5.4,0,85.5,-25.0,12.90,1.50,3.23,2.5
121.010,1919,5.5,0,85.4,-25.0,12.89,1.46,3.23,2.5
121.050,1768,5.5,0,85.4,-25.0,12.87,1.29,3.23,2.5
121.090,1801,5.5,0,85.4,-25.0,12.89,1.34,3.23,2.5
121.130,1846,5.5,0,85.4,-25.0,12.87,1.38,3.23,2.5
121.170,1836,5.5,0,85.4,-25.0,12.88,1.37,3.23,2.5
121.210,1840,8.6,0,85.4,-25.0,12.86,1.39,3.23,2.5
121.250,1801,9.0,0,85.4,-25.0,12.87,1.31,3.23,2.5
121.290,1865,9.0,0,85.4,-25.0,12.88,1.42,3.25,2.5
121.330,1851,8.8,0,85.4,-25.0,12.88,1.38,3.25,2.5
121.370,1799,8.9,0,85.4,-25.0,12.88,1.32,3.24,2.5
121.410,1812,8.9,0,85.4,-25.0,12.89,1.38,3.25,2.5
121.450,1897,8.9,0,85.4,-25.0,12.88,1.41,3.25,2.5
121.490,1868,8.9,0,85.4,-25.0,12.87,1.40,3.25,2.5
121.530,1920,8.9,0,85.4,-25.0,12.89,1.46,3.25,2.5
121.570,1945,8.9,0,85.4,-25.0,12.91,1.47,3.24,2.5
121.610,1978,8.9,0,85.4,-25.0,12.88,1.58,3.24,2.5
