TIME,RPM,TPS,Temp._do_motor,Temp._do_Ar,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível
0.010,262,19.8,74.6,-25.0,9.67,0.06,3.12,2.5
0.050,262,20.8,74.6,-25.0,10.22,0.05,3.18,2.5
0.090,262,20.9,74.6,-25.0,10.34,0.07,3.21,2.5
0.130,263,20.9,74.5,-25.0,9.84,0.05,3.18,2.5
0.170,383,21.0,74.5,-25.0,10.14,0.06,3.18,2.5
0.210,387,20.9,74.6,-25.0,9.66,0.07,3.17,2.5
0.250,387,21.0,74.6,-25.0,9.81,0.07,3.14,2.5
0.290,387,21.0,74.6,-25.0,9.90,0.09,3.18,2.5
0.330,386,20.9,74.6,-25.0,9.39,0.06,3.14,2.5
0.370,311,21.0,74.6,-25.0,9.90,0.10,3.14,2.5
0.410,309,21.0,74.6,-25.0,9.74,0.08,3.16,2.5
0.450,309,21.1,74.6,-25.0,10.15,0.12,3.16,2.5
0.490,489,21.2,74.6,-25.0,10.40,0.09,3.21,2.5
0.530,514,22.9,74.5,-25.0,10.14,0.07,3.20,2.5
0.570,514,23.6,74.5,-25.0,10.42,0.12,3.20,2.5
0.610,512,23.7,74.5,-25.0,10.58,0.11,3.22,2.5
0.650,499,23.7,74.5,-25.0,10.36,0.17,3.22,2.5
0.690,499,23.8,74.5,-25.0,10.59,0.26,3.22,2.5
0.730,499,23.8,74.5,-25.0,10.57,0.23,3.23,2.5
0.770,554,25.4,74.5,-25.0,10.42,0.24,3.20,2.5
0.810,556,30.5,74.5,-25.0,10.64,0.30,3.22,2.5
0.850,671,34.0,74.5,-25.0,10.82,0.32,3.23,2.5
0.890,700,34.8,74.5,-25.0,11.09,0.50,3.24,2.5
0.930,1121,35.0,74.5,-25.0,11.22,0.61,3.26,2.5
0.970,1320,35.1,74.4,-25.0,11.39,0.83,3.26,2.5
1.010,1700,35.1,74.4,-25.0,11.49,1.05,3.27,2.5
1.050,1659,35.1,74.4,-25.0,11.53,1.00,3.27,2.5
1.090,1663,34.7,74.4,-25.0,11.75,1.09,3.25,2.5
1.130,2064,31.7,74.7,-25.0,12.30,1.30,3.22,2.5
1.170,2091,21.5,74.9,-25.0,12.28,1.37,3.22,2.5
1.210,2281,21.0,75.1,-25.0,12.30,1.56,3.21,2.5
1.250,2395,20.9,75.1,-25.0,12.31,1.64,3.20,2.5
1.290,2517,20.9,75.1,-25.0,12.31,1.85,3.21,2.5
1.330,2702,20.9,75.1,-25.0,12.34,2.00,3.20,2.5
1.370,2891,21.0,75.1,-25.0,12.32,2.16,3.20,2.5
1.410,3083,21.3,75.1,-25.0,12.35,2.35,3.19,2.5
1.450,3408,21.5,75.1,-25.0,12.35,2.71,3.17,2.5
1.490,3675,21.6,75.1,-25.0,12.36,3.04,3.16,2.5
1.530,4123,21.7,75.1,-25.0,12.35,3.46,3.15,2.5
1.570,4779,21.8,75.1,-25.0,12.34,4.16,3.08,2.5
1.610,5346,21.7,75.1,-25.0,12.36,4.86,2.96,2.5
1.650,5699,21.7,75.1,-25.0,12.34,5.18,2.97,2.5
1.690,6062,18.6,75.1,-25.0,12.34,5.30,2.97,2.5
1.730,6314,13.8,75.1,-25.0,12.35,5.42,2.94,2.5
1.770,6449,0.8,75.1,-25.0,12.35,5.44,2.87,2.5
1.810,6268,0.3,75.1,-25.0,12.36,5.43,2.77,2.5
1.850,5967,0.2,75.1,-25.0,12.36,5.32,2.73,2.5
1.890,5584,1.7,75.1,-25.0,12.37,5.20,2.70,2.5
1.930,5261,5.0,75.1,-25.0,12.38,5.11,2.69,2.5
1.970,4932,6.4,75.1,-25.0,12.41,4.96,2.71,2.5
2.010,4586,8.9,75.1,-25.0,12.42,4.62,2.73,2.5
2.050,4271,11.5,75.1,-25.0,12.44,4.30,2.77,2.5
2.090,4088,13.1,75.1,-25.0,12.43,3.95,2.84,2.5
2.130,3949,14.9,75.1,-25.0,12.45,3.71,2.91,2.5
2.170,3873,15.6,75.1,-25.0,12.44,3.57,2.96,2.5
2.210,3996,15.9,75.1,-25.0,12.42,3.63,3.00,2.5
2.250,4179,16.1,75.1,-25.0,12.44,3.83,3.03,2.5
2.290,4455,16.1,75.1,-25.0,12.43,4.13,3.02,2.5
2.330,4816,16.2,75.1,-25.0,12.42,4.52,3.00,2.5
2.370,5208,16.2,75.1,-25.0,12.42,5.00,2.97,2.5
2.410,5561,16.3,75.1,-25.0,12.41,5.18,2.95,2.5
2.450,5699,16.3,75.1,-25.0,12.41,5.25,2.93,2.5
2.490,5877,14.8,75.1,-25.0,12.41,5.29,2.92,2.5
2.530,5980,10.2,75.1,-25.0,12.41,5.34,2.89,2.5
2.570,5973,7.3,75.1,-25.0,12.41,5.35,2.84,2.5
2.610,5796,7.0,75.1,-25.0,12.42,5.31,2.79,2.5
2.650,5574,6.9,75.1,-25.0,12.42,5.25,2.78,2.5
2.690,5287,7.0,75.1,-25.0,12.44,5.16,2.78,2.5
2.730,5005,7.0,75.1,-25.0,12.44,5.06,2.77,2.5
2.770,4729,6.9,75.1,-25.0,12.45,4.89,2.76,2.5
2.810,4554,7.0,75.1,-25.0,12.45,4.64,2.77,2.5
2.850,4320,7.0,75.1,-25.0,12.48,4.35,2.78,2.5
2.890,4056,7.0,75.1,-25.0,12.47,4.06,2.75,2.5
2.930,3900,7.2,75.1,-25.0,12.48,3.84,2.82,2.5
2.970,3695,7.5,75.1,-25.0,12.49,3.48,2.86,2.5
3.010,3552,7.7,75.1,-25.0,12.48,3.26,2.89,2.5
3.050,3420,7.9,75.1,-25.0,12.47,3.08,2.91,2.5
3.090,3383,8.1,75.1,-25.0,12.48,3.08,2.93,2.5
3.130,3314,8.1,75.1,-25.0,12.48,2.91,2.93,2.5
3.170,3302,8.2,75.1,-25.0,12.50,2.95,2.95,2.5
3.210,3399,8.3,75.1,-25.0,12.48,2.96,2.95,2.5
3.250,3328,8.3,75.1,-25.0,12.49,2.94,2.93,2.5
3.290,3407,8.4,75.1,-25.0,12.49,3.00,2.94,2.5
3.330,3357,8.4,75.1,-25.0,12.50,2.93,2.97,2.5
3.370,3395,8.4,75.2,-25.0,12.49,2.98,2.97,2.5
3.410,3417,8.4,75.1,-25.0,12.49,3.01,2.97,2.5
3.450,3413,8.4,75.2,-25.0,12.49,3.05,2.97,2.5
3.490,3478,8.4,75.2,-25.0,12.49,3.12,2.97,2.5
3.530,3472,8.4,75.2,-25.0,12.50,3.10,2.97,2.5
3.570,3542,8.4,75.2,-25.0,12.49,3.16,2.97,2.5
3.610,3577,8.5,75.2,-25.0,12.51,3.18,2.95,2.5
3.650,3631,8.5,75.2,-25.0,12.51,3.28,2.97,2.5
3.690,3659,8.5,75.2,-25.0,12.51,3.33,2.92,2.5
3.730,3685,8.5,75.2,-25.0,12.51,3.38,2.94,2.5
3.770,3742,8.5,75.2,-25.0,12.51,3.43,2.87,2.5
3.810,3778,8.6,75.2,-25.0,12.51,3.47,2.82,2.5
3.850,3801,8.5,75.2,-25.0,12.52,3.52,2.78,2.5
3.890,3819,8.6,75.2,-25.0,12.52,3.54,2.84,2.5
3.930,3849,8.5,75.2,-25.0,12.51,3.55,2.87,2.5
3.970,3870,8.4,75.2,-25.0,12.52,3.61,2.89,2.5
4.010,3884,8.5,75.2,-25.0,12.52,3.62,2.84,2.5
4.050,3915,8.5,75.2,-25.0,12.52,3.67,2.82,2.5
4.090,3931,8.5,75.2,-25.0,12.52,3.68,2.83,2.5
4.130,3998,8.5,75.2,-25.0,12.52,3.75,2.83,2.5
4.170,4072,8.5,75.2,-25.0,12.53,3.84,2.84,2.5
4.210,4129,8.5,75.2,-25.0,12.52,3.91,2.79,2.5
4.250,4189,8.6,75.2,-25.0,12.52,4.00,2.84,2.5
4.290,4306,8.5,75.2,-25.0,12.52,4.13,2.84,2.5
4.330,4387,8.5,75.2,-25.0,12.52,4.22,2.78,2.5
4.370,4509,8.6,75.2,-25.0,12.52,4.38,2.78,2.5
4.410,4665,8.5,75.2,-25.0,12.52,4.54,2.75,2.5
4.450,4788,8.6,75.2,-25.0,12.51,4.71,2.76,2.5
4.490,4853,7.9,75.2,-25.0,12.52,4.81,2.78,2.5
4.530,4866,7.5,75.2,-25.0,12.52,4.90,2.73,2.5
4.570,4831,7.4,75.2,-25.0,12.53,4.87,2.72,2.5
4.610,4769,7.3,75.3,-25.0,12.53,4.83,2.70,2.5
4.650,4738,7.0,75.3,-25.0,12.53,4.81,2.74,2.5
4.690,4693,2.5,75.3,-25.0,12.54,4.67,2.69,2.5
4.730,4543,2.1,75.3,-25.0,12.53,4.57,2.65,2.5
4.770,4338,2.0,75.3,-25.0,12.54,4.38,2.61,2.5
4.810,4119,1.9,75.3,-25.0,12.55,4.09,2.65,2.5
4.850,3881,1.9,75.3,-25.0,12.55,3.82,2.61,2.5
4.890,3645,1.9,75.3,-25.0,12.56,3.45,2.64,2.5
4.930,3422,1.9,75.3,-25.0,12.55,3.10,2.65,2.5
4.970,3190,1.9,75.3,-25.0,12.56,2.81,2.70,2.5
5.010,3041,1.9,75.3,-25.0,12.57,2.63,2.76,2.5
5.050,2769,1.9,75.3,-25.0,12.56,2.31,2.71,2.5
5.090,2609,1.9,75.3,-25.0,12.59,2.05,2.73,2.5
5.130,2314,1.9,75.3,-25.0,12.60,1.76,2.76,2.5
5.170,2256,2.1,75.3,-25.0,12.57,1.70,2.76,2.5
5.210,2141,2.2,75.3,-25.0,12.60,1.41,2.79,2.5
5.250,1857,2.5,75.3,-25.0,12.60,1.26,2.86,2.5
5.290,1918,2.8,75.3,-25.0,12.57,1.33,2.93,2.5
5.330,1745,2.9,75.3,-25.0,12.57,1.10,2.95,2.5
5.370,1709,2.9,75.3,-25.0,12.60,1.19,3.03,2.5
5.410,1831,3.0,75.3,-25.0,12.58,1.22,2.98,2.5
5.450,1799,2.9,75.3,-25.0,12.59,1.19,2.98,2.5
5.490,1860,2.9,75.4,-25.0,12.60,1.30,2.98,2.5
5.530,1955,3.0,75.4,-25.0,12.61,1.32,2.98,2.5
5.570,1994,3.1,75.4,-25.0,12.61,1.41,2.97,2.5
5.610,2052,3.1,75.4,-25.0,12.60,1.46,3.03,2.5
5.650,2096,3.1,75.4,-25.0,12.60,1.49,3.01,2.5
5.690,2114,3.2,75.4,-25.0,12.60,1.50,3.00,2.5
5.730,2155,3.2,75.4,-25.0,12.58,1.58,2.93,2.5
5.770,2202,3.2,75.4,-25.0,12.61,1.60,2.95,2.5
5.810,2216,3.2,75.4,-25.0,12.61,1.62,2.93,2.5
5.850,2237,3.3,75.4,-25.0,12.60,1.67,2.90,2.5
5.890,2257,3.2,75.4,-25.0,12.60,1.69,2.90,2.5
5.930,2248,3.2,75.4,-25.0,12.61,1.65,2.88,2.5
5.970,2282,3.3,75.4,-25.0,12.61,1.70,2.83,2.5
6.010,2271,3.3,75.4,-25.0,12.62,1.70,2.89,2.5
6.050,2327,3.3,75.4,-25.0,12.60,1.77,2.92,2.5
6.090,2351,3.3,75.4,-25.0,12.61,1.74,2.89,2.5
6.130,2399,3.2,75.4,-25.0,12.61,1.80,2.85,2.5
6.170,2429,3.2,75.4,-25.0,12.60,1.86,2.92,2.5
6.210,2473,3.3,75.4,-25.0,12.61,1.90,2.89,2.5
6.250,2522,3.3,75.4,-25.0,12.61,1.95,2.86,2.5
6.290,2521,3.3,75.4,-25.0,12.62,1.94,2.86,2.5
6.330,2568,3.3,75.4,-25.0,12.62,1.97,2.86,2.5
6.370,2546,3.3,75.4,-25.0,12.62,1.96,2.87,2.5
6.410,2551,3.2,75.4,-25.0,12.62,1.98,2.88,2.5
6.450,2555,3.3,75.4,-25.0,12.62,1.99,2.91,2.5
6.490,2542,3.3,75.4,-25.0,12.62,1.98,2.87,2.5
6.530,2543,3.2,75.4,-25.0,12.62,1.97,2.89,2.5
6.570,2527,3.2,75.4,-25.0,12.62,1.94,2.89,2.5
6.610,2545,3.3,75.5,-25.0,12.63,1.96,2.91,2.5
6.650,2534,3.3,75.5,-25.0,12.62,1.99,2.92,2.5
6.690,2531,3.2,75.5,-25.0,12.61,2.01,2.89,2.5
6.730,2547,3.3,75.5,-25.0,12.63,2.00,2.91,2.5
6.770,2482,3.3,75.5,-25.0,12.62,1.92,2.88,2.5
6.810,2603,3.3,75.5,-25.0,12.63,2.06,2.93,2.5
6.850,2548,3.3,75.5,-25.0,12.62,1.98,2.95,2.5
6.890,2659,3.3,75.5,-25.0,12.62,2.11,2.90,2.5
6.930,2566,3.3,75.5,-25.0,12.62,2.01,2.90,2.5
6.970,2635,3.3,75.5,-25.0,12.63,2.11,2.88,2.5
7.010,2589,3.3,75.5,-25.0,12.64,2.03,2.87,2.5
7.050,2648,3.3,75.5,-25.0,12.64,2.06,2.90,2.5
7.090,2653,3.3,75.5,-25.0,12.64,2.08,2.93,2.5
7.130,2644,3.3,75.5,-25.0,12.64,2.08,2.88,2.5
7.170,2686,3.3,75.5,-25.0,12.64,2.11,2.86,2.5
7.210,2659,3.3,75.5,-25.0,12.64,2.12,2.90,2.5
7.250,2652,3.2,75.5,-25.0,12.62,2.13,2.91,2.5
7.290,2638,3.2,75.5,-25.0,12.62,2.10,2.93,2.5
7.330,2628,3.2,75.5,-25.0,12.62,2.08,2.93,2.5
7.370,2689,3.3,75.5,-25.0,12.64,2.10,2.88,2.5
7.410,2673,3.3,75.6,-25.0,12.64,2.11,2.88,2.5
7.450,2660,3.3,75.6,-25.0,12.64,2.10,2.86,2.5
7.490,2664,3.2,75.6,-25.0,12.64,2.20,2.85,2.5
7.530,2638,3.3,75.6,-25.0,12.64,2.12,2.88,2.5
7.570,2764,3.3,75.6,-25.0,12.64,2.24,2.85,2.5
7.610,2736,3.2,75.6,-25.0,12.63,2.19,2.91,2.5
7.650,2778,3.3,75.6,-25.0,12.62,2.23,2.94,2.5
7.690,2682,3.3,75.6,-25.0,12.64,2.15,2.93,2.5
7.730,2705,3.3,75.6,-25.0,12.64,2.15,2.93,2.5
7.770,2634,3.3,75.6,-25.0,12.64,2.06,2.89,2.5
7.810,2664,3.2,75.6,-25.0,12.63,2.10,2.88,2.5
7.850,2596,3.3,75.6,-25.0,12.64,2.02,2.87,2.5
7.890,2664,3.2,75.6,-25.0,12.65,2.13,2.91,2.5
7.930,2599,3.3,75.6,-25.0,12.65,2.05,2.94,2.5
7.970,2704,3.2,75.6,-25.0,12.64,2.17,2.95,2.5
8.010,2633,3.3,75.6,-25.0,12.64,2.06,2.93,2.5
8.050,2750,3.2,75.6,-25.0,12.65,2.18,2.93,2.5
8.090,2702,3.3,75.6,-25.0,12.65,2.12,2.89,2.5
8.130,2743,3.3,75.6,-25.0,12.65,2.19,2.87,2.5
8.170,2676,3.3,75.6,-25.0,12.65,2.17,2.85,2.5
8.210,2757,3.2,75.6,-25.0,12.65,2.24,2.93,2.5
8.250,2715,3.3,75.6,-25.0,12.65,2.21,2.93,2.5
8.290,2720,3.2,75.7,-25.0,12.65,2.20,2.95,2.5
8.330,2628,3.3,75.7,-25.0,12.65,2.12,2.95,2.5
8.370,2639,3.2,75.7,-25.0,12.65,2.10,2.91,2.5
8.410,2625,3.3,75.7,-25.0,12.66,2.08,2.92,2.5
8.450,2622,3.3,75.7,-25.0,12.66,2.12,2.87,2.5
8.490,2676,3.3,75.7,-25.0,12.66,2.12,2.90,2.5
8.530,2631,3.3,75.7,-25.0,12.66,2.10,2.82,2.5
8.570,2658,3.2,75.7,-25.0,12.65,2.11,2.85,2.5
8.610,2613,3.3,75.7,-25.0,12.66,2.08,2.83,2.5
8.650,2680,3.3,75.7,-25.0,12.66,2.14,2.90,2.5
8.690,2614,3.2,75.7,-25.0,12.67,2.08,2.87,2.5
8.730,2800,3.3,75.7,-25.0,12.66,2.23,2.95,2.5
8.770,2723,3.3,75.7,-25.0,12.66,2.15,2.97,2.5
8.810,2811,3.3,75.7,-25.0,12.65,2.27,2.90,2.5
8.850,2699,3.3,75.7,-25.0,12.65,2.19,2.88,2.5
8.890,2721,3.3,75.7,-25.0,12.65,2.21,2.84,2.5
8.930,2673,3.3,75.7,-25.0,12.66,2.18,2.82,2.5
8.970,2643,3.3,75.7,-25.0,12.66,2.11,2.91,2.5
9.010,2651,3.3,75.7,-25.0,12.66,2.13,2.91,2.5
9.050,2666,3.3,75.7,-25.0,12.66,2.11,2.89,2.5
9.090,2587,3.2,75.7,-25.0,12.67,2.07,2.90,2.5
9.130,2600,3.2,75.8,-25.0,12.66,2.07,2.90,2.5
9.170,2556,3.3,75.8,-25.0,12.65,2.04,2.83,2.5
9.210,2579,3.3,75.8,-25.0,12.65,2.05,2.88,2.5
9.250,2582,3.2,75.8,-25.0,12.66,2.02,2.87,2.5
9.290,2543,3.3,75.8,-25.0,12.66,2.00,2.87,2.5
9.330,2567,3.3,75.8,-25.0,12.66,2.00,2.87,2.5
9.370,2500,3.3,75.8,-25.0,12.69,1.94,2.84,2.5
9.410,2557,3.3,75.8,-25.0,12.67,2.00,2.88,2.5
9.450,2511,3.3,75.8,-25.0,12.68,1.97,2.84,2.5
9.490,2578,3.2,75.8,-25.0,12.68,2.04,2.81,2.5
9.530,2585,3.3,75.8,-25.0,12.66,2.02,2.88,2.5
9.570,2540,3.2,75.8,-25.0,12.67,2.00,2.85,2.5
9.610,2553,3.3,75.8,-25.0,12.68,2.01,2.86,2.5
9.650,2522,3.9,75.8,-25.0,12.68,1.99,2.89,2.5
9.690,2545,4.9,75.8,-25.0,12.70,2.02,2.86,2.5
9.730,2520,6.2,75.8,-25.0,12.69,1.99,2.88,2.5
9.770,2482,7.8,75.8,-25.0,12.68,1.96,2.86,2.5
9.810,2467,9.2,75.8,-25.0,12.68,1.94,2.84,2.5
9.850,2469,10.4,75.8,-25.0,12.69,1.93,2.82,2.5
9.890,2482,11.1,75.8,-25.0,12.69,1.98,2.85,2.5
9.930,2557,11.2,75.9,-25.0,12.68,2.05,2.85,2.5
9.970,2531,11.3,75.9,-25.0,12.68,2.00,2.87,2.5
10.010,2608,11.3,75.9,-25.0,12.69,2.12,2.87,2.5
10.050,2648,11.4,75.9,-25.0,12.69,2.14,2.93,2.5
10.090,2724,11.4,75.9,-25.0,12.69,2.16,2.94,2.5
10.130,2818,11.5,75.9,-25.0,12.69,2.30,2.92,2.5
10.170,2898,11.5,75.9,-25.0,12.68,2.39,2.91,2.5
10.210,2969,11.6,75.9,-25.0,12.68,2.51,2.88,2.5
10.250,3055,11.6,75.9,-25.0,12.68,2.59,2.89,2.5
10.290,3147,11.6,75.9,-25.0,12.68,2.72,2.87,2.5
10.330,3296,11.6,75.9,-25.0,12.68,2.85,2.84,2.5
10.370,3329,11.7,75.9,-25.0,12.66,2.96,2.81,2.5
10.410,3525,11.6,75.9,-25.0,12.68,3.15,2.84,2.5
10.450,3542,11.7,75.9,-25.0,12.68,3.24,2.84,2.5
10.490,3714,11.7,75.9,-25.0,12.68,3.48,2.83,2.5
10.530,3796,11.7,75.9,-25.0,12.66,3.54,2.82,2.5
10.570,3823,11.6,75.9,-25.0,12.66,3.63,2.79,2.5
10.610,3877,11.7,75.9,-25.0,12.67,3.71,2.77,2.5
10.650,3872,11.7,75.9,-25.0,12.66,3.70,2.78,2.5
10.690,3850,11.7,76.0,-25.0,12.67,3.70,2.79,2.5
10.730,3800,11.7,76.0,-25.0,12.66,3.61,2.76,2.5
10.770,3667,11.6,76.0,-25.0,12.68,3.46,2.82,2.5
10.810,3569,11.8,76.0,-25.0,12.68,3.31,2.84,2.5
10.850,3437,11.7,76.0,-25.0,12.68,3.16,2.82,2.5
10.890,3317,11.7,76.0,-25.0,12.68,3.00,2.81,2.5
10.930,3187,11.7,76.0,-25.0,12.68,2.83,2.88,2.5
10.970,3043,11.8,76.0,-25.0,12.68,2.67,2.86,2.5
11.010,2808,11.6,76.0,-25.0,12.69,2.38,2.87,2.5
11.050,2639,11.7,76.0,-25.0,12.69,2.12,2.92,2.5
11.090,2333,11.7,76.0,-25.0,12.70,1.82,2.96,2.5
11.130,2199,12.0,76.0,-25.0,12.69,1.57,2.99,2.5
11.170,2026,18.1,76.0,-25.0,12.69,1.41,2.97,2.5
11.210,1856,21.6,76.0,-25.0,12.68,1.31,3.02,2.5
11.250,1919,24.3,76.0,-25.0,12.69,1.36,3.06,2.5
11.290,2064,25.2,76.0,-25.0,12.69,1.60,3.08,2.5
11.330,2297,25.3,76.0,-25.0,12.71,1.75,3.11,2.5
11.370,2400,25.3,76.0,-25.0,12.69,1.86,3.10,2.5
11.410,2442,25.4,76.1,-25.0,12.68,1.92,3.11,2.5
11.450,2453,25.5,76.1,-25.0,12.71,1.98,3.15,2.5
11.490,2395,25.5,76.1,-25.0,12.69,1.91,3.18,2.5
11.530,2261,25.5,76.1,-25.0,12.71,1.69,3.18,2.5
11.570,2031,25.5,76.1,-25.0,12.69,1.34,3.22,2.5
11.610,1737,25.5,76.1,-25.0,12.71,1.05,3.19,2.5
11.650,1383,24.7,76.1,-25.0,12.60,0.73,3.22,2.5
11.690,1334,24.5,76.1,-25.0,12.55,0.60,3.23,2.5
11.730,1063,24.5,76.1,-25.0,12.59,0.59,3.17,2.5
11.770,1143,24.4,76.1,-25.0,12.70,0.73,3.18,2.5
11.810,1330,24.4,76.1,-25.0,12.73,0.85,3.13,2.5
11.850,1342,24.3,76.1,-25.0,12.70,0.77,3.12,2.5
11.890,1340,24.2,76.1,-25.0,12.70,0.71,3.15,2.5
11.930,1243,24.2,76.1,-25.0,12.73,0.79,3.12,2.5
11.970,1263,24.3,76.1,-25.0,12.67,0.69,3.08,2.5
12.010,1302,24.3,76.1,-25.0,12.72,0.78,3.13,2.5
12.050,1290,24.3,76.2,-25.0,12.63,0.66,3.09,2.5
12.090,1168,24.3,76.2,-25.0,12.68,0.70,3.08,2.5
12.130,1304,24.3,76.2,-25.0,12.71,0.86,3.10,2.5
12.170,1281,24.2,76.2,-25.0,12.62,0.65,3.09,2.5
12.210,1226,24.3,76.2,-25.0,12.68,0.72,3.07,2.5
12.250,1214,24.3,76.2,-25.0,12.55,0.55,3.11,2.5
12.290,1049,24.3,76.2,-25.0,12.65,0.66,3.12,2.5
12.330,1358,24.3,76.2,-25.0,12.73,0.82,3.13,2.5
12.370,1330,24.3,76.2,-25.0,12.57,0.60,3.18,2.5
12.410,1066,24.3,76.2,-25.0,12.63,0.61,3.22,2.5
12.450,1113,24.3,76.2,-25.0,12.50,0.54,3.23,2.5
12.490,1095,24.4,76.2,-25.0,12.54,0.51,3.25,2.5
12.530,969,24.5,76.2,-25.0,12.71,0.73,3.19,2.5
12.570,1293,24.6,76.2,-25.0,12.61,0.64,3.21,2.5
12.610,1275,24.7,76.2,-25.0,12.64,0.67,3.11,2.5
12.650,1126,24.7,76.2,-25.0,12.65,0.69,3.13,2.5
12.690,1012,24.8,76.2,-25.0,12.49,0.45,3.13,2.5
12.730,1024,25.7,76.2,-25.0,12.64,0.65,3.14,2.5
12.770,1133,25.8,76.2,-25.0,12.65,0.70,3.10,2.5
12.810,1133,26.0,76.2,-25.0,12.58,0.58,3.13,2.5
12.850,1172,26.0,76.2,-25.0,12.69,0.72,3.02,2.5
12.890,1172,26.0,76.3,-25.0,12.50,0.56,3.09,2.5
12.930,1008,26.1,76.3,-25.0,12.56,0.51,3.00,2.5
12.970,1137,26.2,76.3,-25.0,12.66,0.69,2.98,2.5
13.010,1149,26.2,76.3,-25.0,12.46,0.45,2.95,2.5
13.050,938,26.2,76.3,-25.0,12.59,0.56,2.95,2.5
13.090,1185,26.2,76.3,-25.0,12.68,0.71,2.92,2.5
13.130,1212,26.2,76.3,-25.0,12.50,0.46,2.92,2.5
13.170,980,26.2,76.3,-25.0,12.64,0.64,2.95,2.5
13.210,1228,26.2,76.3,-25.0,12.62,0.65,2.92,2.5
13.250,1228,26.3,76.3,-25.0,12.51,0.48,2.91,2.5
13.290,958,26.3,76.3,-25.0,12.64,0.62,2.92,2.5
13.330,1124,26.3,76.3,-25.0,12.54,0.59,3.02,2.5
13.370,1145,26.4,76.3,-25.0,12.46,0.43,3.03,2.5
13.410,930,26.4,76.3,-25.0,12.64,0.63,3.06,2.5
13.450,951,26.4,76.3,-25.0,12.59,0.65,3.03,2.5
13.490,1150,26.4,76.4,-25.0,12.61,0.58,3.04,2.5
13.530,1143,26.4,76.4,-25.0,12.66,0.72,3.04,2.5
13.570,1119,26.4,76.4,-25.0,12.42,0.44,3.03,2.5
13.610,948,26.8,76.4,-25.0,12.48,0.43,2.99,2.5
13.650,1058,29.2,76.4,-25.0,12.69,0.71,2.97,2.5
13.690,1077,30.1,76.4,-25.0,12.62,0.64,2.98,2.5
13.730,1196,30.2,76.4,-25.0,12.67,0.67,2.93,2.5
13.770,1259,30.4,76.4,-25.0,12.73,0.82,2.91,2.5
13.810,1317,30.4,76.4,-25.0,12.71,0.78,3.00,2.5
13.850,1311,30.4,76.4,-25.0,12.73,0.78,3.02,2.5
13.890,1293,30.5,76.4,-25.0,12.72,0.75,3.09,2.5
13.930,1313,30.5,76.4,-25.0,12.72,0.95,3.14,2.5
13.970,1476,30.5,76.4,-25.0,12.71,0.92,3.14,2.5
14.010,1478,30.5,76.4,-25.0,12.71,1.01,3.13,2.5
14.050,1540,30.5,76.4,-25.0,12.73,0.97,3.13,2.5
14.090,1541,30.5,76.4,-25.0,12.73,1.14,3.16,2.5
14.130,1685,30.6,76.4,-25.0,12.72,1.04,3.15,2.5
14.170,1612,30.5,76.4,-25.0,12.73,1.13,3.14,2.5
14.210,1651,30.5,76.4,-25.0,12.73,1.00,3.13,2.5
14.250,1580,30.5,76.4,-25.0,12.73,1.16,3.12,2.5
14.290,1693,30.5,76.4,-25.0,12.73,1.11,3.11,2.5
14.330,1709,30.5,76.5,-25.0,12.73,1.20,3.14,2.5
14.370,1756,30.5,76.5,-25.0,12.72,1.18,3.11,2.5
14.410,1790,30.4,76.5,-25.0,12.72,1.22,3.10,2.5
14.450,1824,30.4,76.5,-25.0,12.72,1.27,3.11,2.5
14.490,1752,30.3,76.5,-25.0,12.71,1.14,3.13,2.5
14.530,1801,30.3,76.5,-25.0,12.72,1.29,3.13,2.5
14.570,1914,30.2,76.5,-25.0,12.72,1.39,3.14,2.5
14.610,1953,30.2,76.5,-25.0,12.71,1.35,3.12,2.5
14.650,1854,30.2,76.5,-25.0,12.71,1.32,3.14,2.5
14.690,1886,30.2,76.5,-25.0,12.71,1.32,3.15,2.5
14.730,2054,30.2,76.5,-25.0,12.71,1.50,3.13,2.5
14.770,2080,30.2,76.5,-25.0,12.72,1.49,3.16,2.5
14.810,2003,30.2,76.5,-25.0,12.72,1.43,3.15,2.5
14.850,2037,30.2,76.5,-25.0,12.73,1.46,3.13,2.5
14.890,2054,30.2,76.5,-25.0,12.72,1.51,3.15,2.5
14.930,2191,28.8,76.5,-25.0,12.72,1.62,3.12,2.5
14.970,2148,27.3,76.5,-25.0,12.74,1.58,3.13,2.5
15.010,2123,23.9,76.6,-25.0,12.73,1.59,3.15,2.5
15.050,2164,18.9,76.6,-25.0,12.72,1.64,3.10,2.5
15.090,2067,16.4,76.6,-25.0,12.74,1.49,3.12,2.5
15.130,2176,16.2,76.6,-25.0,12.73,1.66,3.14,2.5
15.170,2208,16.1,76.6,-25.0,12.74,1.63,3.14,2.5
15.210,2143,16.1,76.6,-25.0,12.74,1.59,3.10,2.5
15.250,2338,16.1,76.6,-25.0,12.74,1.82,3.08,2.5
15.290,2209,16.1,76.6,-25.0,12.72,1.70,3.12,2.5
15.330,2209,16.0,76.6,-25.0,12.72,1.68,3.16,2.5
15.370,2231,16.0,76.6,-25.0,12.73,1.64,3.19,2.5
15.410,2227,16.0,76.6,-25.0,12.72,1.68,3.20,2.5
15.450,2283,16.0,76.6,-25.0,12.72,1.78,3.21,2.5
