TIME,RPM,TPS,Distância,Marcha,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Lenta,Velocidade_de_referência
0.020,0,11.4,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.060,0,11.4,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.100,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.140,0,11.4,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.180,0,11.3,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.220,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.260,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.300,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.340,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.380,0,11.3,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.420,0,11.4,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.460,0,11.4,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.500,0,11.3,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.540,0,11.4,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.580,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.620,0,11.4,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.660,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.700,0,11.3,0.00,0,77.8,12.43,0.00,2.17,2.7,OFF,0.0
0.740,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.780,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.820,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.860,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.900,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.940,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
0.980,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.020,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.060,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.100,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.140,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.180,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.220,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.260,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.300,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.340,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.380,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.420,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.460,0,11.3,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.500,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.540,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.580,0,11.4,0.00,0,77.8,12.42,0.00,2.17,2.7,OFF,0.0
1.620,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
1.660,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
1.700,0,11.3,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
1.740,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
1.780,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
1.820,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
1.860,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
1.900,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
1.940,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
1.980,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.020,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.060,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.100,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.140,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.180,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.220,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
2.260,0,11.3,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
2.300,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.340,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.380,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.420,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.460,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.500,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.540,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.580,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.620,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.660,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.700,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.740,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.780,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.820,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.860,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
2.900,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
2.940,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
2.980,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
3.020,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
3.060,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
3.100,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
3.140,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.180,0,11.3,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.220,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.260,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.300,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.340,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.380,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.420,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.460,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.500,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
3.540,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.580,0,11.3,0.00,0,77.8,12.42,0.00,2.15,2.7,OFF,0.0
3.620,0,11.4,0.00,0,77.8,12.42,0.00,2.16,2.7,OFF,0.0
3.660,0,11.3,0.00,0,77.8,12.42,0.00,2.15,2.7,OFF,0.0
3.700,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.740,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.780,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
3.820,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
3.860,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
3.900,0,11.4,0.00,0,77.8,12.41,0.00,2.16,2.7,OFF,0.0
3.940,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
3.980,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.020,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.060,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.100,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.140,0,11.4,0.00,0,77.8,12.42,0.00,2.15,2.7,OFF,0.0
4.180,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.220,0,11.4,0.00,0,77.8,12.42,0.00,2.15,2.7,OFF,0.0
4.260,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.300,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.340,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.380,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.420,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.460,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.500,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.540,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.580,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
4.620,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.660,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.700,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.740,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.780,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.820,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.860,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.900,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.940,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
4.980,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.020,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.060,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.100,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.140,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.180,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.220,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.260,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.300,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.340,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.380,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.420,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.460,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.500,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.540,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.580,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.620,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.660,0,11.4,0.00,0,77.8,12.41,0.00,2.14,2.7,OFF,0.0
5.700,0,11.3,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.740,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
5.780,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
5.820,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
5.860,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
5.900,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
5.940,0,11.4,0.00,0,77.7,12.42,0.00,2.14,2.7,OFF,0.0
5.980,0,11.3,0.00,0,77.7,12.41,0.00,2.14,2.7,OFF,0.0
6.020,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
6.060,0,11.4,0.00,0,77.8,12.41,0.00,2.15,2.7,OFF,0.0
6.100,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
6.140,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
6.180,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
6.220,0,11.4,0.00,0,77.7,12.41,0.00,2.14,2.7,OFF,0.0
6.260,0,11.4,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
6.300,0,11.4,0.00,0,77.7,12.41,0.00,2.14,2.7,OFF,0.0
6.340,0,11.3,0.00,0,77.7,12.41,0.00,2.15,2.7,OFF,0.0
6.380,0,11.4,0.00,0,77.7,12.38,0.00,2.14,2.7,OFF,0.0
6.420,0,12.0,0.00,0,77.7,11.95,0.00,2.16,2.7,OFF,0.0
6.460,0,11.7,0.00,0,77.6,8.47,0.04,2.18,2.7,OFF,0.0
6.500,0,11.9,0.00,0,77.4,9.26,0.07,2.20,2.7,OFF,0.0
6.540,0,11.9,0.00,0,77.3,9.52,0.07,2.17,2.7,OFF,0.0
6.580,0,12.0,0.00,0,77.2,9.49,0.08,2.09,2.7,OFF,0.0
6.620,0,11.9,0.00,0,77.2,9.20,0.06,2.08,2.7,OFF,0.0
6.660,0,12.0,0.00,0,77.2,9.87,0.09,2.09,2.7,OFF,0.0
6.700,0,12.1,0.00,0,77.1,10.02,0.11,2.10,2.7,OFF,0.0
6.740,6,12.0,0.00,0,77.1,9.62,0.11,2.09,2.7,OFF,0.0
6.780,195,12.1,0.00,0,77.1,10.05,0.13,2.12,2.7,OFF,0.0
6.820,220,11.9,0.00,0,77.1,9.81,0.14,2.37,2.7,OFF,0.0
6.860,222,12.0,0.00,0,77.1,9.64,0.13,3.11,2.7,OFF,0.0
6.900,223,12.1,0.00,0,77.1,10.02,0.14,3.24,2.7,OFF,0.0
6.940,234,11.9,0.00,0,77.1,9.61,0.14,3.23,2.7,OFF,0.0
6.980,320,12.1,0.00,0,77.1,9.91,0.29,3.22,2.7,OFF,0.0
7.020,331,12.1,0.00,0,77.1,10.32,0.32,3.26,2.7,OFF,0.0
7.060,611,12.1,0.00,0,77.1,10.31,0.28,3.29,2.7,OFF,0.0
7.100,649,12.1,0.00,0,77.0,10.61,0.41,3.28,2.7,OFF,0.1
7.140,648,12.1,0.01,0,77.0,10.77,0.28,3.31,2.7,OFF,0.8
7.180,628,12.1,0.03,0,77.0,10.55,0.23,3.31,2.7,OFF,1.7
7.220,627,12.1,0.07,0,77.0,10.52,0.29,3.30,2.7,OFF,3.0
7.260,623,12.1,0.11,0,77.0,10.69,0.31,3.30,2.7,OFF,3.4
7.300,596,12.1,0.16,0,77.0,10.54,0.28,3.31,2.7,OFF,4.6
7.340,625,12.1,0.21,0,77.0,10.80,0.43,3.29,2.7,OFF,4.6
7.380,847,12.2,0.27,0,77.0,10.92,0.44,3.30,2.7,OFF,5.1
7.420,848,12.1,0.34,0,77.0,10.97,0.30,3.33,2.7,OFF,5.4
7.460,656,12.1,0.41,1,77.0,10.78,0.29,3.33,2.7,OFF,6.5
7.500,632,12.1,0.48,1,77.0,10.87,0.40,3.32,2.7,OFF,6.5
7.540,711,12.1,0.56,0,77.0,10.83,0.33,3.33,2.7,OFF,6.6
7.580,722,12.1,0.64,1,77.0,10.90,0.36,3.32,2.7,OFF,7.2
7.620,751,12.1,0.74,1,77.0,11.03,0.40,3.32,2.7,OFF,8.6
7.660,755,12.1,0.84,1,77.0,11.06,0.39,3.33,2.7,OFF,8.7
7.700,754,12.1,0.93,1,77.0,11.16,0.40,3.33,2.7,OFF,8.7
7.740,751,12.2,1.03,1,76.9,11.15,0.38,3.33,2.7,OFF,8.4
7.780,747,12.1,1.12,1,76.9,11.02,0.29,3.34,2.7,OFF,8.7
7.820,623,12.1,1.22,1,76.9,10.90,0.33,3.33,2.7,OFF,8.7
7.860,609,12.1,1.32,1,77.0,10.93,0.36,3.32,2.7,OFF,8.7
7.900,686,12.0,1.41,1,77.0,10.80,0.33,3.32,2.7,OFF,8.6
7.940,701,12.1,1.50,1,77.0,10.95,0.41,3.31,2.7,OFF,8.4
7.980,845,12.2,1.59,1,77.0,11.05,0.45,3.30,2.7,OFF,8.4
8.020,868,12.5,1.69,1,77.0,11.22,0.54,3.31,2.7,OFF,8.4
8.060,1006,14.1,1.79,0,77.0,11.26,0.54,3.31,2.7,OFF,9.4
8.100,1027,15.7,1.90,1,77.0,11.33,0.58,3.31,2.7,OFF,9.5
8.140,1051,16.3,2.01,1,77.0,11.34,0.56,3.33,2.7,OFF,9.6
8.180,1101,16.5,2.13,1,76.9,11.47,0.70,3.32,2.7,OFF,10.9
8.220,1339,16.5,2.26,0,76.9,11.51,0.81,3.31,2.7,OFF,11.1
8.260,1496,16.5,2.40,1,76.9,11.53,0.88,3.31,2.7,OFF,13.3
8.300,1492,16.6,2.56,1,76.9,11.52,0.92,3.31,2.7,OFF,13.7
8.340,1675,16.6,2.76,1,76.9,11.57,1.04,3.30,2.7,OFF,16.4
8.380,1848,16.7,2.99,1,76.9,11.58,1.23,3.30,2.7,OFF,19.8
8.420,1846,16.6,3.25,1,76.9,11.59,1.18,3.29,2.7,OFF,22.8
8.460,1872,16.6,3.53,1,76.9,11.63,1.26,3.28,2.7,OFF,24.6
8.500,1997,16.6,3.82,1,77.0,11.64,1.34,3.27,2.7,OFF,26.0
8.540,1974,16.0,4.12,2,77.1,12.14,1.25,3.21,2.7,OFF,27.0
8.580,2030,16.0,4.43,1,77.4,12.28,1.33,3.22,2.7,OFF,27.8
8.620,2117,16.0,4.77,1,77.6,12.29,1.37,3.21,2.7,OFF,28.8
8.660,2097,16.0,5.12,2,77.8,12.34,1.34,3.21,2.7,OFF,31.6
8.700,2172,16.0,5.51,2,77.8,12.34,1.40,3.21,2.7,OFF,34.8
8.740,2192,16.0,5.92,2,77.8,12.34,1.45,3.20,2.7,OFF,36.0
8.780,2264,16.0,6.36,2,77.8,12.33,1.51,3.20,2.7,OFF,38.9
8.820,2298,16.0,6.80,2,77.8,12.36,1.55,3.19,2.7,OFF,39.7
8.860,2374,16.0,7.27,2,77.8,12.33,1.61,3.18,2.7,OFF,41.4
8.900,2366,15.9,7.74,2,77.8,12.35,1.61,3.18,2.7,OFF,42.3
8.940,2421,16.0,8.21,2,77.8,12.35,1.66,3.17,2.7,OFF,42.5
8.980,2429,16.0,8.67,2,77.8,12.38,1.67,3.17,2.7,OFF,42.7
9.020,2507,15.9,9.13,2,77.8,12.36,1.73,3.16,2.7,OFF,41.1
9.060,2546,15.9,9.59,2,77.8,12.37,1.75,3.16,2.7,OFF,41.6
9.100,2577,15.9,10.07,2,77.8,12.40,1.81,3.16,2.7,OFF,42.2
9.140,2609,16.0,10.54,2,77.8,12.39,1.84,3.16,2.7,OFF,43.0
9.180,2570,16.0,11.02,2,77.8,12.39,1.82,3.15,2.7,OFF,43.1
9.220,2626,15.9,11.49,2,77.8,12.39,1.85,3.15,2.7,OFF,41.5
9.260,2631,16.0,11.95,2,77.8,12.40,1.91,3.14,2.7,OFF,41.6
9.300,2720,16.0,12.45,2,77.8,12.38,1.95,3.14,2.7,OFF,44.5
9.340,2730,16.0,12.94,2,77.8,12.38,1.99,3.13,2.7,OFF,45.2
9.380,2717,15.9,13.45,2,77.8,12.40,1.96,3.14,2.7,OFF,45.4
9.420,2721,16.0,13.95,2,77.8,12.41,1.98,3.14,2.7,OFF,45.7
9.460,2734,16.0,14.46,2,77.8,12.42,2.00,3.13,2.7,OFF,45.7
9.500,2782,16.0,14.97,2,77.8,12.41,2.04,3.14,2.7,OFF,45.7
9.540,2788,16.0,15.48,2,77.8,12.41,2.06,3.14,2.7,OFF,45.7
9.580,2808,15.9,15.99,2,77.8,12.44,2.08,3.13,2.7,OFF,46.1
9.620,2845,16.0,16.50,2,77.8,12.43,2.11,3.13,2.7,OFF,46.2
9.660,2838,16.0,17.02,2,77.8,12.45,2.08,3.13,2.7,OFF,46.2
9.700,2824,16.1,17.53,2,77.8,12.44,2.08,3.14,2.7,OFF,46.2
9.740,2823,16.0,18.05,2,77.8,12.46,2.06,3.13,2.7,OFF,46.6
9.780,2836,16.0,18.57,2,77.8,12.46,2.09,3.12,2.7,OFF,46.8
9.820,2828,16.0,19.09,2,77.8,12.47,2.09,3.13,2.7,OFF,46.8
9.860,2872,16.1,19.61,2,77.8,12.46,2.13,3.13,2.7,OFF,46.8
9.900,2868,16.0,20.13,2,77.8,12.48,2.13,3.13,2.7,OFF,46.8
9.940,2941,16.0,20.65,2,77.8,12.48,2.20,3.12,2.7,OFF,46.8
9.980,2994,16.0,21.17,2,77.8,12.48,2.25,3.11,2.7,OFF,46.8
10.020,3074,16.0,21.69,2,77.8,12.48,2.34,3.11,2.7,OFF,46.8
10.060,3130,16.0,22.21,2,77.8,12.46,2.40,3.10,2.7,OFF,46.8
10.100,3204,16.0,22.74,2,77.8,12.48,2.48,3.09,2.7,OFF,46.9
10.140,3246,16.0,23.27,2,77.8,12.47,2.55,3.07,2.7,OFF,47.9
10.180,3278,15.9,23.81,2,77.8,12.48,2.53,3.06,2.7,OFF,48.1
10.220,3304,15.9,24.36,2,77.8,12.46,2.61,3.06,2.7,OFF,49.2
10.260,3370,16.0,24.92,2,77.8,12.49,2.61,3.04,2.7,OFF,50.5
10.300,3340,15.9,25.48,2,77.8,12.49,2.68,3.04,2.7,OFF,50.7
10.340,3443,16.0,26.05,2,77.8,12.49,2.73,3.03,2.7,OFF,50.7
10.380,3421,15.9,26.61,2,77.8,12.50,2.75,3.03,2.7,OFF,50.7
10.420,3437,16.0,27.17,2,77.8,12.51,2.78,3.03,2.7,OFF,50.7
10.460,3489,15.9,27.73,2,77.8,12.50,2.80,3.02,2.7,OFF,50.7
10.500,3482,16.0,28.28,2,77.8,12.52,2.81,3.02,2.7,OFF,49.6
10.540,3536,16.1,28.79,1,77.8,12.51,2.91,3.02,2.7,OFF,45.8
10.580,3597,16.0,29.22,1,77.8,12.50,2.87,3.02,2.7,OFF,41.1
10.620,3581,15.9,29.61,1,77.8,12.51,2.95,3.02,2.7,OFF,36.4
10.660,3625,16.0,29.94,1,77.8,12.51,3.01,3.02,2.7,OFF,32.0
10.700,3663,16.0,30.24,0,77.8,12.53,3.00,3.01,2.7,OFF,27.3
10.740,3647,16.0,30.51,0,77.8,12.53,2.98,3.02,2.7,OFF,26.5
10.780,3670,16.0,30.73,0,77.8,12.53,3.03,3.02,2.7,OFF,21.3
10.820,3648,15.9,30.91,0,77.8,12.53,3.02,3.01,2.7,OFF,16.4
10.860,3660,16.1,31.09,0,77.8,12.52,3.07,3.02,2.7,OFF,16.3
10.900,3721,16.1,31.27,0,77.8,12.52,3.10,3.02,2.7,OFF,16.4
10.940,3710,16.1,31.46,0,77.8,12.52,3.06,3.01,2.7,OFF,16.5
10.980,3711,16.0,31.64,0,77.8,12.52,3.08,3.01,2.7,OFF,16.6
11.020,3703,15.9,31.83,0,77.8,12.53,3.09,3.00,2.7,OFF,16.7
11.060,3715,16.0,32.01,0,77.8,12.53,3.09,3.01,2.7,OFF,16.7
11.100,3676,15.9,32.20,0,77.8,12.55,3.04,3.01,2.7,OFF,16.7
11.140,3705,15.8,32.38,0,77.8,12.55,3.09,3.01,2.7,OFF,16.8
11.180,3736,15.8,32.57,0,77.8,12.56,3.11,3.01,2.7,OFF,16.8
11.220,3717,15.9,32.76,0,77.9,12.56,3.12,3.01,2.7,OFF,16.8
11.260,3700,16.0,32.94,0,77.8,12.56,3.09,3.02,2.7,OFF,16.8
11.300,3755,16.0,33.13,0,77.8,12.56,3.12,3.01,2.7,OFF,16.8
11.340,3747,16.0,33.32,0,77.8,12.57,3.12,3.01,2.7,OFF,16.8
11.380,3729,16.0,33.50,0,77.8,12.58,3.13,3.01,2.7,OFF,16.8
11.420,3766,16.0,33.69,0,77.8,12.56,3.14,3.01,2.7,OFF,16.8
11.460,3749,16.0,33.88,0,77.8,12.58,3.12,3.01,2.7,OFF,16.9
11.500,3725,16.0,34.07,0,77.9,12.58,3.11,3.01,2.7,OFF,16.9
11.540,3750,15.9,34.25,0,77.8,12.58,3.13,3.01,2.7,OFF,16.9
11.580,3769,16.0,34.44,0,77.9,12.59,3.14,3.01,2.7,OFF,16.9
11.620,3726,15.9,34.63,0,77.9,12.58,3.11,3.01,2.7,OFF,16.9
11.660,3702,16.0,34.82,0,77.9,12.59,3.11,3.01,2.7,OFF,16.9
11.700,3737,16.0,35.00,0,77.9,12.57,3.09,3.01,2.7,OFF,16.9
11.740,3732,16.0,35.19,0,77.9,12.58,3.09,3.00,2.7,OFF,16.9
11.780,3732,15.9,35.38,0,77.9,12.58,3.13,3.01,2.7,OFF,16.9
11.820,3731,15.9,35.57,0,77.9,12.59,3.11,3.01,2.7,OFF,16.9
11.860,3700,16.0,35.75,0,77.9,12.59,3.08,3.01,2.7,OFF,16.8
11.900,3705,16.7,35.94,0,77.9,12.59,3.11,3.01,2.7,OFF,16.8
11.940,3727,18.7,36.13,0,77.9,12.58,3.09,3.02,2.7,OFF,16.8
11.980,3691,21.4,36.32,0,77.9,12.59,3.08,3.04,2.7,OFF,16.8
12.020,3770,23.7,36.50,0,77.9,12.59,3.13,3.06,2.7,OFF,16.8
12.060,3882,24.9,36.69,0,77.9,12.58,3.21,3.10,2.7,OFF,16.9
12.100,4020,25.4,36.88,0,77.9,12.58,3.41,3.12,2.7,OFF,16.9
12.140,4230,25.6,37.07,0,77.9,12.57,3.59,3.12,2.7,OFF,17.3
12.180,4564,25.7,37.27,0,77.9,12.57,3.93,3.11,2.7,OFF,17.7
12.220,4981,25.8,37.49,0,77.9,12.56,4.34,3.08,2.7,OFF,18.9
12.260,5362,25.9,37.71,0,77.9,12.56,4.74,3.04,2.7,OFF,19.8
12.300,5652,25.9,37.96,0,77.9,12.56,4.98,3.01,2.7,OFF,21.6
12.340,5824,26.0,38.22,0,77.9,12.55,5.04,3.00,2.7,OFF,23.4
12.380,6008,26.1,38.50,0,77.9,12.54,5.07,2.98,2.7,OFF,24.8
12.420,6164,26.2,38.78,0,77.9,12.54,5.12,2.98,2.7,OFF,25.4
12.460,6273,26.2,39.05,0,77.9,12.55,5.16,2.98,2.7,OFF,24.8
12.500,6357,26.3,39.33,0,78.0,12.55,5.18,2.96,2.7,OFF,25.4
