TIME,RPM,TPS,Distância,Marcha,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Lenta,Velocidade_de_referência
37.380,4837,19.1,247.46,0,78.3,12.62,4.23,2.93,2.6,OFF,19.5
37.420,4735,19.1,247.67,0,78.3,12.62,4.11,2.94,2.6,OFF,19.1
37.460,4591,19.1,247.87,0,78.3,12.64,3.97,2.95,2.6,OFF,18.9
37.500,4444,19.0,248.06,0,78.3,12.64,3.81,2.95,2.6,OFF,17.1
37.540,4246,19.0,248.24,0,78.3,12.65,3.61,2.97,2.6,OFF,16.8
37.580,4115,19.1,248.41,0,78.3,12.64,3.40,2.99,2.6,OFF,15.0
37.620,3930,19.1,248.55,0,78.3,12.64,3.32,3.02,2.6,OFF,13.4
37.660,3790,19.0,248.69,0,78.3,12.65,3.06,3.03,2.6,OFF,12.6
37.700,3582,19.0,248.84,0,78.3,12.64,2.80,3.05,2.6,OFF,13.4
37.740,3462,19.0,248.97,0,78.3,12.62,2.66,3.06,2.6,OFF,12.6
37.780,3371,19.1,249.11,0,78.3,12.64,2.58,3.07,2.6,OFF,12.0
37.820,3240,19.0,249.26,0,78.3,12.64,2.41,3.09,2.6,OFF,12.9
37.860,3190,18.9,249.42,0,78.3,12.65,2.37,3.10,2.6,OFF,13.8
37.900,3089,19.0,249.58,0,78.3,12.64,2.27,3.11,2.6,OFF,14.7
37.940,3052,18.9,249.75,0,78.3,12.64,2.23,3.12,2.6,OFF,15.2
37.980,2924,19.0,249.92,0,78.3,12.65,2.13,3.15,2.6,OFF,14.9
38.020,2810,19.0,250.10,0,78.3,12.65,2.00,3.16,2.6,OFF,15.7
38.060,2852,18.9,250.29,0,78.3,12.64,1.99,3.16,2.6,OFF,17.1
38.100,2867,19.1,250.51,0,78.3,12.64,2.02,3.17,2.6,OFF,19.5
38.140,2895,19.0,250.73,0,78.3,12.63,2.06,3.16,2.6,OFF,19.7
38.180,2938,19.0,250.95,0,78.3,12.65,2.10,3.16,2.6,OFF,19.6
38.220,2871,18.9,251.17,0,78.3,12.62,2.06,3.18,2.6,OFF,19.7
38.260,2820,18.9,251.40,0,78.3,12.63,1.96,3.17,2.6,OFF,20.2
38.300,2817,19.0,251.63,0,78.3,12.66,1.95,3.17,2.6,OFF,21.4
38.340,2840,19.0,251.87,0,78.3,12.65,1.99,3.17,2.6,OFF,21.4
38.380,2836,19.0,252.14,0,78.3,12.65,1.98,3.18,2.6,OFF,22.0
38.420,2862,19.0,252.43,1,78.3,12.67,2.02,3.18,2.6,OFF,26.3
38.460,2814,19.0,252.76,1,78.3,12.67,2.00,3.18,2.6,OFF,29.2
38.500,2855,19.0,253.09,1,78.3,12.66,2.02,3.17,2.6,OFF,29.6
38.540,2866,19.1,253.42,1,78.3,12.68,2.00,3.19,2.6,OFF,29.6
38.580,2917,19.0,253.74,1,78.3,12.66,2.07,3.18,2.6,OFF,29.6
38.620,2837,19.0,254.07,1,78.3,12.66,2.00,3.19,2.6,OFF,29.6
38.660,2845,19.0,254.40,1,78.3,12.68,2.00,3.18,2.6,OFF,29.6
38.700,2826,19.0,254.72,1,78.3,12.68,1.99,3.17,2.6,OFF,29.4
38.740,2815,18.9,255.02,1,78.3,12.68,1.95,3.17,2.6,OFF,27.9
38.780,2803,19.0,255.32,1,78.3,12.67,1.94,3.19,2.6,OFF,26.4
38.820,2854,19.1,255.61,1,78.3,12.69,1.98,3.18,2.6,OFF,26.2
38.860,2816,18.9,255.88,1,78.3,12.68,1.97,3.18,2.6,OFF,25.5
38.900,2806,19.0,256.12,1,78.3,12.68,1.96,3.18,2.6,OFF,23.6
38.940,2806,19.1,256.31,0,78.3,12.70,1.96,3.20,2.6,OFF,18.9
38.980,2818,19.2,256.48,0,78.3,12.70,1.94,3.19,2.6,OFF,15.0
39.020,2841,19.3,256.65,0,78.3,12.69,2.01,3.18,2.6,OFF,14.9
39.060,2798,19.3,256.81,0,78.3,12.69,1.95,3.18,2.6,OFF,14.9
39.100,2828,19.6,256.99,0,78.3,12.71,1.97,3.19,2.6,OFF,16.2
39.140,2785,20.4,257.18,0,78.3,12.71,1.91,3.19,2.6,OFF,16.4
39.180,2848,20.8,257.36,0,78.4,12.70,1.96,3.20,2.6,OFF,16.4
39.220,2857,21.1,257.54,0,78.4,12.69,2.00,3.19,2.6,OFF,16.4
39.260,2805,21.5,257.73,0,78.4,12.70,1.96,3.20,2.6,OFF,17.0
39.300,2846,21.7,257.94,0,78.4,12.71,1.97,3.20,2.6,OFF,18.4
39.340,2781,21.6,258.14,0,78.4,12.70,1.91,3.21,2.6,OFF,18.6
39.380,2805,21.7,258.35,0,78.4,12.69,1.92,3.20,2.6,OFF,18.6
39.420,2794,21.8,258.56,0,78.4,12.71,1.91,3.22,2.6,OFF,19.0
39.460,2862,21.9,258.77,0,78.4,12.71,1.99,3.21,2.6,OFF,19.1
39.500,2785,22.1,258.99,0,78.4,12.71,1.95,3.21,2.6,OFF,19.1
39.540,2820,22.1,259.20,0,78.4,12.71,1.97,3.21,2.6,OFF,19.1
39.580,2781,22.1,259.41,0,78.4,12.72,1.92,3.21,2.6,OFF,19.1
39.620,2869,22.1,259.62,0,78.4,12.72,1.99,3.22,2.6,OFF,19.1
39.660,2893,22.2,259.83,0,78.4,12.72,2.03,3.21,2.6,OFF,19.1
39.700,2884,22.4,260.05,0,78.4,12.72,2.02,3.21,2.6,OFF,19.1
39.740,2837,22.3,260.26,0,78.4,12.72,1.97,3.21,2.6,OFF,19.1
39.780,2882,22.3,260.47,0,78.4,12.74,2.02,3.22,2.6,OFF,19.1
39.820,2837,22.4,260.68,0,78.4,12.74,1.95,3.22,2.6,OFF,19.1
39.860,2844,22.4,260.89,0,78.4,12.74,1.98,3.23,2.6,OFF,19.1
39.900,2796,22.5,261.10,0,78.4,12.74,1.93,3.22,2.6,OFF,18.3
39.940,2832,22.5,261.31,0,78.4,12.74,1.97,3.22,2.6,OFF,19.4
39.980,2814,22.8,261.53,0,78.4,12.72,1.95,3.23,2.6,OFF,19.6
40.020,2806,26.4,261.74,0,78.4,12.71,1.93,3.22,2.6,OFF,19.2
40.060,2801,27.3,261.96,0,78.4,12.72,1.93,3.22,2.6,OFF,19.1
40.100,2910,27.5,262.18,0,78.4,12.71,2.04,3.23,2.6,OFF,19.4
40.140,2928,27.8,262.50,1,78.4,12.71,2.08,3.24,2.6,OFF,27.1
40.180,2959,32.3,262.86,1,78.4,12.72,2.10,3.24,2.6,OFF,31.9
40.220,3037,36.9,263.24,1,78.4,12.71,2.16,3.25,2.6,OFF,32.7
40.260,3106,37.7,263.68,1,78.4,12.71,2.24,3.26,2.6,OFF,37.4
40.300,3132,37.9,264.14,1,78.4,12.71,2.26,3.26,2.6,OFF,41.6
40.340,3217,38.0,264.61,1,78.4,12.70,2.35,3.27,2.6,OFF,41.8
40.380,3354,38.1,265.07,1,78.4,12.71,2.47,3.26,2.6,OFF,41.8
40.420,3438,38.1,265.53,1,78.4,12.71,2.53,3.27,2.6,OFF,41.8
40.460,3542,38.2,265.98,1,78.4,12.70,2.62,3.27,2.6,OFF,40.6
40.500,3746,38.2,266.42,1,78.4,12.72,2.89,3.26,2.6,OFF,39.5
40.540,4032,38.3,266.81,1,78.4,12.71,3.12,3.26,2.6,OFF,36.0
40.580,4285,38.4,267.14,0,78.4,12.69,3.41,3.24,2.6,OFF,31.3
40.620,4743,38.2,267.39,0,78.4,12.71,3.86,3.23,2.6,OFF,23.5
40.660,5202,36.1,267.61,0,78.4,12.68,4.31,3.19,2.6,OFF,19.4
40.700,5599,35.7,267.85,0,78.4,12.69,4.73,3.16,2.6,OFF,20.8
40.740,5897,35.5,268.11,0,78.4,12.67,4.91,3.13,2.6,OFF,22.9
40.780,6204,35.4,268.39,0,78.4,12.67,5.01,3.11,2.6,OFF,24.9
40.820,6493,35.3,268.68,0,78.4,12.67,5.09,3.09,2.6,OFF,26.3
40.860,6788,35.2,268.97,0,78.4,12.66,5.18,3.06,2.6,OFF,25.7
40.900,7047,35.2,269.28,0,78.4,12.65,5.17,3.03,2.6,OFF,27.3
40.940,7180,35.2,269.57,0,78.4,12.65,5.26,3.01,2.6,OFF,26.3
40.980,7189,34.9,269.85,0,78.4,12.64,5.27,3.00,2.6,OFF,26.0
41.020,7173,34.9,270.13,0,78.4,12.64,5.25,2.99,2.6,OFF,25.2
41.060,7167,34.4,270.41,0,78.4,12.64,5.24,2.99,2.6,OFF,24.2
41.100,7107,34.0,270.70,0,78.4,12.64,5.23,2.98,2.6,OFF,26.2
41.140,7115,33.9,271.02,0,78.4,12.65,5.23,2.98,2.6,OFF,28.2
41.180,7136,33.7,271.36,0,78.4,12.64,5.22,2.97,2.6,OFF,30.1
41.220,7140,33.6,271.69,0,78.4,12.64,5.24,2.97,2.6,OFF,30.2
41.260,7136,33.5,272.03,0,78.4,12.62,5.26,2.97,2.6,OFF,30.2
41.300,7139,33.5,272.38,0,78.4,12.63,5.25,2.96,2.6,OFF,30.4
41.340,7142,33.5,272.73,0,78.4,12.63,5.24,2.97,2.6,OFF,32.1
41.380,7173,33.6,273.07,0,78.4,12.63,5.24,2.97,2.6,OFF,31.8
41.420,7171,33.3,273.38,0,78.4,12.62,5.24,2.97,2.6,OFF,29.0
41.460,7175,33.4,273.68,0,78.4,12.61,5.22,2.96,2.6,OFF,26.5
41.500,7175,33.1,273.95,0,78.4,12.60,5.26,2.97,2.6,OFF,24.8
41.540,7183,31.0,274.23,0,78.4,12.58,5.26,2.96,2.6,OFF,24.6
41.580,7131,24.1,274.50,0,78.4,12.59,5.26,2.93,2.6,OFF,24.6
41.620,6914,20.2,274.77,0,78.4,12.61,5.22,2.88,2.6,OFF,24.6
41.660,6523,18.8,275.05,0,78.4,12.62,5.15,2.85,2.6,OFF,24.6
41.700,6021,18.4,275.32,0,78.4,12.62,5.05,2.86,2.6,OFF,24.6
41.740,5546,18.3,275.59,0,78.4,12.62,4.91,2.84,2.6,OFF,24.6
41.780,5142,18.2,275.87,0,78.4,12.63,4.68,2.86,2.6,OFF,24.6
41.820,4785,18.3,276.14,0,78.5,12.65,4.26,2.87,2.6,OFF,24.6
41.860,4460,18.2,276.41,0,78.5,12.66,3.96,2.89,2.6,OFF,24.6
41.900,4282,18.2,276.69,0,78.5,12.66,3.61,2.91,2.6,OFF,24.6
41.940,4012,18.3,276.96,0,78.5,12.65,3.31,2.94,2.6,OFF,24.6
41.980,3761,18.3,277.23,0,78.5,12.66,3.05,2.98,2.6,OFF,24.6
42.020,3612,18.2,277.49,0,78.5,12.66,2.80,3.01,2.6,OFF,24.3
42.060,3383,18.6,277.73,0,78.5,12.68,2.54,3.03,2.6,OFF,22.3
42.100,3213,19.2,277.95,0,78.5,12.67,2.32,3.06,2.6,OFF,20.1
42.140,3139,19.6,278.15,0,78.5,12.66,2.29,3.09,2.6,OFF,18.3
42.180,3058,19.6,278.36,0,78.5,12.66,2.21,3.11,2.6,OFF,18.8
42.220,3088,19.9,278.57,0,78.5,12.68,2.22,3.12,2.6,OFF,19.2
42.260,3091,20.3,278.79,0,78.5,12.65,2.20,3.14,2.6,OFF,19.2
42.300,3072,20.3,278.99,0,78.5,12.65,2.21,3.14,2.6,OFF,18.9
42.340,3085,20.4,279.18,0,78.5,12.66,2.19,3.14,2.6,OFF,17.2
42.380,3078,20.5,279.37,0,78.5,12.67,2.21,3.16,2.6,OFF,17.2
42.420,3128,20.5,279.58,0,78.5,12.66,2.25,3.16,2.6,OFF,17.6
42.460,3165,20.5,279.83,0,78.5,12.65,2.28,3.16,2.6,OFF,20.8
42.500,3166,20.5,280.12,0,78.5,12.66,2.27,3.15,2.6,OFF,25.3
42.540,3172,20.6,280.40,0,78.5,12.64,2.30,3.15,2.6,OFF,25.5
42.580,3205,20.5,280.68,0,78.5,12.65,2.34,3.15,2.6,OFF,25.5
42.620,3190,20.6,280.97,0,78.5,12.64,2.34,3.15,2.6,OFF,25.5
42.660,3206,20.5,281.25,0,78.5,12.66,2.33,3.15,2.6,OFF,25.5
42.700,3205,20.6,281.54,0,78.5,12.65,2.35,3.15,2.6,OFF,26.1
42.740,3211,20.6,281.84,0,78.5,12.65,2.36,3.14,2.6,OFF,26.3
42.780,3220,20.6,282.18,1,78.5,12.65,2.37,3.15,2.6,OFF,30.9
42.820,3221,20.7,282.53,1,78.5,12.64,2.36,3.14,2.6,OFF,31.6
42.860,3235,20.7,282.89,1,78.5,12.67,2.34,3.15,2.6,OFF,31.6
42.900,3205,20.8,283.24,1,78.5,12.68,2.32,3.14,2.6,OFF,31.7
42.940,3225,20.7,283.61,1,78.5,12.66,2.34,3.14,2.6,OFF,33.3
42.980,3189,20.6,283.98,1,78.5,12.66,2.30,3.15,2.6,OFF,33.5
43.020,3181,20.6,284.35,1,78.5,12.68,2.32,3.15,2.6,OFF,33.6
43.060,3203,20.7,284.70,1,78.5,12.66,2.33,3.15,2.6,OFF,33.0
43.100,3216,20.8,284.99,0,78.5,12.64,2.33,3.14,2.6,OFF,26.0
43.140,3221,20.8,285.27,0,78.5,12.64,2.33,3.16,2.6,OFF,25.3
43.180,3237,20.7,285.55,0,78.5,12.66,2.32,3.15,2.6,OFF,25.3
43.220,3245,20.8,285.83,0,78.5,12.64,2.36,3.15,2.6,OFF,25.3
43.260,3265,20.7,286.09,0,78.5,12.64,2.40,3.15,2.6,OFF,24.4
43.300,3291,20.7,286.33,0,78.5,12.65,2.42,3.14,2.6,OFF,21.4
43.340,3276,20.7,286.55,0,78.5,12.65,2.42,3.15,2.6,OFF,21.1
43.380,3259,20.7,286.77,0,78.5,12.66,2.39,3.14,2.6,OFF,19.6
43.420,3243,20.7,287.00,0,78.5,12.66,2.40,3.15,2.6,OFF,20.1
43.460,3235,20.7,287.22,0,78.5,12.65,2.40,3.14,2.6,OFF,20.0
43.500,3262,20.7,287.42,0,78.5,12.66,2.40,3.14,2.6,OFF,18.6
43.540,3261,20.7,287.63,0,78.5,12.66,2.39,3.15,2.6,OFF,18.4
43.580,3252,20.8,287.82,0,78.5,12.64,2.42,3.13,2.6,OFF,17.9
43.620,3276,20.8,288.03,0,78.5,12.64,2.39,3.14,2.6,OFF,18.4
43.660,3294,20.8,288.24,0,78.5,12.65,2.43,3.14,2.6,OFF,18.7
43.700,3252,20.7,288.50,0,78.5,12.67,2.34,3.13,2.6,OFF,23.3
43.740,3250,20.7,288.77,0,78.5,12.66,2.39,3.14,2.6,OFF,24.1
43.780,3257,20.8,289.07,1,78.5,12.66,2.37,3.14,2.6,OFF,27.1
43.820,3269,20.8,289.38,0,78.5,12.65,2.38,3.14,2.6,OFF,27.5
43.860,3273,20.8,289.69,0,78.5,12.68,2.42,3.15,2.6,OFF,27.6
43.900,3224,20.7,290.05,0,78.5,12.66,2.39,3.14,2.6,OFF,28.7
43.940,3228,20.8,290.47,1,78.5,12.64,2.35,3.14,2.6,OFF,37.5
43.980,3213,20.7,290.89,1,78.5,12.65,2.34,3.14,2.6,OFF,37.8
44.020,3235,20.7,291.34,1,78.6,12.66,2.34,3.15,2.6,OFF,38.5
44.060,3214,20.8,291.82,1,78.6,12.67,2.35,3.15,2.6,OFF,43.1
44.100,3208,20.7,292.30,1,78.6,12.66,2.34,3.14,2.6,OFF,43.3
44.140,3179,20.8,292.78,2,78.6,12.67,2.31,3.15,2.6,OFF,43.3
44.180,3211,20.7,293.26,2,78.6,12.66,2.28,3.15,2.6,OFF,43.3
44.220,3170,20.8,293.74,2,78.6,12.64,2.26,3.14,2.6,OFF,43.3
44.260,3244,20.7,294.23,2,78.6,12.66,2.31,3.14,2.6,OFF,43.3
44.300,3203,20.8,294.71,1,78.6,12.65,2.28,3.15,2.6,OFF,43.4
44.340,3254,20.8,295.20,1,78.6,12.65,2.32,3.15,2.6,OFF,43.9
44.380,3225,20.7,295.68,1,78.6,12.67,2.35,3.15,2.6,OFF,43.9
44.420,3259,20.7,296.17,1,78.6,12.66,2.38,3.15,2.6,OFF,43.8
44.460,3237,20.8,296.62,1,78.6,12.65,2.34,3.14,2.6,OFF,42.5
44.500,3245,20.7,297.00,1,78.6,12.67,2.34,3.14,2.6,OFF,37.1
44.540,3250,20.8,297.31,0,78.6,12.69,2.40,3.15,2.6,OFF,28.1
44.580,3273,20.7,297.61,0,78.6,12.67,2.39,3.14,2.6,OFF,27.3
44.620,3248,20.8,297.85,0,78.6,12.68,2.38,3.14,2.6,OFF,22.5
44.660,3264,20.8,298.04,0,78.6,12.67,2.41,3.15,2.6,OFF,17.1
44.700,3246,20.7,298.23,0,78.6,12.68,2.37,3.14,2.6,OFF,16.5
44.740,3248,20.7,298.41,0,78.6,12.68,2.35,3.15,2.6,OFF,16.5
44.780,3270,20.8,298.59,0,78.6,12.68,2.41,3.15,2.6,OFF,16.5
44.820,3285,20.9,298.77,0,78.6,12.66,2.40,3.14,2.6,OFF,16.0
44.860,3282,20.8,298.95,0,78.6,12.68,2.43,3.14,2.6,OFF,15.9
44.900,3282,20.7,299.12,0,78.6,12.69,2.39,3.14,2.6,OFF,16.0
44.940,3279,20.7,299.30,0,78.6,12.69,2.43,3.14,2.6,OFF,16.0
44.980,3276,20.8,299.48,0,78.6,12.70,2.40,3.14,2.6,OFF,15.9
45.020,3260,20.7,299.65,0,78.6,12.69,2.41,3.14,2.6,OFF,15.4
45.060,3294,20.7,299.82,0,78.6,12.68,2.43,3.14,2.6,OFF,15.4
45.100,3274,20.8,299.99,0,78.6,12.68,2.44,3.15,2.6,OFF,15.4
45.140,3284,20.9,300.15,0,78.6,12.68,2.42,3.14,2.6,OFF,14.9
45.180,3264,20.8,300.32,0,78.6,12.69,2.42,3.14,2.6,OFF,14.8
45.220,3292,20.8,300.48,0,78.6,12.71,2.44,3.14,2.6,OFF,14.8
45.260,3309,20.6,300.65,0,78.6,12.71,2.45,3.15,2.6,OFF,14.8
45.300,3298,20.6,300.81,0,78.6,12.72,2.42,3.14,2.6,OFF,14.9
45.340,3347,20.7,301.01,0,78.6,12.70,2.46,3.13,2.6,OFF,16.8
45.380,3337,20.8,301.22,0,78.6,12.69,2.49,3.14,2.6,OFF,18.6
45.420,3348,20.8,301.43,0,78.6,12.68,2.49,3.14,2.6,OFF,18.8
45.460,3314,20.6,301.64,0,78.6,12.69,2.45,3.14,2.6,OFF,19.3
45.500,3313,20.7,301.87,0,78.6,12.69,2.44,3.14,2.6,OFF,20.0
45.540,3321,20.7,302.09,0,78.6,12.68,2.45,3.14,2.6,OFF,20.1
45.580,3270,20.7,302.31,0,78.6,12.69,2.44,3.15,2.6,OFF,20.0
45.620,3311,20.7,302.50,0,78.6,12.68,2.41,3.14,2.6,OFF,18.1
45.660,3318,20.7,302.69,0,78.6,12.69,2.46,3.13,2.6,OFF,16.3
45.700,3352,20.6,302.87,0,78.6,12.71,2.48,3.13,2.6,OFF,16.8
45.740,3327,20.7,303.06,0,78.6,12.71,2.50,3.13,2.6,OFF,16.8
45.780,3334,20.7,303.25,0,78.6,12.71,2.43,3.14,2.6,OFF,16.9
45.820,3311,20.7,303.46,0,78.6,12.70,2.42,3.13,2.6,OFF,19.1
45.860,3324,20.6,303.69,0,78.6,12.72,2.44,3.13,2.6,OFF,19.9
45.900,3308,20.6,303.91,0,78.6,12.72,2.43,3.13,2.6,OFF,20.0
45.940,3307,20.8,304.13,0,78.6,12.72,2.44,3.14,2.6,OFF,20.0
45.980,3305,20.7,304.35,0,78.6,12.71,2.43,3.13,2.6,OFF,19.9
46.020,3324,20.7,304.56,0,78.6,12.70,2.47,3.14,2.6,OFF,19.4
46.060,3340,20.7,304.78,0,78.6,12.71,2.51,3.14,2.6,OFF,19.4
46.100,3322,20.7,304.98,0,78.6,12.72,2.49,3.13,2.6,OFF,19.2
46.140,3315,20.7,305.17,0,78.7,12.74,2.44,3.14,2.6,OFF,17.3
46.180,3332,20.7,305.34,0,78.7,12.72,2.47,3.13,2.6,OFF,15.7
46.220,3314,20.7,305.52,0,78.6,12.71,2.45,3.13,2.6,OFF,15.6
46.260,3318,20.7,305.70,0,78.6,12.74,2.43,3.14,2.6,OFF,16.1
46.300,3317,20.6,305.88,0,78.7,12.72,2.39,3.13,2.6,OFF,16.3
46.340,3294,20.6,306.07,0,78.7,12.73,2.43,3.14,2.6,OFF,16.9
46.380,3303,20.7,306.26,0,78.7,12.74,2.36,3.13,2.6,OFF,16.9
46.420,3302,20.7,306.44,0,78.7,12.73,2.44,3.14,2.6,OFF,16.9
46.460,3325,20.7,306.63,0,78.7,12.74,2.44,3.14,2.6,OFF,16.9
46.500,3299,20.7,306.82,0,78.6,12.72,2.47,3.15,2.6,OFF,16.9
46.540,3332,20.7,307.01,0,78.7,12.74,2.44,3.13,2.6,OFF,16.9
46.580,3316,20.7,307.19,0,78.7,12.74,2.45,3.13,2.6,OFF,16.3
46.620,3311,20.7,307.36,0,78.7,12.74,2.45,3.13,2.6,OFF,15.7
46.660,3297,20.6,307.53,0,78.7,12.74,2.42,3.14,2.6,OFF,15.1
46.700,3334,20.8,307.69,0,78.7,12.74,2.42,3.13,2.6,OFF,15.0
46.740,3362,20.6,307.86,0,78.7,12.73,2.46,3.14,2.6,OFF,15.0
46.780,3396,20.7,308.03,0,78.7,12.73,2.50,3.13,2.6,OFF,15.0
46.820,3368,20.7,308.20,0,78.7,12.74,2.49,3.14,2.6,OFF,15.1
46.860,3346,20.8,308.36,0,78.7,12.74,2.47,3.13,2.6,OFF,15.1
46.900,3316,20.7,308.53,0,78.7,12.74,2.42,3.13,2.6,OFF,15.1
46.940,3389,20.8,308.70,0,78.7,12.74,2.53,3.14,2.6,OFF,15.2
46.980,3354,20.8,308.87,0,78.7,12.74,2.49,3.14,2.6,OFF,15.2
47.020,3320,21.0,309.04,0,78.7,12.74,2.48,3.14,2.6,OFF,15.3
47.060,3296,20.8,309.21,0,78.7,12.75,2.40,3.14,2.6,OFF,15.7
47.100,3341,20.9,309.39,0,78.7,12.74,2.45,3.13,2.6,OFF,15.7
47.140,3348,20.9,309.56,0,78.7,12.74,2.44,3.14,2.6,OFF,15.7
47.180,3384,21.0,309.75,0,78.7,12.74,2.52,3.14,2.6,OFF,16.3
47.220,3362,20.9,309.93,0,78.7,12.74,2.52,3.13,2.6,OFF,16.4
47.260,3403,21.0,310.11,0,78.7,12.72,2.55,3.14,2.6,OFF,16.4
47.300,3395,20.9,310.29,0,78.7,12.72,2.53,3.13,2.6,OFF,16.4
47.340,3398,21.1,310.48,0,78.7,12.72,2.54,3.14,2.6,OFF,16.5
47.380,3393,21.0,310.66,0,78.7,12.72,2.53,3.14,2.6,OFF,16.4
47.420,3407,21.0,310.84,0,78.7,12.72,2.54,3.14,2.6,OFF,16.0
47.460,3403,21.0,311.02,0,78.7,12.71,2.49,3.14,2.6,OFF,16.6
47.500,3389,21.1,311.21,0,78.7,12.71,2.53,3.14,2.6,OFF,16.6
47.540,3393,21.1,311.39,0,78.7,12.71,2.53,3.14,2.6,OFF,16.6
47.580,3399,21.1,311.57,0,78.7,12.71,2.51,3.15,2.6,OFF,16.6
47.620,3411,21.1,311.76,0,78.7,12.69,2.54,3.14,2.6,OFF,16.6
47.660,3404,21.1,311.94,0,78.7,12.68,2.54,3.14,2.6,OFF,16.6
47.700,3408,21.1,312.13,0,78.7,12.70,2.53,3.14,2.6,OFF,16.6
47.740,3387,21.2,312.31,0,78.7,12.69,2.53,3.14,2.6,OFF,16.6
47.780,3376,21.2,312.49,0,78.7,12.69,2.53,3.14,2.6,OFF,16.5
47.820,3393,21.2,312.67,0,78.8,12.70,2.53,3.14,2.6,OFF,16.0
47.860,3367,21.2,312.84,0,78.8,12.69,2.51,3.14,2.6,OFF,15.4
47.900,3421,21.2,313.01,0,78.8,12.70,2.55,3.14,2.6,OFF,15.3
47.940,3426,21.3,313.18,0,78.8,12.69,2.56,3.14,2.6,OFF,15.3
47.980,3467,21.2,313.35,0,78.7,12.69,2.59,3.14,2.6,OFF,15.4
48.020,3437,21.3,313.52,0,78.8,12.68,2.58,3.14,2.6,OFF,15.4
48.060,3474,21.3,313.69,0,78.8,12.69,2.61,3.15,2.6,OFF,15.4
48.100,3420,21.2,313.87,0,78.8,12.69,2.56,3.14,2.6,OFF,15.5
48.140,3454,21.3,314.04,0,78.7,12.69,2.59,3.15,2.6,OFF,15.5
48.180,3464,21.3,314.22,0,78.7,12.69,2.55,3.15,2.6,OFF,15.7
48.220,3433,21.3,314.40,0,78.8,12.69,2.55,3.14,2.6,OFF,16.2
48.260,3435,21.3,314.58,0,78.8,12.69,2.57,3.15,2.6,OFF,16.2
48.300,3410,21.3,314.76,0,78.8,12.69,2.55,3.14,2.6,OFF,16.2
48.340,3397,21.3,314.94,0,78.8,12.69,2.55,3.14,2.6,OFF,16.2
48.380,3423,21.3,315.12,0,78.8,12.69,2.56,3.14,2.6,OFF,16.2
48.420,3396,21.3,315.29,0,78.8,12.69,2.54,3.14,2.6,OFF,16.1
48.460,3397,21.4,315.48,0,78.8,12.69,2.52,3.14,2.6,OFF,16.4
48.500,3434,21.3,315.70,0,78.8,12.68,2.53,3.14,2.6,OFF,19.0
48.540,3408,21.4,315.91,0,78.8,12.69,2.54,3.14,2.6,OFF,19.2
48.580,3457,21.3,316.13,0,78.8,12.67,2.57,3.14,2.6,OFF,19.3
48.620,3421,21.2,316.35,0,78.8,12.69,2.56,3.14,2.6,OFF,19.9
48.660,3449,21.4,316.57,0,78.8,12.69,2.59,3.15,2.6,OFF,19.9
48.700,3423,21.3,316.79,0,78.8,12.68,2.54,3.14,2.6,OFF,19.9
48.740,3442,21.4,317.01,0,78.8,12.68,2.55,3.14,2.6,OFF,19.9
48.780,3466,21.3,317.21,0,78.8,12.66,2.52,3.14,2.6,OFF,18.3
48.820,3445,21.3,317.39,0,78.8,12.66,2.56,3.14,2.6,OFF,16.4
48.860,3488,21.4,317.57,0,78.8,12.66,2.59,3.15,2.6,OFF,16.2
48.900,3506,21.3,317.75,0,78.8,12.66,2.62,3.14,2.6,OFF,16.1
48.940,3514,21.3,317.92,0,78.8,12.66,2.66,3.14,2.6,OFF,15.6
48.980,3488,21.3,318.10,0,78.8,12.65,2.62,3.14,2.6,OFF,15.7
49.020,3485,21.4,318.27,0,78.8,12.65,2.59,3.14,2.6,OFF,15.7
49.060,3502,21.3,318.45,0,78.8,12.66,2.59,3.13,2.6,OFF,15.7
49.100,3509,21.3,318.62,0,78.8,12.66,2.63,3.14,2.6,OFF,15.8
49.140,3506,21.4,318.80,0,78.8,12.66,2.66,3.13,2.6,OFF,15.8
49.180,3456,21.2,318.97,0,78.8,12.66,2.60,3.14,2.6,OFF,15.8
49.220,3483,21.3,319.15,0,78.8,12.66,2.61,3.13,2.6,OFF,15.8
49.260,3464,21.3,319.33,0,78.8,12.65,2.59,3.14,2.6,OFF,15.7
49.300,3467,21.3,319.50,0,78.8,12.66,2.59,3.14,2.6,OFF,15.8
49.340,3491,21.3,319.68,0,78.8,12.65,2.61,3.14,2.6,OFF,15.8
49.380,3465,21.3,319.85,0,78.8,12.66,2.58,3.13,2.6,OFF,15.7
49.420,3481,21.3,320.02,0,78.8,12.67,2.61,3.14,2.6,OFF,15.7
49.460,3454,21.2,320.21,0,78.9,12.65,2.56,3.13,2.6,OFF,16.0
49.500,3486,21.3,320.43,0,78.9,12.65,2.62,3.14,2.6,OFF,19.4
49.540,3452,21.4,320.65,0,78.9,12.65,2.58,3.15,2.6,OFF,19.6
49.580,3425,21.3,320.87,0,78.9,12.65,2.53,3.14,2.6,OFF,19.7
49.620,3436,21.4,321.09,0,78.9,12.65,2.55,3.13,2.6,OFF,20.2
49.660,3442,21.3,321.34,0,78.9,12.64,2.57,3.14,2.6,OFF,22.0
49.700,3438,21.3,321.58,0,78.9,12.64,2.56,3.14,2.6,OFF,22.2
