TIME,RPM,TPS,Ponto_de_ignição,Distância,Fluxo_total_de_combustível,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Velocidade_de_referência
50.908,3865,10.4,17.27,215.74,10.6,76.7,13.08,3.33,2.85,0.0,19.9
50.948,3873,9.6,17.43,215.96,10.4,76.7,13.08,3.32,2.83,0.0,20.0
50.988,3955,9.5,18.19,216.19,10.7,76.7,13.09,3.43,2.82,0.0,20.1
51.028,4017,9.6,18.74,216.41,10.8,76.7,13.10,3.42,2.79,0.0,20.1
51.068,4029,9.6,18.81,216.63,10.8,76.7,13.09,3.45,2.79,0.0,20.0
51.108,4048,9.5,18.94,216.86,10.9,76.7,13.08,3.56,2.77,0.0,20.2
51.148,4017,8.9,18.98,217.08,10.9,76.7,13.09,3.53,2.78,0.0,20.3
51.188,3967,8.8,18.66,217.31,10.8,76.7,13.09,3.45,2.76,0.0,20.4
51.228,3873,8.9,17.79,217.54,10.6,76.7,13.06,3.37,2.76,0.0,20.5
51.268,3876,8.8,17.89,217.76,10.6,76.7,13.07,3.32,2.77,0.0,20.5
51.308,3885,8.8,17.89,217.99,10.5,76.8,13.09,3.36,2.76,0.0,20.5
51.348,3895,8.9,17.93,218.22,10.5,76.8,13.07,3.36,2.76,0.0,20.5
51.388,3908,8.8,18.04,218.45,10.6,76.7,13.09,3.37,2.78,0.0,20.4
51.428,3990,8.8,18.83,218.67,10.7,76.7,13.08,3.46,2.75,0.0,20.4
51.468,4066,8.9,19.29,218.90,11.0,76.8,13.08,3.50,2.77,0.0,20.4
51.508,4072,9.1,19.33,219.13,11.4,76.8,13.08,3.60,2.73,0.0,20.4
51.548,4094,14.2,19.06,219.35,22.9,76.8,13.05,3.60,2.74,0.0,20.4
51.588,3971,14.9,18.30,219.58,17.8,76.8,13.05,3.49,2.74,0.0,20.4
51.628,3874,15.0,17.41,219.81,15.1,76.8,13.09,3.31,2.79,0.0,20.4
51.668,4008,15.0,18.54,220.03,11.2,76.8,13.09,3.42,2.80,0.0,20.4
51.708,4157,15.1,19.34,220.26,11.6,76.8,13.08,3.59,2.83,0.0,20.3
51.748,4222,15.1,19.86,220.49,11.8,76.8,13.07,3.71,2.83,0.0,20.5
51.788,4168,15.4,19.53,220.71,11.8,76.8,13.08,3.68,2.81,0.0,20.5
51.828,4042,15.4,18.81,220.94,11.4,76.8,13.09,3.53,2.85,0.0,20.7
51.868,3974,15.1,18.23,221.18,11.1,76.8,13.09,3.48,2.83,0.0,20.8
51.908,4068,15.0,18.91,221.41,11.3,76.8,13.08,3.55,2.85,0.0,21.1
51.948,4224,15.1,19.62,221.64,11.7,76.8,13.08,3.63,2.81,0.0,21.2
51.988,4323,15.2,20.47,221.88,12.1,76.8,13.07,3.81,2.77,0.0,21.3
52.028,4276,15.2,20.16,222.12,12.0,76.8,13.06,3.79,2.82,0.0,21.4
52.068,4159,15.2,19.43,222.36,11.7,76.8,13.08,3.68,2.81,0.0,21.6
52.108,4170,15.2,19.53,222.60,11.8,76.8,13.08,3.66,2.82,0.0,21.9
52.148,4213,15.1,19.80,222.84,11.8,76.8,13.09,3.68,2.83,0.0,22.0
52.188,4313,15.1,20.40,223.09,12.0,76.8,13.08,3.79,2.81,0.0,22.1
52.228,4379,15.2,20.79,223.34,12.3,76.8,13.07,3.87,2.83,0.0,22.2
52.268,4354,15.2,20.63,223.58,12.2,76.8,13.07,3.90,2.81,0.0,22.2
52.308,4349,15.3,20.57,223.83,12.2,76.8,13.06,3.88,2.83,0.0,22.1
52.348,4383,15.3,20.83,224.08,12.3,76.8,13.07,3.88,2.78,0.0,22.6
52.388,4388,15.3,20.82,224.33,12.3,76.8,13.07,3.93,2.79,0.0,22.8
52.428,4433,15.3,21.18,224.59,12.5,76.8,13.07,3.94,2.75,0.0,22.9
52.468,4449,15.4,21.21,224.84,12.4,76.8,13.07,3.95,2.75,0.0,23.2
52.508,4531,15.5,21.57,225.10,12.7,76.8,13.08,4.02,2.76,0.0,23.4
52.548,4567,15.6,21.70,225.36,12.9,76.8,13.08,4.11,2.77,0.0,23.3
52.588,4558,15.5,21.68,225.62,12.8,76.8,13.07,4.10,2.78,0.0,23.4
52.628,4675,15.5,22.06,225.88,13.1,76.8,13.04,4.17,2.78,0.0,23.5
52.668,4711,15.5,22.10,226.15,13.3,76.8,13.05,4.24,2.77,0.0,23.8
52.708,4701,16.5,22.10,226.41,13.3,76.8,13.05,4.27,2.78,0.0,24.0
52.748,4689,16.3,22.10,226.68,13.3,76.8,13.05,4.24,2.79,0.0,24.3
52.788,4745,14.3,22.22,226.96,13.3,76.8,13.06,4.29,2.78,0.0,24.4
52.828,4839,14.2,22.50,227.23,13.5,76.8,13.04,4.41,2.76,0.0,24.7
52.868,4895,15.5,22.69,227.51,13.8,76.8,13.05,4.46,2.75,0.0,25.0
52.908,4882,16.1,22.60,227.79,13.8,76.8,13.05,4.46,2.75,0.0,25.4
52.948,4844,16.1,22.53,228.07,13.6,76.8,13.06,4.40,2.76,0.0,25.6
52.988,4875,16.1,22.61,228.36,13.7,76.8,13.05,4.44,2.76,0.0,25.8
53.028,5023,16.3,22.88,228.65,14.1,76.9,13.05,4.55,2.76,0.0,25.9
53.068,5087,16.8,23.10,228.94,14.4,76.9,13.05,4.64,2.76,0.0,25.9
53.108,5118,17.1,23.10,229.23,14.6,76.9,13.05,4.70,2.75,0.0,26.1
53.148,5086,17.3,23.10,229.52,14.6,76.9,13.06,4.70,2.75,0.0,26.6
53.188,5109,10.6,23.23,229.82,14.3,76.9,13.04,4.69,2.76,0.0,26.9
53.228,5119,2.0,25.76,230.12,13.8,76.9,13.04,4.75,2.70,0.0,27.0
53.268,5120,0.0,26.60,230.42,13.9,76.9,13.05,4.79,2.62,0.0,27.2
53.308,5002,0.0,26.50,230.72,13.6,76.9,13.05,4.77,2.56,0.0,27.3
53.348,4843,0.0,26.20,231.03,13.2,76.9,13.04,4.66,2.55,0.0,27.3
53.388,4652,0.0,25.59,231.33,12.7,76.9,13.06,4.45,2.51,0.0,27.6
53.428,4464,0.0,24.78,231.64,12.1,76.9,13.06,4.20,2.51,0.0,27.5
53.468,4320,0.0,23.90,231.94,11.5,76.9,13.05,3.99,2.50,0.0,27.3
53.508,4485,0.0,24.95,232.24,12.0,76.9,13.05,4.13,2.54,0.0,27.1
53.548,4335,0.0,24.12,232.54,11.7,76.9,13.06,4.03,2.49,0.0,26.6
53.588,4281,0.0,23.69,232.83,11.6,76.9,13.03,3.92,2.52,0.0,26.4
53.628,4469,0.0,24.76,233.12,12.0,76.9,13.03,4.11,2.52,0.0,25.8
53.668,4465,0.0,25.00,233.40,12.1,76.9,13.05,4.20,2.53,0.0,25.6
53.708,4471,0.0,25.00,233.69,12.1,76.9,13.05,4.14,2.49,0.0,25.3
53.748,4469,0.0,24.92,233.96,12.1,76.9,13.05,4.15,2.50,0.0,25.0
53.788,4409,0.0,21.54,234.24,11.9,76.9,13.04,4.10,2.51,0.0,24.9
53.828,4244,0.0,21.50,234.51,11.5,76.9,13.05,3.94,2.48,0.0,24.3
53.868,4215,0.0,19.04,234.78,11.4,76.9,13.04,3.88,2.52,0.0,24.0
53.908,4178,0.3,18.00,235.04,12.0,76.9,13.04,3.77,2.51,0.0,23.8
53.948,4205,6.5,18.06,235.31,27.7,76.9,13.03,3.81,2.52,0.0,23.6
53.988,4154,8.3,19.99,235.56,20.7,76.9,13.02,3.76,2.56,0.0,23.2
54.028,4134,12.2,19.31,235.82,18.2,76.9,13.05,3.75,2.59,0.0,22.8
54.068,4069,16.4,18.91,236.07,19.5,76.9,13.06,3.70,2.68,0.0,22.4
54.108,3996,17.5,18.44,236.31,16.3,76.9,13.07,3.58,2.73,0.0,21.8
54.148,4125,18.4,19.23,236.55,15.3,76.9,13.07,3.62,2.80,0.0,21.4
54.188,4337,20.5,20.53,236.78,14.9,76.9,13.06,3.81,2.83,0.0,21.1
54.228,4687,24.6,21.82,237.01,20.6,76.9,13.06,4.05,2.86,0.0,20.9
54.268,5189,25.8,23.14,237.24,19.9,76.9,13.05,4.56,2.86,0.0,20.7
54.308,5129,25.9,23.16,237.47,18.8,76.9,13.02,4.80,2.85,0.0,20.6
54.348,5034,26.0,23.00,237.70,15.5,77.0,13.04,4.58,2.86,0.0,20.7
54.388,4849,22.3,22.56,237.94,14.5,77.0,13.03,4.46,2.88,0.0,21.0
54.428,4648,13.1,21.96,238.17,13.1,77.0,13.04,4.20,2.86,0.0,21.3
54.468,4571,11.8,21.70,238.42,12.6,77.0,13.04,4.11,2.81,0.0,22.1
54.508,4516,11.8,21.59,238.67,12.4,77.0,13.05,4.03,2.77,0.0,23.0
54.548,4550,11.9,21.62,238.93,12.5,77.0,13.05,4.10,2.76,0.0,23.6
54.588,4671,11.8,21.98,239.20,12.8,77.0,13.06,4.18,2.75,0.0,23.9
54.628,4778,12.6,22.32,239.47,13.8,77.0,13.05,4.30,2.72,0.0,24.2
54.668,4843,13.3,22.50,239.74,18.5,77.0,13.04,4.39,2.72,0.0,24.4
54.708,4751,13.4,22.27,240.01,16.4,77.0,13.05,4.34,2.72,0.0,24.3
54.748,4544,13.4,21.64,240.28,14.6,77.0,13.09,4.14,2.73,0.0,24.4
54.788,4682,13.5,22.06,240.56,12.7,77.0,13.07,4.12,2.73,0.0,24.8
54.828,4990,13.5,22.80,240.83,13.6,77.0,13.06,4.48,2.72,0.0,24.9
54.868,5149,13.4,23.16,241.11,14.4,77.0,13.05,4.70,2.71,0.0,24.9
54.908,5024,13.4,23.01,241.39,14.0,77.0,13.07,4.65,2.68,0.0,25.0
54.948,4847,13.4,22.52,241.66,13.5,77.0,13.07,4.46,2.70,0.0,24.9
54.988,4774,13.4,22.30,241.94,13.3,77.0,13.06,4.36,2.71,0.0,25.0
55.028,4848,13.4,22.58,242.22,13.5,77.0,13.06,4.39,2.70,0.0,25.3
55.068,4986,13.3,22.88,242.51,13.9,77.0,13.05,4.55,2.71,0.0,25.5
55.108,5119,13.4,23.11,242.79,14.2,77.0,13.04,4.65,2.70,0.0,25.6
55.148,5136,13.5,23.13,243.08,14.4,77.0,13.04,4.76,2.70,0.0,25.7
55.188,5044,13.4,23.09,243.36,14.1,77.0,13.05,4.67,2.68,0.0,25.9
55.228,5018,11.2,23.01,243.65,13.9,77.0,13.05,4.59,2.70,0.0,26.1
55.268,5103,10.1,23.10,243.95,14.0,77.0,13.06,4.68,2.66,0.0,26.6
55.308,5132,10.1,23.10,244.24,14.1,77.0,13.04,4.75,2.65,0.0,26.7
55.348,5098,10.0,23.10,244.54,13.9,77.0,13.05,4.73,2.63,0.0,26.9
55.388,5093,10.1,23.10,244.84,13.9,77.0,13.05,4.74,2.62,0.0,26.9
55.428,5117,10.3,23.10,245.14,14.0,77.0,13.05,4.75,2.60,0.0,26.8
55.468,5144,10.3,23.10,245.44,14.0,77.0,13.05,4.77,2.62,0.0,26.8
55.508,5142,10.3,23.10,245.74,14.0,77.0,13.04,4.79,2.60,0.0,26.8
55.548,5143,9.5,23.22,246.03,14.1,77.0,13.04,4.83,2.62,0.0,26.8
55.588,5127,5.5,24.68,246.33,13.9,77.0,13.04,4.78,2.58,0.0,26.9
55.628,5060,5.3,24.75,246.63,13.8,77.0,13.05,4.76,2.56,0.0,26.8
55.668,4964,6.6,24.15,246.93,13.6,77.0,13.05,4.69,2.56,0.0,26.7
55.708,4866,7.0,23.63,247.22,13.3,77.0,13.07,4.57,2.55,0.0,26.7
55.748,4742,7.1,23.21,247.52,12.9,77.0,13.06,4.44,2.55,0.0,26.6
55.788,4625,8.1,22.62,247.82,12.6,77.0,13.06,4.32,2.58,0.0,26.8
55.828,4566,8.3,22.26,248.11,12.5,77.0,13.07,4.23,2.56,0.0,26.9
55.868,4680,8.5,22.56,248.41,12.7,77.0,13.06,4.22,2.60,0.0,26.7
55.908,4853,8.7,22.99,248.71,13.2,77.0,13.05,4.46,2.57,0.0,26.6
55.948,5090,13.8,23.07,249.00,24.4,77.0,13.04,4.67,2.59,0.0,26.3
55.988,4996,14.3,23.03,249.29,20.3,77.0,13.05,4.73,2.61,0.0,26.1
56.028,4988,14.5,23.00,249.58,17.2,77.0,13.05,4.66,2.65,0.0,26.1
56.068,5116,15.4,23.10,249.87,16.0,77.0,13.05,4.66,2.65,0.0,26.0
56.108,5314,19.9,23.30,250.16,27.2,77.1,13.03,4.85,2.68,0.0,25.8
56.148,5322,20.3,23.31,250.44,22.8,77.1,13.05,4.96,2.71,0.0,25.7
56.188,5417,20.4,23.40,250.73,17.1,77.1,13.05,5.05,2.75,0.0,25.5
56.228,5214,20.4,23.22,251.01,15.3,77.1,13.03,4.89,2.76,0.0,25.3
56.268,5137,17.7,23.10,251.29,14.7,77.1,13.05,4.71,2.78,0.0,25.7
56.308,5065,15.8,23.10,251.58,14.4,77.1,13.05,4.64,2.78,0.0,26.0
56.348,5120,15.6,23.10,251.88,14.4,77.1,13.06,4.66,2.76,0.0,26.4
56.388,5177,15.5,23.20,252.17,14.6,77.1,13.05,4.73,2.73,0.0,26.8
56.428,5240,15.5,23.20,252.47,14.8,77.1,13.05,4.81,2.73,0.0,27.0
56.468,5300,15.5,23.30,252.77,14.9,77.1,13.05,4.85,2.73,0.0,27.2
56.508,5342,15.5,23.31,253.08,15.1,77.1,13.05,4.93,2.71,0.0,27.3
56.548,5350,15.5,23.39,253.38,15.1,77.1,13.06,4.94,2.73,0.0,27.5
56.588,5344,15.5,23.31,253.69,15.1,77.1,13.06,4.93,2.73,0.0,27.5
56.628,5358,15.5,23.39,253.99,15.1,77.1,13.06,4.96,2.71,0.0,27.5
56.668,5356,14.5,23.39,254.30,15.0,77.1,13.05,4.94,2.72,0.0,27.5
56.708,5364,13.9,23.40,254.60,15.0,77.1,13.05,4.94,2.71,0.0,27.5
56.748,5412,13.4,23.40,254.92,15.1,77.1,13.04,4.98,2.70,0.0,28.0
56.788,5418,9.4,23.64,255.23,14.8,77.1,13.05,5.05,2.68,0.0,28.1
56.828,5378,7.9,24.09,255.54,14.7,77.1,13.05,5.08,2.64,0.0,28.1
56.868,5268,7.9,23.99,255.85,14.3,77.1,13.05,4.99,2.63,0.0,27.9
56.908,5192,8.0,23.90,256.16,14.1,77.1,13.06,4.88,2.60,0.0,27.8
56.948,5169,8.0,23.90,256.47,14.1,77.1,13.06,4.84,2.59,0.0,27.9
56.988,5130,7.9,23.80,256.78,14.0,77.1,13.07,4.82,2.56,0.0,28.1
57.028,5064,7.8,23.82,257.09,13.7,77.1,13.06,4.76,2.57,0.0,28.0
57.068,4997,7.6,23.79,257.40,13.6,77.1,13.07,4.69,2.55,0.0,27.8
57.108,4946,7.6,23.72,257.71,13.4,77.1,13.07,4.61,2.56,0.0,27.5
57.148,4966,7.6,23.71,258.01,13.4,77.1,13.06,4.62,2.57,0.0,27.2
57.188,5123,7.5,23.97,258.31,13.8,77.1,13.06,4.76,2.55,0.0,27.2
57.228,5183,7.5,24.09,258.61,14.1,77.1,13.07,4.87,2.56,0.0,27.1
57.268,5150,7.4,24.02,258.91,14.0,77.1,13.06,4.87,2.54,0.0,26.9
57.308,5096,7.5,23.99,259.21,13.9,77.1,13.07,4.82,2.54,0.0,26.6
57.348,5040,7.5,23.93,259.50,13.7,77.1,13.06,4.75,2.54,0.0,26.1
57.388,4972,7.5,23.82,259.78,13.5,77.1,13.06,4.68,2.54,0.0,25.5
57.428,4894,7.5,23.56,260.06,13.4,77.1,13.07,4.60,2.55,0.0,25.3
57.468,4885,7.5,23.59,260.34,13.3,77.1,13.07,4.56,2.55,0.0,25.2
57.508,4838,7.5,23.39,260.62,13.2,77.1,13.07,4.49,2.55,0.0,25.2
57.548,4829,7.6,23.41,260.90,13.1,77.1,13.07,4.51,2.57,0.0,25.0
57.588,4841,7.5,23.36,261.18,13.1,77.1,13.05,4.53,2.56,0.0,24.9
57.628,4852,7.5,23.43,261.45,13.3,77.1,13.05,4.55,2.56,0.0,24.7
57.668,4853,7.5,23.41,261.73,13.2,77.1,13.06,4.51,2.57,0.0,24.5
57.708,4822,7.5,23.36,262.00,13.1,77.1,13.06,4.46,2.55,0.0,24.6
57.748,4761,7.6,23.11,262.27,13.0,77.1,13.07,4.38,2.46,0.0,24.8
57.788,4749,7.5,23.15,262.55,12.8,77.2,13.06,4.37,2.53,0.0,24.8
57.828,4761,7.6,23.10,262.82,12.9,77.2,13.05,4.39,2.49,0.0,24.5
57.868,4749,8.3,22.86,263.09,12.9,77.2,13.07,4.38,2.51,0.0,24.4
57.908,4751,8.6,22.76,263.36,12.9,77.2,13.06,4.40,2.54,0.0,24.2
57.948,4753,8.7,22.75,263.63,13.0,77.2,13.07,4.41,2.55,0.0,24.1
57.988,4758,8.8,22.69,263.90,12.9,77.2,13.07,4.36,2.55,0.0,24.2
58.028,4763,9.0,22.45,264.17,12.8,77.2,13.07,4.31,2.51,0.0,24.1
58.068,4782,9.2,22.67,264.44,12.9,77.2,13.07,4.40,2.42,0.0,24.1
58.108,4822,9.2,22.76,264.70,13.1,77.2,13.06,4.44,2.44,0.0,23.9
58.148,4875,9.6,22.73,264.97,13.2,77.2,13.07,4.48,2.38,0.0,23.9
58.188,4901,10.2,22.70,265.23,13.3,77.2,13.06,4.54,2.39,0.0,23.8
58.228,4961,10.5,22.87,265.50,13.5,77.2,13.07,4.56,2.36,0.0,23.7
58.268,4986,10.8,22.99,265.76,13.6,77.2,13.08,4.59,2.41,0.0,23.8
58.308,4912,11.2,22.73,266.03,13.5,77.2,13.06,4.53,2.45,0.0,23.8
58.348,4743,11.3,22.30,266.29,13.1,77.2,13.06,4.37,2.51,0.0,23.8
58.388,4619,11.5,21.90,266.55,12.8,77.2,13.07,4.21,2.49,0.0,23.8
58.428,4618,11.5,21.87,266.82,12.6,77.2,13.07,4.14,2.52,0.0,23.9
58.468,4676,11.6,22.01,267.09,12.9,77.2,13.06,4.21,2.52,0.0,23.9
58.508,4778,11.6,22.30,267.35,13.1,77.2,13.06,4.28,2.57,0.0,23.9
58.548,4793,11.6,22.40,267.62,13.2,77.2,13.08,4.35,2.54,0.0,24.1
58.588,4744,11.6,22.23,267.89,13.0,77.2,13.07,4.29,2.57,0.0,24.1
58.628,4724,11.6,22.19,268.16,13.0,77.2,13.07,4.27,2.55,0.0,24.1
58.668,4773,11.6,22.28,268.42,13.1,77.2,13.06,4.29,2.60,0.0,24.2
58.708,4803,11.7,22.41,268.69,13.2,77.2,13.06,4.36,2.53,0.0,24.1
58.748,4835,11.6,22.49,268.96,13.3,77.2,13.05,4.37,2.52,0.0,24.2
58.788,4761,11.6,22.30,269.23,13.1,77.2,13.07,4.32,2.55,0.0,24.2
58.828,4724,11.7,22.21,269.50,13.0,77.2,13.06,4.29,2.59,0.0,24.4
58.868,4737,11.6,22.20,269.77,13.0,77.2,13.06,4.28,2.62,0.0,24.5
58.908,4768,12.4,22.30,270.04,13.1,77.2,13.06,4.29,2.60,0.0,24.4
58.948,4875,14.4,22.66,270.31,13.7,77.2,13.06,4.37,2.60,0.0,24.3
58.988,4919,13.2,22.73,270.58,13.8,77.2,13.06,4.46,2.63,0.0,24.3
59.028,4996,8.4,23.51,270.85,13.5,77.2,13.07,4.51,2.57,0.0,24.2
59.068,5028,8.3,23.60,271.12,13.7,77.2,13.07,4.62,2.47,0.0,24.5
59.108,4869,8.3,23.25,271.40,13.2,77.2,13.06,4.51,2.46,0.0,24.9
59.148,4732,8.3,22.82,271.68,12.8,77.2,13.08,4.32,2.52,0.0,24.9
59.188,4714,8.3,22.70,271.95,12.8,77.2,13.07,4.27,2.50,0.0,25.0
59.228,4719,8.3,22.71,272.23,12.8,77.2,13.07,4.28,2.48,0.0,24.8
59.268,4773,8.3,22.90,272.50,12.9,77.3,13.07,4.32,2.47,0.0,24.6
59.308,4803,8.4,23.00,272.78,13.1,77.3,13.09,4.40,2.46,0.0,24.4
59.348,4831,8.3,23.07,273.05,13.1,77.3,13.07,4.42,2.43,0.0,24.4
59.388,4847,8.3,23.10,273.32,13.2,77.3,13.08,4.46,2.43,0.0,24.4
59.428,4887,8.3,23.23,273.59,13.4,77.2,13.07,4.50,2.39,0.0,24.2
59.468,4935,8.4,23.39,273.86,13.5,77.2,13.07,4.54,2.34,0.0,24.0
59.508,4946,8.6,23.40,274.12,13.5,77.3,13.08,4.55,2.40,0.0,23.9
59.548,4876,8.7,23.13,274.39,13.3,77.2,13.08,4.51,2.43,0.0,23.8
59.588,4706,8.6,22.64,274.65,13.0,77.3,13.08,4.36,2.45,0.0,24.0
59.628,4632,8.7,22.36,274.92,12.7,77.3,13.08,4.23,2.48,0.0,24.3
59.668,4630,10.0,22.03,275.19,12.6,77.3,13.09,4.19,2.47,0.0,24.4
59.708,4642,10.7,21.89,275.47,12.7,77.3,13.10,4.17,2.44,0.0,24.5
59.748,4667,11.1,21.95,275.74,12.7,77.3,13.09,4.17,2.42,0.0,24.5
59.788,4788,11.4,22.34,276.01,13.2,77.3,13.10,4.30,2.39,0.0,24.4
59.828,4886,15.5,22.62,276.28,22.5,77.3,13.09,4.40,2.37,0.0,24.2
59.868,4960,16.4,22.88,276.55,21.5,77.3,13.05,4.55,2.33,0.0,24.2
59.908,4953,16.4,22.88,276.82,18.4,77.3,13.07,4.50,2.34,0.0,24.2
59.948,4977,16.5,22.88,277.09,14.2,77.3,13.08,4.48,2.36,0.0,24.1
59.988,5051,16.6,23.07,277.35,14.3,77.3,13.07,4.55,2.33,0.0,24.2
60.028,5004,16.8,23.00,277.63,14.2,77.3,13.08,4.54,2.33,0.0,24.4
60.068,4921,16.9,22.78,277.90,13.9,77.3,13.07,4.42,2.38,0.0,24.5
60.108,4979,17.1,22.97,278.17,14.1,77.3,13.07,4.47,2.33,0.0,24.8
60.148,4995,17.2,23.00,278.46,14.2,77.3,13.07,4.49,2.34,0.0,25.5
60.188,5062,17.1,23.07,278.74,14.4,77.3,13.08,4.53,2.29,0.0,25.7
60.228,5105,17.2,23.10,279.03,14.4,77.3,13.08,4.59,2.28,0.0,25.8
60.268,5109,17.2,23.11,279.32,14.5,77.3,13.09,4.61,2.25,0.0,26.1
60.308,5186,17.2,23.20,279.61,14.8,77.3,13.08,4.75,2.27,0.0,26.0
60.348,5233,17.2,23.20,279.90,14.9,77.3,13.08,4.73,2.29,0.0,26.1
60.388,5226,17.2,23.20,280.19,14.9,77.3,13.06,4.74,2.30,0.0,26.4
60.428,5229,17.1,23.21,280.48,14.9,77.3,13.06,4.72,2.36,0.0,26.5
60.468,5286,17.2,23.30,280.78,15.0,77.3,13.06,4.84,2.35,0.0,26.6
60.508,5268,17.1,23.30,281.08,15.0,77.3,13.05,4.80,2.37,0.0,26.8
60.548,5310,17.1,23.30,281.37,15.1,77.3,13.05,4.81,2.41,0.0,26.8
60.588,5319,17.2,23.30,281.67,15.2,77.3,13.06,4.86,2.39,0.0,27.1
60.628,5399,18.2,23.40,281.98,15.4,77.3,13.05,4.92,2.41,0.0,27.3
60.668,5437,18.8,23.40,282.28,15.8,77.3,13.05,4.95,2.41,0.0,27.6
60.708,5478,22.7,23.50,282.59,27.2,77.3,13.06,5.02,2.44,0.0,27.7
60.748,5558,32.7,23.75,282.90,34.5,77.3,13.02,5.03,2.46,0.0,27.7
60.788,5556,36.0,24.07,283.21,28.7,77.3,13.03,5.02,2.48,0.0,27.7
60.828,5740,43.0,24.73,283.52,37.5,77.3,13.03,5.08,2.58,0.0,28.0
60.868,6012,48.3,25.30,283.83,32.1,77.3,13.02,5.18,2.59,0.0,28.5
60.908,6155,49.2,25.40,284.16,28.0,77.3,13.02,5.27,2.65,0.0,29.2
60.948,6286,48.4,25.32,284.49,23.8,77.3,13.02,5.29,2.75,0.0,29.6
60.988,6180,45.6,25.03,284.82,23.3,77.3,13.01,5.32,2.76,0.0,30.3
61.028,5891,43.8,24.86,285.17,21.9,77.3,13.02,5.22,2.84,0.0,31.1
61.068,5840,42.9,24.80,285.52,21.2,77.3,13.03,5.17,2.89,0.0,31.7
61.108,5914,42.8,24.80,285.88,21.4,77.3,13.03,5.17,2.84,0.0,32.5
61.148,5973,42.8,24.80,286.24,21.7,77.3,13.03,5.20,2.82,0.0,32.5
61.188,6028,43.0,24.80,286.60,21.8,77.3,13.02,5.22,2.78,0.0,32.6
61.228,6033,43.3,24.80,286.96,22.0,77.3,13.02,5.25,2.78,0.0,32.6
61.268,6076,43.4,24.80,287.33,22.1,77.3,13.02,5.26,2.71,0.0,32.9
61.308,6079,43.4,24.80,287.70,22.2,77.3,13.02,5.29,2.72,0.0,32.9
61.348,6042,43.6,24.87,288.06,22.1,77.3,13.03,5.27,2.68,0.0,32.8
61.388,6017,43.5,24.84,288.42,22.0,77.3,13.04,5.26,2.68,0.0,32.6
61.428,6028,43.8,24.91,288.79,22.2,77.3,13.03,5.26,2.73,0.0,32.6
61.468,6024,48.4,25.34,289.15,28.7,77.3,13.01,5.26,2.71,0.0,32.7
61.508,6294,50.6,25.57,289.51,29.3,77.4,13.00,5.26,2.75,0.0,32.4
61.548,6540,53.3,25.85,289.87,29.8,77.4,12.99,5.35,2.75,0.0,32.1
61.588,6719,55.9,26.08,290.22,29.7,77.4,12.99,5.38,2.78,0.0,31.7
61.628,7079,59.2,26.38,290.57,33.5,77.4,12.98,5.45,2.82,0.0,31.7
61.668,7380,60.7,26.57,290.93,33.3,77.4,12.97,5.53,2.89,0.0,32.4
61.708,7641,62.1,26.70,291.30,33.0,77.4,12.99,5.57,2.91,0.0,33.0
61.748,8057,62.5,26.70,291.67,32.9,77.4,12.98,5.65,2.90,0.0,33.3
61.788,8649,62.5,26.69,292.04,35.5,77.4,12.98,5.74,2.88,0.0,33.7
61.828,8777,49.8,25.33,292.42,35.3,77.3,12.98,5.68,2.81,0.0,34.1
61.868,8713,33.6,23.65,292.81,30.6,77.4,12.98,4.82,2.76,0.0,34.9
61.908,8901,35.6,23.77,293.20,38.0,77.3,12.99,5.61,2.67,0.0,35.4
61.948,8686,30.9,23.64,293.60,33.5,77.4,12.97,5.66,2.57,0.0,35.8
61.988,8434,19.3,23.50,294.00,25.9,77.4,12.99,5.66,2.61,0.0,36.4
62.028,7997,16.6,23.50,294.41,24.0,77.4,13.01,5.64,2.53,0.0,37.4
62.068,7541,16.4,23.50,294.83,22.2,77.4,13.02,5.57,2.46,0.0,38.2
62.108,7306,16.4,23.50,295.26,21.4,77.4,13.02,5.55,2.43,0.0,38.2
62.148,7199,16.5,23.50,295.68,20.9,77.4,13.01,5.53,2.46,0.0,38.4
62.188,7114,15.8,23.50,296.11,20.6,77.4,13.01,5.47,2.45,0.0,38.5
62.228,7042,14.8,23.50,296.54,20.2,77.4,13.01,5.51,2.49,0.0,38.6
62.268,6974,14.5,23.50,296.97,19.9,77.4,13.01,5.46,2.50,0.0,38.2
62.308,6855,14.1,23.50,297.39,19.5,77.4,13.02,5.48,2.51,0.0,38.1
62.348,6748,9.6,23.64,297.81,18.7,77.4,13.02,5.45,2.53,0.0,37.9
62.388,6663,9.3,23.71,298.24,18.3,77.4,13.02,5.43,2.52,0.0,38.0
62.428,6739,8.4,24.06,298.66,18.5,77.4,13.02,5.45,2.49,0.0,37.8
62.468,6549,1.5,26.44,299.07,17.8,77.4,13.04,5.43,2.44,0.0,37.5
62.508,6480,0.8,26.75,299.49,17.7,77.4,13.01,5.41,2.44,0.0,37.2
62.548,6501,3.8,25.73,299.90,34.6,77.4,13.02,5.41,2.43,0.0,37.3
62.588,6277,4.3,25.51,300.32,26.0,77.4,12.98,5.35,2.39,0.0,37.5
62.628,6354,3.5,25.77,300.73,17.6,77.4,13.00,5.39,2.45,0.0,37.1
62.668,6453,3.5,25.80,301.14,17.7,77.4,13.00,5.40,2.43,0.0,36.6
