TIME,RPM,TPS,Ponto_de_ignição,Distância,Fluxo_total_de_combustível,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Velocidade_de_referência
8.348,5159,10.0,23.17,0.00,14.1,70.2,13.17,5.09,2.57,0.0,0.0
8.388,5151,10.0,23.17,0.00,14.2,70.2,13.16,5.10,2.57,0.0,0.0
8.428,5144,10.0,23.17,0.00,14.0,70.2,13.17,5.05,2.58,0.0,0.0
8.468,5149,10.0,23.17,0.00,14.0,70.3,13.16,5.04,2.57,0.0,0.0
8.508,5151,10.0,23.17,0.00,14.1,70.3,13.17,5.02,2.57,0.0,0.0
8.548,5157,10.0,23.20,0.00,14.1,70.3,13.17,5.08,2.57,0.0,0.0
8.588,5161,10.0,23.11,0.00,14.1,70.3,13.17,5.08,2.58,0.0,0.0
8.628,5149,9.9,23.11,0.00,14.1,70.3,13.17,5.05,2.57,0.0,0.0
8.668,5146,10.0,23.14,0.00,14.1,70.3,13.17,5.04,2.57,0.0,0.0
8.708,5154,10.0,23.20,0.00,14.2,70.3,13.17,5.07,2.57,0.0,0.0
8.748,5159,10.0,23.19,0.00,14.1,70.3,13.17,5.08,2.57,0.0,0.0
8.788,5177,10.0,23.20,0.00,14.2,70.3,13.17,5.08,2.58,0.0,0.0
8.828,5153,10.1,23.20,0.00,14.1,70.4,13.17,5.04,2.57,0.0,0.0
8.868,5146,10.0,23.10,0.00,14.1,70.4,13.17,5.06,2.57,0.0,0.0
8.908,5134,10.0,23.10,0.00,14.1,70.4,13.18,5.06,2.57,0.0,0.0
8.948,5148,10.1,23.17,0.00,14.0,70.4,13.17,5.06,2.57,0.0,0.0
8.988,5150,10.0,23.14,0.00,14.1,70.4,13.17,5.07,2.57,0.0,0.0
9.028,5117,10.0,23.11,0.00,14.0,70.4,13.18,5.03,2.57,0.0,0.0
9.068,5146,10.0,23.13,0.00,14.1,70.4,13.18,5.05,2.58,0.0,0.0
9.108,5152,10.0,23.19,0.00,14.2,70.4,13.18,5.08,2.57,0.0,0.0
9.148,5159,10.1,23.19,0.00,14.1,70.4,13.18,5.07,2.57,0.0,0.0
9.188,5163,10.0,23.20,0.00,14.2,70.4,13.17,5.08,2.58,0.0,0.0
9.228,5185,10.0,23.20,0.00,14.2,70.5,13.18,5.04,2.58,0.0,0.0
9.268,5191,10.1,23.20,0.00,14.2,70.5,13.17,5.10,2.58,0.0,0.0
9.308,5191,10.0,23.20,0.00,14.2,70.5,13.18,5.07,2.57,0.0,0.0
9.348,5156,10.0,23.20,0.00,14.2,70.5,13.17,5.05,2.57,0.0,0.0
9.388,5152,10.0,23.20,0.00,14.2,70.5,13.17,5.09,2.57,0.0,0.0
9.428,5153,10.1,23.18,0.00,14.1,70.5,13.17,5.08,2.57,0.0,0.0
9.468,5147,10.0,23.13,0.00,14.2,70.5,13.17,5.05,2.57,0.0,0.0
9.508,5128,10.0,23.11,0.00,14.0,70.5,13.18,5.05,2.57,0.0,0.0
9.548,5146,10.0,23.13,0.00,14.1,70.5,13.18,5.06,2.57,0.0,0.0
9.588,5153,10.0,23.19,0.00,14.2,70.5,13.18,5.09,2.57,0.0,0.0
9.628,5177,10.0,23.20,0.00,14.1,70.6,13.17,5.08,2.57,0.0,0.0
9.668,5162,9.9,23.18,0.00,14.1,70.6,13.18,5.02,2.58,0.0,0.0
9.708,5159,10.0,23.20,0.00,14.1,70.6,13.17,5.04,2.58,0.0,0.0
9.748,5154,10.1,23.14,0.00,14.1,70.6,13.18,5.09,2.58,0.0,0.0
9.788,5160,10.0,23.20,0.00,14.1,70.6,13.18,5.08,2.57,0.0,0.0
9.828,5161,10.0,23.20,0.00,14.1,70.6,13.18,5.03,2.57,0.0,0.0
9.868,5151,10.0,23.18,0.00,14.2,70.6,13.18,5.04,2.57,0.0,0.0
9.908,5135,10.0,23.13,0.00,14.1,70.6,13.18,5.09,2.57,0.0,0.0
9.948,5129,9.9,23.10,0.00,14.0,70.6,13.18,5.05,2.57,0.0,0.0
9.988,5140,10.0,23.10,0.00,14.1,70.6,13.18,5.05,2.57,0.0,0.0
10.028,5144,10.0,23.10,0.00,14.1,70.7,13.18,5.04,2.58,0.0,0.0
10.068,5155,10.0,23.19,0.00,14.2,70.7,13.19,5.02,2.58,0.0,0.0
10.108,5149,10.0,23.19,0.00,14.1,70.7,13.18,5.03,2.58,0.0,0.0
10.148,5151,10.0,23.20,0.00,14.2,70.7,13.18,5.10,2.58,0.0,0.0
10.188,5138,9.9,23.11,0.00,14.1,70.7,13.18,5.05,2.58,0.0,0.0
10.228,5147,10.0,23.14,0.00,14.2,70.7,13.18,5.03,2.58,0.0,0.0
10.268,5143,10.0,23.13,0.00,14.1,70.7,13.18,5.05,2.58,0.0,0.0
10.308,5139,10.0,23.11,0.00,14.1,70.7,13.17,5.05,2.58,0.0,0.0
10.348,5143,10.0,23.14,0.00,14.1,70.8,13.18,5.07,2.58,0.0,0.0
10.388,5133,10.0,23.10,0.00,14.2,70.8,13.17,5.08,2.58,0.0,0.0
10.428,5137,10.0,23.10,0.00,14.0,70.8,13.18,5.02,2.58,0.0,0.0
10.468,5131,9.9,23.10,0.00,14.0,70.8,13.19,5.00,2.58,0.0,0.0
10.508,5149,10.0,23.17,0.00,14.1,70.8,13.18,5.03,2.58,0.0,0.0
10.548,5153,10.0,23.17,0.00,14.1,70.8,13.19,5.06,2.58,0.0,0.0
10.588,5139,10.0,23.11,0.00,14.1,70.8,13.18,5.07,2.58,0.0,0.0
10.628,5141,10.0,23.11,0.00,14.1,70.8,13.19,5.07,2.58,0.0,0.0
10.668,5154,10.0,23.19,0.00,14.2,70.8,13.19,5.06,2.58,0.0,0.0
10.708,5156,10.0,23.19,0.00,14.2,70.8,13.19,5.06,2.58,0.0,0.0
10.748,5175,10.0,23.20,0.00,14.2,70.8,13.19,5.08,2.58,0.0,0.0
10.788,5171,9.9,23.20,0.00,14.2,70.9,13.19,5.06,2.58,0.0,0.0
10.828,5174,10.0,23.20,0.00,14.2,70.9,13.18,5.05,2.58,0.0,0.0
10.868,5161,10.0,23.20,0.00,14.2,70.9,13.19,5.04,2.58,0.0,0.0
10.908,5145,10.0,23.11,0.00,14.1,70.9,13.18,5.06,2.58,0.0,0.0
10.948,5143,10.0,23.10,0.00,14.1,70.9,13.19,5.05,2.58,0.0,0.0
10.988,5138,10.0,23.10,0.00,14.1,70.9,13.19,5.02,2.58,0.0,0.0
11.028,5141,10.0,23.10,0.00,14.2,70.9,13.19,5.01,2.58,0.0,0.0
11.068,5125,10.0,23.10,0.00,14.1,70.9,13.19,5.00,2.58,0.0,0.0
11.108,5132,10.0,23.10,0.00,14.1,70.9,13.19,5.01,2.58,0.0,0.0
11.148,5138,10.0,23.11,0.00,14.1,71.0,13.18,5.04,2.58,0.0,0.0
11.188,5146,10.1,23.13,0.00,14.1,71.0,13.18,5.08,2.58,0.0,0.0
11.228,5142,10.0,23.12,0.00,14.2,71.0,13.19,5.03,2.58,0.0,0.0
11.268,5148,10.1,23.10,0.00,14.2,71.0,13.19,4.99,2.58,0.0,0.0
11.308,5149,10.2,23.19,0.00,14.2,71.0,13.20,5.04,2.58,0.0,0.0
11.348,5141,10.3,23.13,0.00,14.1,71.0,13.19,5.07,2.58,0.0,0.0
11.388,5155,10.4,23.19,0.00,14.2,71.0,13.18,5.05,2.58,0.0,0.0
11.428,5157,10.4,23.18,0.00,14.1,71.0,13.19,5.03,2.58,0.0,0.0
11.468,5171,10.5,23.20,0.00,14.2,71.0,13.19,5.04,2.58,0.0,0.0
11.508,5187,10.6,23.20,0.00,14.3,71.1,13.18,5.08,2.58,0.0,0.0
11.548,5207,10.6,23.20,0.00,14.3,71.1,13.19,5.10,2.58,0.0,0.0
11.588,5206,11.1,23.20,0.00,14.4,71.1,13.19,5.08,2.58,0.0,0.0
11.628,5213,11.9,23.20,0.00,14.5,71.1,13.20,5.06,2.59,0.0,0.0
11.668,5288,12.4,23.30,0.00,14.7,71.1,13.19,5.12,2.60,0.0,0.0
11.708,5367,13.2,23.37,0.00,15.0,71.1,13.19,5.10,2.61,0.0,0.0
11.748,5413,13.8,23.40,0.00,15.2,71.1,13.18,5.21,2.63,0.0,0.0
11.788,5456,14.3,23.47,0.00,15.4,71.1,13.18,5.21,2.64,0.0,0.0
11.828,5522,15.5,23.50,0.00,15.6,71.1,13.18,5.19,2.66,0.0,0.0
11.868,5597,15.8,23.50,0.00,15.9,71.2,13.19,5.23,2.67,0.0,0.0
11.908,5676,15.9,23.50,0.00,16.1,71.2,13.18,5.24,2.69,0.0,0.0
11.948,5749,16.0,23.50,0.00,16.4,71.2,13.19,5.30,2.70,0.0,0.0
11.988,5883,16.1,23.50,0.00,16.7,71.2,13.18,5.32,2.70,0.0,0.0
12.028,5978,16.1,23.50,0.00,17.0,71.2,13.18,5.36,2.70,0.0,0.0
12.068,6061,16.2,23.50,0.00,17.2,71.2,13.17,5.36,2.69,0.0,0.0
12.108,6158,16.2,23.50,0.00,17.6,71.2,13.18,5.39,2.69,0.0,0.0
12.148,6220,16.2,23.50,0.00,17.8,71.2,13.18,5.40,2.69,0.0,0.0
12.188,6324,17.4,23.50,0.00,18.0,71.2,13.17,5.45,2.68,0.0,0.0
12.228,6431,19.3,23.50,0.00,18.7,71.3,13.16,5.47,2.69,0.0,0.0
12.268,6581,20.2,23.50,0.00,19.2,71.3,13.16,5.49,2.70,0.0,0.0
12.308,6781,20.4,23.50,0.00,20.0,71.3,13.17,5.54,2.69,0.0,0.0
12.348,7011,20.6,23.50,0.00,20.7,71.3,13.16,5.55,2.68,0.0,0.0
12.388,7240,20.7,23.50,0.00,21.5,71.3,13.15,5.63,2.67,0.0,0.0
12.428,7470,20.8,23.50,0.00,22.5,71.3,13.16,5.67,2.66,0.0,0.0
12.468,7667,20.7,23.50,0.00,23.3,71.3,13.15,5.69,2.64,0.0,0.0
12.508,7905,20.8,23.50,0.00,24.0,71.3,13.15,5.75,2.63,0.0,0.0
12.548,8173,21.0,23.50,0.00,25.2,71.3,13.14,5.78,2.60,0.0,0.0
12.588,8374,21.1,23.50,0.00,25.8,71.4,13.15,5.81,2.57,0.0,0.0
12.628,8519,21.2,23.50,0.00,26.3,71.4,13.14,5.87,2.55,0.0,0.0
12.668,8616,21.4,23.40,0.00,26.7,71.4,13.14,5.88,2.54,0.0,0.0
12.708,8676,21.5,23.40,0.00,27.0,71.4,13.14,5.87,2.53,0.0,0.0
12.748,8755,21.5,23.30,0.00,27.3,71.4,13.13,5.88,2.52,0.0,0.0
12.788,8774,21.5,23.30,0.00,27.3,71.4,13.14,5.86,2.52,0.0,0.0
12.828,8790,21.6,23.30,0.00,27.4,71.5,13.14,5.87,2.52,0.0,0.0
12.868,8790,21.7,23.30,0.00,27.4,71.5,13.15,5.89,2.52,0.0,0.0
12.908,8779,21.7,23.30,0.00,27.4,71.5,13.14,5.90,2.51,0.0,0.0
12.948,8810,21.8,23.23,0.00,27.5,71.5,13.14,5.91,2.52,0.0,0.0
12.988,8811,21.8,23.27,0.00,27.6,71.5,13.14,5.89,2.51,0.0,0.0
13.028,8773,21.9,23.30,0.00,27.4,71.5,13.14,5.87,2.52,0.0,0.0
13.068,8770,21.8,23.30,0.00,27.3,71.5,13.14,5.87,2.51,0.0,0.0
13.108,8739,21.9,23.30,0.00,27.3,71.5,13.14,5.88,2.52,0.0,0.0
13.148,8755,21.9,23.30,0.00,27.4,71.5,13.14,5.91,2.52,0.0,0.0
13.188,8791,22.2,23.30,0.00,27.6,71.5,13.14,5.88,2.53,0.0,0.0
13.228,8805,22.2,23.30,0.00,27.6,71.5,13.15,5.88,2.52,0.0,0.0
13.268,8805,22.4,23.30,0.00,27.7,71.5,13.14,5.87,2.53,0.0,0.0
13.308,8764,22.8,23.30,0.00,27.6,71.6,13.14,5.88,2.53,0.0,0.0
13.348,8675,24.0,23.40,0.00,27.6,71.6,13.13,5.86,2.53,0.0,0.0
13.388,8523,25.1,23.49,0.00,27.4,71.6,13.14,5.86,2.56,0.0,0.0
13.428,8357,25.3,23.50,0.00,26.9,71.6,13.14,5.83,2.58,0.0,0.0
13.468,8228,25.8,23.50,0.00,26.6,71.6,13.14,5.79,2.59,0.0,0.0
13.508,8119,28.8,23.50,0.00,26.8,71.6,13.14,5.76,2.60,0.0,0.0
13.548,8074,32.8,23.77,0.00,27.9,71.6,13.14,5.75,2.66,0.0,0.0
13.588,8126,36.0,24.08,0.00,29.1,71.6,13.13,5.73,2.70,0.0,0.0
13.628,8195,38.7,24.37,0.00,30.4,71.6,13.14,5.82,2.74,0.0,0.0
13.668,8290,41.5,24.67,0.00,31.7,71.7,13.12,5.74,2.76,0.0,0.0
13.708,8386,43.5,24.87,0.00,32.6,71.7,13.12,5.79,2.79,0.0,0.0
13.748,8516,44.6,24.96,0.00,33.5,71.7,13.12,5.79,2.81,0.0,0.0
13.788,8657,45.2,24.90,0.00,34.2,71.7,13.12,5.81,2.82,0.0,0.0
13.828,8505,45.4,24.97,0.00,33.7,71.7,13.12,5.81,2.83,0.0,0.1
13.868,7951,45.5,25.00,0.02,31.7,71.7,13.11,5.74,2.84,0.0,1.4
13.908,7297,45.4,25.00,0.03,28.6,71.7,13.12,5.61,2.87,0.0,1.4
13.948,6750,45.4,25.01,0.05,25.4,71.8,13.13,5.52,2.91,0.0,1.4
13.988,6414,45.4,25.00,0.07,24.0,71.8,13.14,5.43,2.93,0.0,1.5
14.028,6227,45.5,25.00,0.10,23.5,71.8,13.15,5.38,2.94,0.0,2.5
14.068,5830,45.5,25.01,0.15,21.9,71.8,13.15,5.27,2.95,0.0,5.9
14.108,5254,45.5,24.76,0.23,19.5,71.8,13.16,5.03,2.98,0.0,6.6
14.148,4967,45.1,24.33,0.31,18.7,71.8,13.17,4.69,3.00,0.0,7.8
14.188,4801,41.5,23.70,0.41,17.5,71.8,13.16,4.50,2.99,0.0,9.0
14.228,4578,41.2,22.81,0.52,16.6,71.8,13.17,4.20,3.00,0.0,10.1
14.268,4406,41.1,22.04,0.64,16.0,71.9,13.18,4.05,3.00,0.0,11.6
14.308,4344,39.4,21.61,0.78,15.6,71.9,13.18,3.95,3.02,0.0,12.0
14.348,3938,32.9,18.24,0.91,13.2,71.9,13.18,3.58,3.02,0.0,12.2
14.388,3795,30.9,16.75,1.05,12.6,71.9,13.20,3.39,3.01,0.0,12.8
14.428,3374,29.8,13.36,1.19,10.8,71.9,13.19,2.88,3.02,0.0,12.4
14.468,3318,29.7,13.26,1.33,10.5,71.9,13.20,2.76,3.02,0.0,12.7
14.508,3151,29.6,12.22,1.48,9.9,71.9,13.21,2.60,3.01,0.0,13.7
14.548,3161,29.6,12.30,1.64,10.0,71.9,13.21,2.59,3.03,0.0,14.3
14.588,3215,29.6,12.59,1.80,9.9,72.0,13.19,2.55,3.02,0.0,14.9
14.628,3293,29.6,12.91,1.98,10.3,72.0,13.21,2.70,3.03,0.0,15.8
14.668,3431,29.6,13.58,2.16,10.7,72.0,13.20,2.80,3.02,0.0,16.3
14.708,3370,29.7,13.43,2.34,10.7,72.0,13.22,2.81,3.01,0.0,16.5
14.748,3457,29.7,13.77,2.53,10.8,72.0,13.21,2.89,3.01,0.0,16.7
14.788,3439,29.6,13.73,2.72,10.8,72.0,13.20,2.90,3.01,0.0,17.0
14.828,3484,29.7,14.15,2.91,11.1,72.0,13.22,2.95,3.03,0.0,17.2
14.868,3538,29.7,14.05,3.10,11.0,72.0,13.19,2.95,3.01,0.0,17.3
14.908,3597,29.6,14.78,3.29,11.3,72.0,13.21,3.04,3.02,0.0,17.6
14.948,3650,29.7,15.40,3.49,11.5,72.0,13.21,3.14,3.00,0.0,17.8
14.988,3685,28.2,15.70,3.69,11.5,72.1,13.22,3.21,3.01,0.0,18.0
15.028,3642,27.4,15.29,3.89,11.3,72.1,13.21,3.16,3.00,0.0,18.2
15.068,3615,24.9,15.00,4.10,11.0,72.1,13.20,3.12,3.00,0.0,18.4
15.108,3620,24.0,15.05,4.30,10.8,72.1,13.20,3.10,2.99,0.0,18.6
15.148,3701,23.7,15.80,4.51,11.1,72.1,13.21,3.17,2.99,0.0,18.6
15.188,3817,23.6,16.84,4.72,11.4,72.1,13.21,3.35,2.98,0.0,18.7
15.228,3811,23.6,16.77,4.93,11.4,72.1,13.22,3.37,2.98,0.0,18.8
15.268,3804,23.6,16.70,5.14,11.6,72.1,13.22,3.37,2.98,0.0,18.9
15.308,3847,23.2,17.11,5.35,11.3,72.2,13.22,3.39,2.96,0.0,19.1
15.348,3803,22.4,16.82,5.56,11.3,72.2,13.22,3.35,2.97,0.0,19.3
15.388,3935,21.1,17.90,5.78,11.6,72.2,13.20,3.42,2.96,0.0,19.7
15.428,3982,20.9,18.32,6.00,11.6,72.2,13.21,3.52,2.96,0.0,20.0
15.468,4073,20.9,18.94,6.22,11.9,72.2,13.20,3.57,2.93,0.0,20.1
15.508,4144,20.4,19.38,6.45,12.1,72.2,13.20,3.77,2.94,0.0,20.4
15.548,4145,18.3,19.39,6.68,11.9,72.2,13.21,3.72,2.92,0.0,20.5
15.588,4022,18.1,18.71,6.91,11.6,72.2,13.21,3.70,2.91,0.0,20.6
15.628,3990,17.8,18.39,7.14,11.4,72.2,13.21,3.62,2.91,0.0,20.8
15.668,4101,17.2,19.12,7.37,11.7,72.2,13.20,3.66,2.91,0.0,21.0
15.708,4179,17.2,19.56,7.61,11.9,72.3,13.22,3.80,2.90,0.0,21.2
15.748,4239,17.2,20.08,7.84,12.2,72.3,13.22,3.83,2.89,0.0,21.3
15.788,4310,17.2,20.36,8.08,12.2,72.3,13.21,3.88,2.88,0.0,21.3
15.828,4276,14.9,20.16,8.32,12.1,72.3,13.21,3.92,2.86,0.0,21.5
15.868,4267,14.2,20.10,8.56,12.0,72.3,13.21,3.83,2.86,0.0,21.7
15.908,4332,14.1,20.51,8.80,12.1,72.3,13.22,3.95,2.83,0.0,21.9
15.948,4379,14.1,20.76,9.05,12.2,72.3,13.22,4.00,2.83,0.0,22.3
15.988,4369,14.1,20.71,9.30,12.2,72.3,13.21,4.01,2.80,0.0,22.6
16.028,4427,14.1,21.06,9.55,12.4,72.4,13.21,4.05,2.81,0.0,22.6
16.068,4446,14.1,21.21,9.81,12.4,72.4,13.22,4.07,2.81,0.0,22.8
16.108,4497,14.1,21.47,10.06,12.6,72.4,13.22,4.12,2.79,0.0,22.9
16.148,4552,14.1,21.67,10.32,12.7,72.4,13.22,4.17,2.79,0.0,23.0
16.188,4598,13.2,21.77,10.57,12.8,72.4,13.21,4.22,2.77,0.0,23.2
16.228,4625,12.2,21.90,10.84,12.8,72.4,13.22,4.27,2.76,0.0,23.6
16.268,4608,12.1,21.80,11.10,12.8,72.4,13.22,4.27,2.75,0.0,23.9
16.308,4642,12.0,21.88,11.37,12.8,72.4,13.22,4.26,2.73,0.0,24.1
16.348,4730,11.7,22.17,11.64,13.1,72.4,13.22,4.39,2.72,0.0,24.2
16.388,4784,11.7,22.36,11.91,13.2,72.5,13.22,4.45,2.72,0.0,24.3
16.428,4765,11.6,22.30,12.18,13.2,72.5,13.21,4.46,2.70,0.0,24.3
16.468,4723,11.6,22.20,12.45,13.1,72.5,13.21,4.43,2.71,0.0,24.5
16.508,4715,10.1,22.12,12.73,12.9,72.5,13.22,4.40,2.70,0.0,24.8
16.548,4790,9.5,22.57,13.00,13.1,72.5,13.22,4.47,2.69,0.0,24.8
16.588,4860,9.5,22.80,13.28,13.3,72.5,13.22,4.56,2.68,0.0,25.1
16.628,4830,9.5,22.70,13.56,13.2,72.5,13.23,4.58,2.66,0.0,25.3
16.668,4794,9.5,22.60,13.84,13.1,72.5,13.23,4.52,2.65,0.0,25.2
16.708,4756,9.5,22.50,14.12,13.0,72.5,13.21,4.45,2.65,0.0,25.3
16.748,4778,9.5,22.48,14.40,13.1,72.6,13.22,4.52,2.64,0.0,25.5
16.788,4823,9.5,22.67,14.69,13.2,72.6,13.21,4.54,2.65,0.0,25.8
16.828,4865,9.5,22.79,14.98,13.3,72.6,13.22,4.60,2.64,0.0,25.9
16.868,4916,9.5,22.90,15.27,13.4,72.6,13.21,4.67,2.64,0.0,26.0
16.908,4923,9.5,23.00,15.56,13.5,72.6,13.21,4.68,2.63,0.0,26.0
16.948,4908,9.5,22.92,15.85,13.4,72.6,13.20,4.67,2.62,0.0,26.2
16.988,4824,9.3,22.73,16.14,13.2,72.6,13.23,4.58,2.63,0.0,26.2
17.028,4767,6.2,23.57,16.43,13.0,72.6,13.22,4.55,2.62,0.0,26.4
17.068,4763,3.4,24.58,16.72,13.0,72.7,13.22,4.52,2.60,0.0,26.2
17.108,4725,3.1,24.60,17.01,12.8,72.7,13.21,4.51,2.58,0.0,26.1
17.148,4632,1.5,24.85,17.30,12.6,72.7,13.22,4.42,2.56,0.0,26.1
17.188,4488,1.3,24.48,17.59,12.3,72.7,13.22,4.29,2.55,0.0,25.8
17.228,4324,1.1,23.71,17.88,11.8,72.7,13.23,4.18,2.56,0.0,25.9
17.268,4141,1.0,22.47,18.16,11.3,72.7,13.23,3.97,2.54,0.0,25.8
17.308,4161,0.9,22.45,18.45,11.2,72.7,13.25,3.87,2.58,0.0,25.7
17.348,4334,2.5,23.43,18.74,13.4,72.7,13.21,4.05,2.55,0.0,25.6
17.388,4459,9.9,21.27,19.02,29.5,72.7,13.20,4.21,2.57,0.0,25.4
17.428,4450,10.2,21.20,19.29,23.8,72.8,13.19,4.24,2.59,0.0,24.9
17.468,4428,10.3,21.08,19.57,19.1,72.8,13.22,4.19,2.64,0.0,24.5
17.508,4363,10.2,20.67,19.84,13.4,72.8,13.23,4.15,2.64,0.0,24.3
17.548,4394,10.2,20.85,20.10,11.9,72.8,13.24,4.14,2.67,0.0,24.1
17.588,4500,10.4,21.41,20.37,12.2,72.8,13.22,4.17,2.67,0.0,23.9
17.628,4574,10.5,21.68,20.63,12.5,72.8,13.23,4.24,2.69,0.0,23.7
17.668,4644,10.4,21.95,20.89,12.7,72.8,13.21,4.31,2.68,0.0,23.4
17.708,4706,10.0,22.11,21.15,12.9,72.8,13.22,4.42,2.66,0.0,23.2
17.748,4801,9.8,22.45,21.41,13.1,72.8,13.23,4.51,2.67,0.0,23.1
17.788,4588,9.5,21.98,21.66,12.8,72.9,13.23,4.42,2.66,0.0,23.0
17.828,4163,9.2,20.18,21.92,11.7,72.9,13.22,3.95,2.67,0.0,23.2
17.868,4007,8.9,18.92,22.18,10.9,72.9,13.24,3.76,2.69,0.0,23.5
17.908,3955,8.8,18.52,22.44,10.8,72.9,13.24,3.64,2.70,0.0,23.5
17.948,3923,8.8,18.02,22.70,10.6,72.9,13.24,3.47,2.73,0.0,23.6
17.988,3885,8.7,17.96,22.97,10.5,72.9,13.24,3.46,2.73,0.0,23.7
18.028,3955,8.5,18.56,23.23,10.7,72.9,13.24,3.51,2.73,0.0,23.5
18.068,4162,8.5,19.94,23.49,11.2,72.9,13.26,3.69,2.73,0.0,23.6
18.108,4444,8.5,21.70,23.75,11.9,73.0,13.23,4.07,2.71,0.0,23.6
18.148,4597,8.5,22.20,24.01,12.4,73.0,13.24,4.24,2.71,0.0,23.4
18.188,4689,8.5,22.50,24.27,12.7,73.0,13.24,4.37,2.67,0.0,23.1
18.228,4757,8.5,22.76,24.52,12.9,73.0,13.25,4.45,2.66,0.0,22.9
18.268,4734,8.5,22.71,24.77,13.0,73.0,13.24,4.51,2.65,0.0,22.5
18.308,4358,8.5,21.13,25.02,12.4,73.0,13.24,4.16,2.65,0.0,22.5
18.348,3870,6.8,19.19,25.27,10.9,73.0,13.25,3.59,2.67,0.0,22.7
18.388,3745,6.7,17.37,25.53,10.1,73.0,13.25,3.37,2.69,0.0,22.9
18.428,3679,6.7,16.77,25.79,9.9,73.0,13.24,3.23,2.71,0.0,23.1
18.468,3611,6.7,16.14,26.04,9.7,73.1,13.25,3.12,2.70,0.0,23.0
18.508,3773,6.7,17.67,26.30,9.9,73.1,13.25,3.21,2.72,0.0,23.1
18.548,4174,9.2,20.02,26.55,18.0,73.1,13.23,3.77,2.70,0.0,22.8
18.588,4342,13.2,20.54,26.80,21.0,73.1,13.21,3.99,2.71,0.0,22.4
18.628,4298,12.1,20.28,27.05,18.0,73.1,13.22,3.98,2.74,0.0,22.2
18.668,4347,9.2,20.68,27.29,15.8,73.1,13.22,3.96,2.74,0.0,22.1
18.708,4377,9.1,21.04,27.54,14.1,73.1,13.22,4.06,2.72,0.0,21.9
18.748,4464,9.1,21.55,27.78,12.1,73.1,13.24,4.11,2.71,0.0,21.8
18.788,4578,9.1,22.06,28.02,12.4,73.2,13.23,4.25,2.70,0.0,21.8
18.828,4409,9.1,21.22,28.26,12.3,73.2,13.25,4.20,2.69,0.0,21.7
18.868,4102,9.1,19.54,28.50,11.2,73.2,13.23,3.78,2.72,0.0,21.4
18.908,4035,9.1,18.93,28.74,10.9,73.2,13.22,3.59,2.70,0.0,21.3
18.948,3994,9.1,18.66,28.98,10.9,73.2,13.22,3.56,2.74,0.0,21.4
18.988,4043,9.1,19.16,29.21,11.0,73.2,13.23,3.64,2.73,0.0,21.5
19.028,4103,9.2,19.27,29.45,11.0,73.2,13.23,3.71,2.74,0.0,21.4
19.068,4169,9.2,19.81,29.69,11.4,73.2,13.24,3.72,2.74,0.0,21.5
19.108,4198,9.2,19.89,29.93,11.3,73.2,13.23,3.77,2.74,0.0,21.5
19.148,4164,8.9,20.03,30.17,11.4,73.3,13.24,3.78,2.73,0.0,21.3
19.188,4155,8.8,19.77,30.40,11.3,73.3,13.24,3.78,2.74,0.0,21.2
19.228,4154,8.9,19.81,30.64,11.3,73.3,13.23,3.84,2.73,0.0,21.2
19.268,4145,8.8,19.80,30.87,11.3,73.3,13.23,3.81,2.74,0.0,21.3
19.308,4137,8.8,19.72,31.11,11.3,73.3,13.23,3.70,2.73,0.0,21.4
19.348,4054,8.7,19.30,31.35,11.1,73.3,13.23,3.77,2.73,0.0,21.4
19.388,4022,8.8,19.04,31.59,10.9,73.3,13.24,3.70,2.74,0.0,21.3
19.428,4037,8.8,19.19,31.82,11.0,73.4,13.25,3.67,2.74,0.0,21.3
19.468,4114,8.8,19.59,32.06,11.1,73.4,13.24,3.64,2.74,0.0,21.2
19.508,4104,8.8,19.56,32.29,11.2,73.4,13.25,3.77,2.74,0.0,21.0
19.548,4063,8.8,19.30,32.53,11.1,73.4,13.24,3.60,2.75,0.0,21.1
19.588,4010,8.8,18.83,32.76,10.8,73.4,13.25,3.53,2.74,0.0,21.1
19.628,3987,8.9,18.79,33.00,10.8,73.4,13.25,3.49,2.75,0.0,21.1
19.668,4025,8.8,19.05,33.23,11.0,73.4,13.25,3.56,2.74,0.0,21.1
19.708,4098,8.8,19.41,33.46,11.1,73.4,13.25,3.71,2.75,0.0,21.0
19.748,4147,8.8,19.81,33.70,11.2,73.4,13.24,3.72,2.75,0.0,20.9
19.788,4197,8.8,20.09,33.93,11.4,73.4,13.25,3.81,2.74,0.0,20.8
19.828,4136,8.8,19.76,34.16,11.2,73.5,13.25,3.81,2.74,0.0,20.8
19.868,4009,8.8,19.10,34.39,10.9,73.5,13.25,3.59,2.74,0.0,20.8
19.908,3975,8.9,18.69,34.62,10.8,73.5,13.25,3.54,2.75,0.0,21.0
19.948,4015,8.9,18.98,34.86,10.9,73.5,13.25,3.62,2.75,0.0,21.0
19.988,4016,8.9,19.00,35.09,10.9,73.5,13.26,3.63,2.75,0.0,21.1
20.028,4043,8.9,19.11,35.32,11.0,73.5,13.25,3.61,2.76,0.0,21.1
20.068,4088,9.0,19.33,35.56,11.1,73.5,13.26,3.67,2.75,0.0,21.0
20.108,4098,8.9,19.46,35.79,11.1,73.5,13.24,3.76,2.75,0.0,20.9
